Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
banco de bogota,movilidad,p,pagos web,2023,12,32222200,2023-12-01
banco de bogota,otros ingresos,n,pagos web,2023,2,12404417,2023-02-01
banco de bogota,otros ingresos,n,pagos web,2023,6,4370900,2023-06-01
banco de bogota,otros ingresos,n,pagos web,2023,7,232000,2023-07-01
banco de bogota,otros ingresos,n,pagos web,2023,9,1440200,2023-09-01
banco de bogota,otros ingresos,p,pagos web,2020,2,367053,2020-02-01
banco de bogota,otros ingresos,p,pagos web,2021,2,147826,2021-02-01
banco de bogota,otros ingresos,p,pagos web,2021,10,6424810,2021-10-01
banco de bogota,otros ingresos,p,pagos web,2022,2,32326,2022-02-01
banco de bogota,otros ingresos,p,pagos web,2022,4,250000,2022-04-01
banco de bogota,otros ingresos,p,pagos web,2022,9,8172994,2022-09-01
banco de bogota,otros ingresos,p,pagos web,2022,12,7711127,2022-12-01
banco de bogota,otros ingresos,p,pagos web,2023,2,45963,2023-02-01
banco de bogota,otros ingresos,p,pagos web,2023,6,19697700,2023-06-01
banco de bogota,otros ingresos,p,pagos web,2023,11,3657600,2023-11-01
banco de bogota,publicidad exterior visual,n,pagos web,2022,11,136000,2022-11-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,1,8412000,2023-01-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,3,17039000,2023-03-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,7,454000,2023-07-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,8,18921000,2023-08-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,10,303000,2023-10-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,11,454000,2023-11-01
banco de bogota,publicidad exterior visual,n,pagos web,2023,12,303000,2023-12-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,1,5145000,2020-01-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,2,828000,2020-02-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,4,7770000,2020-04-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,6,2761008,2020-06-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,7,1864000,2020-07-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,8,2861075,2020-08-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,9,1285000,2020-09-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,10,3098389,2020-10-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,11,1666029,2020-11-01
banco de bogota,publicidad exterior visual,p,pagos web,2020,12,5948659,2020-12-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,1,1905299,2021-01-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,2,2199179,2021-02-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,3,1815000,2021-03-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,4,1166000,2021-04-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,5,2726641,2021-05-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,6,130000,2021-06-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,7,7360021,2021-07-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,8,2765200,2021-08-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,9,2793000,2021-09-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,10,777000,2021-10-01
banco de bogota,publicidad exterior visual,p,pagos web,2021,12,3388778,2021-12-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,2,2161547,2022-02-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,3,16230000,2022-03-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,4,18649339,2022-04-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,5,17486000,2022-05-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,6,1356000,2022-06-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,7,1775000,2022-07-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,8,1737000,2022-08-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,9,1221000,2022-09-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,10,1666000,2022-10-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,11,2564000,2022-11-01
banco de bogota,publicidad exterior visual,p,pagos web,2022,12,2011000,2022-12-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,1,18811000,2023-01-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,2,4093149,2023-02-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,3,1492000,2023-03-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,4,908000,2023-04-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,5,15704000,2023-05-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,6,1030000,2023-06-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,7,454000,2023-07-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,8,2652574,2023-08-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,9,908000,2023-09-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,10,12374000,2023-10-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,11,1666665,2023-11-01
banco de bogota,publicidad exterior visual,p,pagos web,2023,12,1456000,2023-12-01
banco de bogota,recursos fonset,n,pagos web,2022,10,223000,2022-10-01
banco de bogota,recursos fonset,n,pagos web,2022,11,243000,2022-11-01
banco de bogota,recursos fonset,n,pagos web,2022,12,644000,2022-12-01
banco de bogota,recursos fonset,n,pagos web,2023,5,974000,2023-05-01
banco de bogota,recursos fonset,n,pagos web,2023,6,1187000,2023-06-01
banco de bogota,recursos fonset,n,pagos web,2023,7,1879000,2023-07-01
banco de bogota,recursos fonset,n,pagos web,2023,8,1682000,2023-08-01
banco de bogota,recursos fonset,n,pagos web,2023,12,919000,2023-12-01
banco de bogota,recursos fonset,p,pagos web,2020,1,345613000,2020-01-01
banco de bogota,recursos fonset,p,pagos web,2020,2,65829000,2020-02-01
banco de bogota,recursos fonset,p,pagos web,2020,3,37688000,2020-03-01
banco de bogota,recursos fonset,p,pagos web,2020,4,161635000,2020-04-01
banco de bogota,recursos fonset,p,pagos web,2020,5,114969000,2020-05-01
banco de bogota,recursos fonset,p,pagos web,2020,6,136818000,2020-06-01
banco de bogota,recursos fonset,p,pagos web,2020,7,252415000,2020-07-01
banco de bogota,recursos fonset,p,pagos web,2020,8,135686000,2020-08-01
banco de bogota,recursos fonset,p,pagos web,2020,9,186435000,2020-09-01
banco de bogota,recursos fonset,p,pagos web,2020,10,264708000,2020-10-01
banco de bogota,recursos fonset,p,pagos web,2020,11,292239000,2020-11-01
banco de bogota,recursos fonset,p,pagos web,2020,12,250682000,2020-12-01
banco de bogota,recursos fonset,p,pagos web,2021,1,543906000,2021-01-01
banco de bogota,recursos fonset,p,pagos web,2021,2,6071000,2021-02-01
banco de bogota,recursos fonset,p,pagos web,2021,3,251533000,2021-03-01
banco de bogota,recursos fonset,p,pagos web,2021,4,417355000,2021-04-01
banco de bogota,recursos fonset,p,pagos web,2021,5,207312000,2021-05-01
banco de bogota,recursos fonset,p,pagos web,2021,6,492216000,2021-06-01
banco de bogota,recursos fonset,p,pagos web,2021,7,548005000,2021-07-01
banco de bogota,recursos fonset,p,pagos web,2021,8,523204000,2021-08-01
banco de bogota,recursos fonset,p,pagos web,2021,9,385862000,2021-09-01
banco de bogota,recursos fonset,p,pagos web,2021,10,704280000,2021-10-01
banco de bogota,recursos fonset,p,pagos web,2021,11,611498000,2021-11-01
banco de bogota,recursos fonset,p,pagos web,2021,12,689289437,2021-12-01
banco de bogota,recursos fonset,p,pagos web,2022,1,314208000,2022-01-01
banco de bogota,recursos fonset,p,pagos web,2022,2,72090000,2022-02-01
banco de bogota,recursos fonset,p,pagos web,2022,3,445648386,2022-03-01
banco de bogota,recursos fonset,p,pagos web,2022,4,557163000,2022-04-01
banco de bogota,recursos fonset,p,pagos web,2022,5,661687000,2022-05-01
banco de bogota,recursos fonset,p,pagos web,2022,6,913145000,2022-06-01
banco de bogota,recursos fonset,p,pagos web,2022,7,866370000,2022-07-01
banco de bogota,recursos fonset,p,pagos web,2022,8,158702000,2022-08-01
banco de bogota,recursos fonset,p,pagos web,2022,9,661845000,2022-09-01
banco de bogota,recursos fonset,p,pagos web,2022,10,565982000,2022-10-01
banco de bogota,recursos fonset,p,pagos web,2022,11,466048767,2022-11-01
banco de bogota,recursos fonset,p,pagos web,2022,12,426912118,2022-12-01
banco de bogota,recursos fonset,p,pagos web,2023,1,396488000,2023-01-01
banco de bogota,recursos fonset,p,pagos web,2023,2,671627000,2023-02-01
banco de bogota,recursos fonset,p,pagos web,2023,3,495421000,2023-03-01
banco de bogota,recursos fonset,p,pagos web,2023,4,483606000,2023-04-01
banco de bogota,recursos fonset,p,pagos web,2023,5,677483000,2023-05-01
banco de bogota,recursos fonset,p,pagos web,2023,6,7380000,2023-06-01
banco de bogota,recursos fonset,p,pagos web,2023,7,409086258,2023-07-01
banco de bogota,recursos fonset,p,pagos web,2023,8,921368000,2023-08-01
banco de bogota,recursos fonset,p,pagos web,2023,9,518210000,2023-09-01
banco de bogota,recursos fonset,p,pagos web,2023,10,1025182000,2023-10-01
banco de bogota,recursos fonset,p,pagos web,2023,11,1214296000,2023-11-01
banco de bogota,recursos fonset,p,pagos web,2023,12,1116296000,2023-12-01
banco de bogota,rendimientos financieros y recursos no ejecutados,n,pagos web,2022,11,3107,2022-11-01
banco de bogota,rendimientos financieros y recursos no ejecutados,n,pagos web,2023,3,48696629,2023-03-01
banco de bogota,rendimientos financieros y recursos no ejecutados,n,pagos web,2023,7,5918319,2023-07-01
banco de bogota,rendimientos financieros y recursos no ejecutados,n,pagos web,2023,9,5110297,2023-09-01
banco de bogota,rendimientos financieros y recursos no ejecutados,n,pagos web,2023,10,456786768,2023-10-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,1,12461660,2020-01-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,2,250309163,2020-02-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,3,8322761,2020-03-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,4,37477749,2020-04-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,5,68578209,2020-05-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,6,78681815,2020-06-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,7,25315403,2020-07-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,8,948123736,2020-08-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,9,244106791,2020-09-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,10,24552448,2020-10-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,11,368958876,2020-11-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2020,12,26360006,2020-12-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,1,40319,2021-01-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,2,2610209,2021-02-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,3,4284275,2021-03-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,4,30697326,2021-04-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,5,80957100,2021-05-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,6,96410413,2021-06-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,7,277835391,2021-07-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,8,39462323,2021-08-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,9,33978992,2021-09-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,10,44345191,2021-10-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,11,43581706,2021-11-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2021,12,412890339,2021-12-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,1,132537,2022-01-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,2,335307875,2022-02-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,3,35886710,2022-03-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,4,16741366,2022-04-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,5,165561447,2022-05-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,6,30106226,2022-06-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,7,235335767,2022-07-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,8,161480271,2022-08-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,9,2688887,2022-09-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,10,124379148,2022-10-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,11,134672313,2022-11-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2022,12,383842210,2022-12-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,1,28245782,2023-01-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,2,99244598,2023-02-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,3,316118841,2023-03-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,4,22586171,2023-04-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,5,254460023,2023-05-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,6,55081232,2023-06-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,7,392994864,2023-07-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,8,32973899,2023-08-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,9,237785362,2023-09-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,10,22518014,2023-10-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,11,364140088,2023-11-01
banco de bogota,rendimientos financieros y recursos no ejecutados,p,pagos web,2023,12,178222484,2023-12-01
banco de bogota,rentas contractuales,n,pagos web,2022,11,1823380,2022-11-01
banco de bogota,rentas contractuales,n,pagos web,2023,1,3791745,2023-01-01
banco de bogota,rentas contractuales,n,pagos web,2023,4,105973167,2023-04-01
banco de bogota,rentas contractuales,n,pagos web,2023,6,17721350,2023-06-01
banco de bogota,rentas contractuales,n,pagos web,2023,7,20350192,2023-07-01
banco de bogota,rentas contractuales,n,pagos web,2023,8,20350192,2023-08-01
banco de bogota,rentas contractuales,n,pagos web,2023,9,142895688,2023-09-01
banco de bogota,rentas contractuales,n,pagos web,2023,10,23020139,2023-10-01
banco de bogota,rentas contractuales,n,pagos web,2023,11,148075633,2023-11-01
banco de bogota,rentas contractuales,n,pagos web,2023,12,23020139,2023-12-01
banco de bogota,rentas contractuales,p,pagos web,2020,1,42278479,2020-01-01
banco de bogota,rentas contractuales,p,pagos web,2020,2,12283180,2020-02-01
banco de bogota,rentas contractuales,p,pagos web,2020,3,12817735,2020-03-01
banco de bogota,rentas contractuales,p,pagos web,2020,5,32537813,2020-05-01
banco de bogota,rentas contractuales,p,pagos web,2020,7,2543716,2020-07-01
banco de bogota,rentas contractuales,p,pagos web,2020,10,38142545,2020-10-01
banco de bogota,rentas contractuales,p,pagos web,2021,1,2932160,2021-01-01
banco de bogota,rentas contractuales,p,pagos web,2021,6,8952462,2021-06-01
banco de bogota,rentas contractuales,p,pagos web,2021,12,1156218,2021-12-01
banco de bogota,rentas contractuales,p,pagos web,2022,2,13265834,2022-02-01
banco de bogota,rentas contractuales,p,pagos web,2022,3,2146656,2022-03-01
banco de bogota,rentas contractuales,p,pagos web,2022,4,14128113,2022-04-01
banco de bogota,rentas contractuales,p,pagos web,2022,5,2927260,2022-05-01
banco de bogota,rentas contractuales,p,pagos web,2022,8,11799743,2022-08-01
banco de bogota,rentas contractuales,p,pagos web,2022,9,32223558,2022-09-01
banco de bogota,rentas contractuales,p,pagos web,2022,12,9821745,2022-12-01
banco de bogota,rentas contractuales,p,pagos web,2023,1,15159467,2023-01-01
banco de bogota,rentas contractuales,p,pagos web,2023,5,15066736,2023-05-01
banco de bogota,rentas contractuales,p,pagos web,2023,7,52919419,2023-07-01
banco de bogota,rentas contractuales,p,pagos web,2023,9,12661123,2023-09-01
banco de bogota,rentas contractuales,p,pagos web,2023,10,52759923,2023-10-01
banco de bogota,rentas contractuales,p,pagos web,2023,11,3140949,2023-11-01
banco de bogota,retencion ica,n,pagos web,2022,9,4627300,2022-09-01
banco de bogota,retencion ica,n,pagos web,2022,11,140807000,2022-11-01
banco de bogota,retencion ica,n,pagos web,2023,1,14435000,2023-01-01
banco de bogota,retencion ica,n,pagos web,2023,3,102242604,2023-03-01
