Banco,Contrato,Origen,Tipo archivo recaudo,periodo,mes,Valor pago,Año_mes
nequi,alumbrado publico,a,pagos web,2021,12,1899,2021-12-01
nequi,alumbrado publico,a,pagos web,2023,4,430754,2023-04-01
nequi,alumbrado publico,n,pagos web,2023,4,219260,2023-04-01
nequi,alumbrado publico,n,pagos web,2023,5,264071,2023-05-01
nequi,alumbrado publico,n,pagos web,2023,6,1169718,2023-06-01
nequi,alumbrado publico,n,pagos web,2023,8,1853,2023-08-01
nequi,alumbrado publico,n,pagos web,2023,10,59622,2023-10-01
nequi,alumbrado publico,p,pagos web,2020,9,483328,2020-09-01
nequi,alumbrado publico,p,pagos web,2020,10,124956,2020-10-01
nequi,alumbrado publico,p,pagos web,2021,4,48000,2021-04-01
nequi,alumbrado publico,p,pagos web,2021,5,48843,2021-05-01
nequi,alumbrado publico,p,pagos web,2021,6,32808,2021-06-01
nequi,alumbrado publico,p,pagos web,2021,8,51062,2021-08-01
nequi,alumbrado publico,p,pagos web,2021,10,1933,2021-10-01
nequi,alumbrado publico,p,pagos web,2021,11,12468,2021-11-01
nequi,alumbrado publico,p,pagos web,2021,12,170640,2021-12-01
nequi,alumbrado publico,p,pagos web,2022,4,393807,2022-04-01
nequi,alumbrado publico,p,pagos web,2022,5,189197,2022-05-01
nequi,alumbrado publico,p,pagos web,2022,6,26922,2022-06-01
nequi,alumbrado publico,p,pagos web,2022,12,35812,2022-12-01
nequi,alumbrado publico,p,pagos web,2023,4,649023,2023-04-01
nequi,alumbrado publico,p,pagos web,2023,5,154981,2023-05-01
nequi,alumbrado publico,p,pagos web,2023,6,1498542,2023-06-01
nequi,alumbrado publico,p,pagos web,2023,10,284868,2023-10-01
nequi,alumbrado publico,p,pagos web,2023,12,2056285,2023-12-01
nequi,aprov.esp.pub,n,pagos web,2023,3,112146,2023-03-01
nequi,aprov.esp.pub,n,pagos web,2023,4,112146,2023-04-01
nequi,aprov.esp.pub,n,pagos web,2023,5,112146,2023-05-01
nequi,aprov.esp.pub,n,pagos web,2023,6,338778,2023-06-01
nequi,aprov.esp.pub,n,pagos web,2023,7,842183,2023-07-01
nequi,aprov.esp.pub,n,pagos web,2023,8,1836138,2023-08-01
nequi,aprov.esp.pub,n,pagos web,2023,9,1262444,2023-09-01
nequi,aprov.esp.pub,n,pagos web,2023,10,880721,2023-10-01
nequi,aprov.esp.pub,n,pagos web,2023,11,1182427,2023-11-01
nequi,aprov.esp.pub,n,pagos web,2023,12,989938,2023-12-01
nequi,aprov.esp.pub,p,pagos web,2022,8,492343,2022-08-01
nequi,aprov.esp.pub,p,pagos web,2022,11,343428,2022-11-01
nequi,aprov.esp.pub,p,pagos web,2023,2,647258,2023-02-01
nequi,aprov.esp.pub,p,pagos web,2023,5,1030281,2023-05-01
nequi,aprov.esp.pub,p,pagos web,2023,6,1905614,2023-06-01
nequi,aprov.esp.pub,p,pagos web,2023,8,1143442,2023-08-01
nequi,aprov.esp.pub,p,pagos web,2023,11,278616,2023-11-01
nequi,circulacion y transito,a,pagos web,2020,6,12800,2020-06-01
nequi,circulacion y transito,a,pagos web,2020,7,67030,2020-07-01
nequi,circulacion y transito,a,pagos web,2021,3,124860,2021-03-01
nequi,circulacion y transito,a,pagos web,2021,7,58540,2021-07-01
nequi,circulacion y transito,a,pagos web,2021,10,92988,2021-10-01
nequi,circulacion y transito,a,pagos web,2021,11,36767,2021-11-01
nequi,circulacion y transito,a,pagos web,2022,1,17590,2022-01-01
nequi,circulacion y transito,a,pagos web,2022,2,6100,2022-02-01
nequi,circulacion y transito,a,pagos web,2022,4,59380,2022-04-01
nequi,circulacion y transito,n,pagos web,2023,2,44874,2023-02-01
nequi,circulacion y transito,n,pagos web,2023,3,11160,2023-03-01
nequi,circulacion y transito,n,pagos web,2023,4,791946,2023-04-01
nequi,circulacion y transito,n,pagos web,2023,7,1110441,2023-07-01
nequi,circulacion y transito,n,pagos web,2023,8,111308,2023-08-01
nequi,circulacion y transito,p,pagos web,2020,3,26110,2020-03-01
nequi,circulacion y transito,p,pagos web,2020,5,111100,2020-05-01
nequi,circulacion y transito,p,pagos web,2020,6,45282,2020-06-01
nequi,circulacion y transito,p,pagos web,2020,7,384494,2020-07-01
nequi,circulacion y transito,p,pagos web,2021,1,15020,2021-01-01
nequi,circulacion y transito,p,pagos web,2021,2,47720,2021-02-01
nequi,circulacion y transito,p,pagos web,2021,3,56660,2021-03-01
nequi,circulacion y transito,p,pagos web,2021,4,55160,2021-04-01
nequi,circulacion y transito,p,pagos web,2021,5,27360,2021-05-01
nequi,circulacion y transito,p,pagos web,2021,6,117200,2021-06-01
nequi,circulacion y transito,p,pagos web,2021,7,340811,2021-07-01
nequi,circulacion y transito,p,pagos web,2021,8,191516,2021-08-01
nequi,circulacion y transito,p,pagos web,2021,9,21818,2021-09-01
nequi,circulacion y transito,p,pagos web,2021,10,626127,2021-10-01
nequi,circulacion y transito,p,pagos web,2021,12,21553,2021-12-01
nequi,circulacion y transito,p,pagos web,2022,1,112940,2022-01-01
nequi,circulacion y transito,p,pagos web,2022,2,79480,2022-02-01
nequi,circulacion y transito,p,pagos web,2022,3,349907,2022-03-01
nequi,circulacion y transito,p,pagos web,2022,4,592150,2022-04-01
nequi,circulacion y transito,p,pagos web,2022,5,115407,2022-05-01
nequi,circulacion y transito,p,pagos web,2022,7,102758,2022-07-01
nequi,circulacion y transito,p,pagos web,2022,8,737412,2022-08-01
nequi,circulacion y transito,p,pagos web,2022,10,14296,2022-10-01
nequi,circulacion y transito,p,pagos web,2022,12,325664,2022-12-01
nequi,circulacion y transito,p,pagos web,2023,1,78500,2023-01-01
nequi,circulacion y transito,p,pagos web,2023,2,96920,2023-02-01
nequi,circulacion y transito,p,pagos web,2023,3,384876,2023-03-01
nequi,circulacion y transito,p,pagos web,2023,4,634056,2023-04-01
nequi,circulacion y transito,p,pagos web,2023,5,28731,2023-05-01
nequi,circulacion y transito,p,pagos web,2023,7,102487,2023-07-01
nequi,circulacion y transito,p,pagos web,2023,8,694133,2023-08-01
nequi,circulacion y transito,p,pagos web,2023,9,623329,2023-09-01
nequi,circulacion y transito,p,pagos web,2023,11,31073,2023-11-01
nequi,delineación urbana,n,pagos web,2023,1,1773000,2023-01-01
nequi,delineación urbana,n,pagos web,2023,5,914850,2023-05-01
nequi,delineación urbana,p,pagos web,2023,5,325280,2023-05-01
nequi,delineación urbana,p,pagos web,2023,12,3210,2023-12-01
nequi,facilidades,a,pagos web,2020,8,37157,2020-08-01
nequi,facilidades,a,pagos web,2020,9,60382,2020-09-01
nequi,facilidades,a,pagos web,2020,10,3446813,2020-10-01
nequi,facilidades,a,pagos web,2021,2,162053,2021-02-01
nequi,facilidades,a,pagos web,2021,3,40678,2021-03-01
nequi,facilidades,a,pagos web,2021,6,195589,2021-06-01
nequi,facilidades,a,pagos web,2021,7,126990,2021-07-01
nequi,facilidades,a,pagos web,2021,11,245450,2021-11-01
nequi,facilidades,a,pagos web,2021,12,332574,2021-12-01
nequi,facilidades,a,pagos web,2022,3,230107,2022-03-01
nequi,facilidades,a,pagos web,2022,5,760132,2022-05-01
nequi,facilidades,a,pagos web,2022,6,386969,2022-06-01
nequi,facilidades,a,pagos web,2022,7,590488,2022-07-01
nequi,facilidades,a,pagos web,2022,8,187208,2022-08-01
nequi,facilidades,a,pagos web,2022,9,68748,2022-09-01
nequi,facilidades,a,pagos web,2022,10,664149,2022-10-01
nequi,facilidades,a,pagos web,2022,11,430919,2022-11-01
nequi,facilidades,a,pagos web,2022,12,229563,2022-12-01
nequi,facilidades,a,pagos web,2023,1,739794,2023-01-01
nequi,facilidades,a,pagos web,2023,2,315306,2023-02-01
nequi,facilidades,a,pagos web,2023,3,1001708,2023-03-01
nequi,facilidades,a,pagos web,2023,4,785210,2023-04-01
nequi,facilidades,a,pagos web,2023,5,1444880,2023-05-01
nequi,facilidades,a,pagos web,2023,6,410083,2023-06-01
nequi,facilidades,a,pagos web,2023,7,246347,2023-07-01
nequi,facilidades,a,pagos web,2023,8,451603,2023-08-01
nequi,facilidades,a,pagos web,2023,9,247208,2023-09-01
nequi,facilidades,a,pagos web,2023,10,246472,2023-10-01
nequi,facilidades,a,pagos web,2023,11,1176637,2023-11-01
nequi,facilidades,a,pagos web,2023,12,231067,2023-12-01
nequi,facilidades,n,pagos web,2022,9,1582607,2022-09-01
nequi,facilidades,n,pagos web,2022,10,664020,2022-10-01
nequi,facilidades,n,pagos web,2022,11,1385936,2022-11-01
nequi,facilidades,n,pagos web,2022,12,2546907,2022-12-01
nequi,facilidades,n,pagos web,2023,1,2573608,2023-01-01
nequi,facilidades,n,pagos web,2023,2,1888556,2023-02-01
nequi,facilidades,n,pagos web,2023,3,8690992,2023-03-01
nequi,facilidades,n,pagos web,2023,4,3102352,2023-04-01
nequi,facilidades,n,pagos web,2023,5,9869904,2023-05-01
nequi,facilidades,n,pagos web,2023,6,16994158,2023-06-01
nequi,facilidades,n,pagos web,2023,7,4436365,2023-07-01
nequi,facilidades,n,pagos web,2023,8,4535048,2023-08-01
nequi,facilidades,n,pagos web,2023,9,5075717,2023-09-01
nequi,facilidades,n,pagos web,2023,10,6832397,2023-10-01
nequi,facilidades,n,pagos web,2023,11,7376086,2023-11-01
nequi,facilidades,n,pagos web,2023,12,5870274,2023-12-01
nequi,facilidades,p,pagos web,2020,5,844579,2020-05-01
nequi,facilidades,p,pagos web,2020,6,613915,2020-06-01
nequi,facilidades,p,pagos web,2020,7,7426060,2020-07-01
nequi,facilidades,p,pagos web,2020,8,40688721,2020-08-01
nequi,facilidades,p,pagos web,2020,9,31991638,2020-09-01
nequi,facilidades,p,pagos web,2020,10,51075229,2020-10-01
nequi,facilidades,p,pagos web,2020,11,474130,2020-11-01
nequi,facilidades,p,pagos web,2020,12,313956,2020-12-01
nequi,facilidades,p,pagos web,2021,1,465818,2021-01-01
nequi,facilidades,p,pagos web,2021,2,772786,2021-02-01
nequi,facilidades,p,pagos web,2021,3,372237,2021-03-01
nequi,facilidades,p,pagos web,2021,4,787493,2021-04-01
nequi,facilidades,p,pagos web,2021,5,791989,2021-05-01
nequi,facilidades,p,pagos web,2021,6,638304,2021-06-01
nequi,facilidades,p,pagos web,2021,7,776828,2021-07-01
nequi,facilidades,p,pagos web,2021,8,1954031,2021-08-01
nequi,facilidades,p,pagos web,2021,9,1992945,2021-09-01
nequi,facilidades,p,pagos web,2021,10,4585337,2021-10-01
nequi,facilidades,p,pagos web,2021,11,45850558,2021-11-01
nequi,facilidades,p,pagos web,2021,12,30451800,2021-12-01
nequi,facilidades,p,pagos web,2022,1,13114482,2022-01-01
nequi,facilidades,p,pagos web,2022,2,14835165,2022-02-01
nequi,facilidades,p,pagos web,2022,3,12747747,2022-03-01
nequi,facilidades,p,pagos web,2022,4,13866926,2022-04-01
nequi,facilidades,p,pagos web,2022,5,13135890,2022-05-01
nequi,facilidades,p,pagos web,2022,6,5840840,2022-06-01
nequi,facilidades,p,pagos web,2022,7,6276264,2022-07-01
nequi,facilidades,p,pagos web,2022,8,6074416,2022-08-01
nequi,facilidades,p,pagos web,2022,9,14436212,2022-09-01
nequi,facilidades,p,pagos web,2022,10,12524511,2022-10-01
nequi,facilidades,p,pagos web,2022,11,7064282,2022-11-01
nequi,facilidades,p,pagos web,2022,12,4366262,2022-12-01
nequi,facilidades,p,pagos web,2023,1,4977360,2023-01-01
nequi,facilidades,p,pagos web,2023,2,11482012,2023-02-01
nequi,facilidades,p,pagos web,2023,3,23946349,2023-03-01
nequi,facilidades,p,pagos web,2023,4,21387937,2023-04-01
nequi,facilidades,p,pagos web,2023,5,16300173,2023-05-01
nequi,facilidades,p,pagos web,2023,6,23888139,2023-06-01
nequi,facilidades,p,pagos web,2023,7,9142770,2023-07-01
nequi,facilidades,p,pagos web,2023,8,10315601,2023-08-01
nequi,facilidades,p,pagos web,2023,9,8393223,2023-09-01
nequi,facilidades,p,pagos web,2023,10,10344349,2023-10-01
nequi,facilidades,p,pagos web,2023,11,11433216,2023-11-01
nequi,facilidades,p,pagos web,2023,12,15653841,2023-12-01
nequi,impuesto predial,a,pagos web,2020,1,355563,2020-01-01
nequi,impuesto predial,a,pagos web,2020,2,3738223,2020-02-01
nequi,impuesto predial,a,pagos web,2020,3,3067341,2020-03-01
nequi,impuesto predial,a,pagos web,2020,4,305869,2020-04-01
nequi,impuesto predial,a,pagos web,2020,5,765080,2020-05-01
nequi,impuesto predial,a,pagos web,2020,6,3552045,2020-06-01
nequi,impuesto predial,a,pagos web,2020,7,1781757,2020-07-01
nequi,impuesto predial,a,pagos web,2020,8,4384064,2020-08-01
nequi,impuesto predial,a,pagos web,2020,9,6039580,2020-09-01
nequi,impuesto predial,a,pagos web,2020,10,1909385,2020-10-01
nequi,impuesto predial,a,pagos web,2020,11,3164564,2020-11-01
nequi,impuesto predial,a,pagos web,2020,12,1694968,2020-12-01
nequi,impuesto predial,a,pagos web,2021,1,3645149,2021-01-01
nequi,impuesto predial,a,pagos web,2021,2,7558334,2021-02-01
nequi,impuesto predial,a,pagos web,2021,3,2648428,2021-03-01
nequi,impuesto predial,a,pagos web,2021,4,5983017,2021-04-01
nequi,impuesto predial,a,pagos web,2021,5,4789569,2021-05-01
nequi,impuesto predial,a,pagos web,2021,6,983652,2021-06-01
nequi,impuesto predial,a,pagos web,2021,7,1436957,2021-07-01
nequi,impuesto predial,a,pagos web,2021,8,5031486,2021-08-01
nequi,impuesto predial,a,pagos web,2021,9,7451094,2021-09-01
nequi,impuesto predial,a,pagos web,2021,10,677587,2021-10-01
nequi,impuesto predial,a,pagos web,2021,11,1710765,2021-11-01
nequi,impuesto predial,a,pagos web,2021,12,8592074,2021-12-01
nequi,impuesto predial,a,pagos web,2022,1,908208,2022-01-01
nequi,impuesto predial,a,pagos web,2022,2,14527135,2022-02-01
nequi,impuesto predial,a,pagos web,2022,3,16969876,2022-03-01
nequi,impuesto predial,a,pagos web,2022,4,4398526,2022-04-01
nequi,impuesto predial,a,pagos web,2022,5,7342593,2022-05-01
nequi,impuesto predial,a,pagos web,2022,6,4871421,2022-06-01
nequi,impuesto predial,a,pagos web,2022,7,3688721,2022-07-01
nequi,impuesto predial,a,pagos web,2022,8,5636710,2022-08-01
nequi,impuesto predial,a,pagos web,2022,9,8295591,2022-09-01
nequi,impuesto predial,a,pagos web,2022,10,1908109,2022-10-01
nequi,impuesto predial,a,pagos web,2022,11,2511444,2022-11-01
nequi,impuesto predial,a,pagos web,2022,12,6744952,2022-12-01
nequi,impuesto predial,a,pagos web,2023,1,3163080,2023-01-01
nequi,impuesto predial,a,pagos web,2023,2,13026662,2023-02-01
nequi,impuesto predial,a,pagos web,2023,3,15483920,2023-03-01
nequi,impuesto predial,a,pagos web,2023,4,4631321,2023-04-01
nequi,impuesto predial,a,pagos web,2023,5,7881842,2023-05-01
nequi,impuesto predial,a,pagos web,2023,6,6036327,2023-06-01
nequi,impuesto predial,a,pagos web,2023,7,11825239,2023-07-01
nequi,impuesto predial,a,pagos web,2023,8,9703563,2023-08-01
nequi,impuesto predial,a,pagos web,2023,9,6581301,2023-09-01
nequi,impuesto predial,a,pagos web,2023,10,2482453,2023-10-01
nequi,impuesto predial,a,pagos web,2023,11,8710927,2023-11-01
nequi,impuesto predial,a,pagos web,2023,12,10994912,2023-12-01
nequi,impuesto predial,n,pagos web,2022,9,2994068,2022-09-01
nequi,impuesto predial,n,pagos web,2022,10,8335171,2022-10-01
nequi,impuesto predial,n,pagos web,2022,11,22948676,2022-11-01
nequi,impuesto predial,n,pagos web,2022,12,27292889,2022-12-01
nequi,impuesto predial,n,pagos web,2023,1,6539532,2023-01-01
nequi,impuesto predial,n,pagos web,2023,2,57556806,2023-02-01
nequi,impuesto predial,n,pagos web,2023,3,33667961,2023-03-01
nequi,impuesto predial,n,pagos web,2023,4,8110674,2023-04-01
nequi,impuesto predial,n,pagos web,2023,5,11873257,2023-05-01
nequi,impuesto predial,n,pagos web,2023,6,15277387,2023-06-01
nequi,impuesto predial,n,pagos web,2023,7,6637885,2023-07-01
nequi,impuesto predial,n,pagos web,2023,8,14944924,2023-08-01
nequi,impuesto predial,n,pagos web,2023,9,18558773,2023-09-01
nequi,impuesto predial,n,pagos web,2023,10,1465611,2023-10-01
nequi,impuesto predial,n,pagos web,2023,11,6033211,2023-11-01
nequi,impuesto predial,n,pagos web,2023,12,12322475,2023-12-01
nequi,impuesto predial,p,pagos web,2020,1,10025871,2020-01-01
nequi,impuesto predial,p,pagos web,2020,2,24045689,2020-02-01
nequi,impuesto predial,p,pagos web,2020,3,14963020,2020-03-01
nequi,impuesto predial,p,pagos web,2020,4,4145452,2020-04-01
nequi,impuesto predial,p,pagos web,2020,5,11302197,2020-05-01
nequi,impuesto predial,p,pagos web,2020,6,34882204,2020-06-01
nequi,impuesto predial,p,pagos web,2020,7,22354675,2020-07-01
nequi,impuesto predial,p,pagos web,2020,8,38485273,2020-08-01
nequi,impuesto predial,p,pagos web,2020,9,23722034,2020-09-01
nequi,impuesto predial,p,pagos web,2020,10,21165091,2020-10-01
nequi,impuesto predial,p,pagos web,2020,11,37243474,2020-11-01
nequi,impuesto predial,p,pagos web,2020,12,26777348,2020-12-01
nequi,impuesto predial,p,pagos web,2021,1,24025557,2021-01-01
nequi,impuesto predial,p,pagos web,2021,2,119878003,2021-02-01
nequi,impuesto predial,p,pagos web,2021,3,79742994,2021-03-01
nequi,impuesto predial,p,pagos web,2021,4,28564586,2021-04-01
nequi,impuesto predial,p,pagos web,2021,5,43992533,2021-05-01
nequi,impuesto predial,p,pagos web,2021,6,47374600,2021-06-01
nequi,impuesto predial,p,pagos web,2021,7,33252041,2021-07-01
nequi,impuesto predial,p,pagos web,2021,8,49791344,2021-08-01
nequi,impuesto predial,p,pagos web,2021,9,74214019,2021-09-01
nequi,impuesto predial,p,pagos web,2021,10,14761180,2021-10-01
nequi,impuesto predial,p,pagos web,2021,11,34032123,2021-11-01
nequi,impuesto predial,p,pagos web,2021,12,91977630,2021-12-01
nequi,impuesto predial,p,pagos web,2022,1,40161060,2022-01-01
nequi,impuesto predial,p,pagos web,2022,2,171901388,2022-02-01
nequi,impuesto predial,p,pagos web,2022,3,139145486,2022-03-01
nequi,impuesto predial,p,pagos web,2022,4,46207065,2022-04-01
nequi,impuesto predial,p,pagos web,2022,5,70397242,2022-05-01
nequi,impuesto predial,p,pagos web,2022,6,69808405,2022-06-01
nequi,impuesto predial,p,pagos web,2022,7,43299781,2022-07-01
nequi,impuesto predial,p,pagos web,2022,8,89909892,2022-08-01
nequi,impuesto predial,p,pagos web,2022,9,58098879,2022-09-01
nequi,impuesto predial,p,pagos web,2022,10,39950909,2022-10-01
nequi,impuesto predial,p,pagos web,2022,11,47636477,2022-11-01
nequi,impuesto predial,p,pagos web,2022,12,64315333,2022-12-01
nequi,impuesto predial,p,pagos web,2023,1,43125773,2023-01-01
nequi,impuesto predial,p,pagos web,2023,2,237346306,2023-02-01
nequi,impuesto predial,p,pagos web,2023,3,161597568,2023-03-01
nequi,impuesto predial,p,pagos web,2023,4,54845124,2023-04-01
nequi,impuesto predial,p,pagos web,2023,5,75792101,2023-05-01
nequi,impuesto predial,p,pagos web,2023,6,71777632,2023-06-01
nequi,impuesto predial,p,pagos web,2023,7,54823813,2023-07-01
nequi,impuesto predial,p,pagos web,2023,8,88857958,2023-08-01
nequi,impuesto predial,p,pagos web,2023,9,65068983,2023-09-01
nequi,impuesto predial,p,pagos web,2023,10,41012257,2023-10-01
nequi,impuesto predial,p,pagos web,2023,11,104470063,2023-11-01
nequi,impuesto predial,p,pagos web,2023,12,139603978,2023-12-01
nequi,impuesto predial,w,pagos web,2023,7,449777,2023-07-01
nequi,impuesto predial,w,pagos web,2023,8,1474473,2023-08-01
nequi,impuesto predial,w,pagos web,2023,9,1570335,2023-09-01
nequi,impuesto predial,w,pagos web,2023,10,1615610,2023-10-01
nequi,impuesto predial,w,pagos web,2023,11,1472588,2023-11-01
nequi,impuesto predial,w,pagos web,2023,12,5546838,2023-12-01
nequi,impuesto telefonico,n,pagos web,2023,8,167949,2023-08-01
nequi,impuesto telefonico,n,pagos web,2023,11,35608,2023-11-01
nequi,impuesto telefonico,p,pagos web,2020,2,156942,2020-02-01
nequi,impuesto telefonico,p,pagos web,2020,7,163591,2020-07-01
nequi,impuesto telefonico,p,pagos web,2020,9,102857,2020-09-01
nequi,impuesto telefonico,p,pagos web,2021,3,15371,2021-03-01
nequi,impuesto telefonico,p,pagos web,2021,5,1413,2021-05-01
nequi,impuesto telefonico,p,pagos web,2021,7,14095,2021-07-01
nequi,impuesto telefonico,p,pagos web,2021,8,75515,2021-08-01
nequi,impuesto telefonico,p,pagos web,2021,11,4296,2021-11-01
nequi,impuesto telefonico,p,pagos web,2021,12,6009,2021-12-01
nequi,impuesto telefonico,p,pagos web,2022,4,7992,2022-04-01
nequi,impuesto telefonico,p,pagos web,2022,8,1620,2022-08-01
nequi,impuesto telefonico,p,pagos web,2022,9,93056,2022-09-01
nequi,impuesto telefonico,p,pagos web,2022,10,77488,2022-10-01
nequi,impuesto telefonico,p,pagos web,2022,12,3220,2022-12-01
nequi,impuesto telefonico,p,pagos web,2023,3,204813,2023-03-01
nequi,impuesto telefonico,p,pagos web,2023,8,4449,2023-08-01
nequi,impuesto telefonico,p,pagos web,2023,9,1453,2023-09-01
nequi,industria y comercio,a,pagos web,2020,2,254155,2020-02-01
nequi,industria y comercio,a,pagos web,2020,3,375282,2020-03-01
nequi,industria y comercio,a,pagos web,2020,5,146263,2020-05-01
nequi,industria y comercio,a,pagos web,2020,6,144717,2020-06-01
nequi,industria y comercio,a,pagos web,2020,7,930435,2020-07-01
nequi,industria y comercio,a,pagos web,2020,8,408042,2020-08-01
nequi,industria y comercio,a,pagos web,2020,9,343163,2020-09-01
nequi,industria y comercio,a,pagos web,2020,10,1693591,2020-10-01
nequi,industria y comercio,a,pagos web,2020,11,590560,2020-11-01
nequi,industria y comercio,a,pagos web,2020,12,429100,2020-12-01
nequi,industria y comercio,a,pagos web,2021,1,527477,2021-01-01
nequi,industria y comercio,a,pagos web,2021,2,901648,2021-02-01
nequi,industria y comercio,a,pagos web,2021,3,1348660,2021-03-01
nequi,industria y comercio,a,pagos web,2021,4,1738034,2021-04-01
nequi,industria y comercio,a,pagos web,2021,5,692026,2021-05-01
nequi,industria y comercio,a,pagos web,2021,6,739566,2021-06-01
nequi,industria y comercio,a,pagos web,2021,7,1381269,2021-07-01
nequi,industria y comercio,a,pagos web,2021,8,1137193,2021-08-01
nequi,industria y comercio,a,pagos web,2021,9,1119529,2021-09-01
nequi,industria y comercio,a,pagos web,2021,10,1115975,2021-10-01
nequi,industria y comercio,a,pagos web,2021,11,1346399,2021-11-01
nequi,industria y comercio,a,pagos web,2021,12,820669,2021-12-01
nequi,industria y comercio,a,pagos web,2022,1,88900,2022-01-01
nequi,industria y comercio,a,pagos web,2022,3,793952,2022-03-01
nequi,industria y comercio,a,pagos web,2022,4,192933,2022-04-01
nequi,industria y comercio,a,pagos web,2022,5,301733,2022-05-01
nequi,industria y comercio,a,pagos web,2022,6,76755,2022-06-01
nequi,industria y comercio,a,pagos web,2022,7,362956,2022-07-01
nequi,industria y comercio,a,pagos web,2022,8,1287299,2022-08-01
nequi,industria y comercio,a,pagos web,2022,9,518598,2022-09-01
nequi,industria y comercio,a,pagos web,2022,10,621996,2022-10-01
nequi,industria y comercio,a,pagos web,2022,11,94927,2022-11-01
nequi,industria y comercio,a,pagos web,2022,12,42949,2022-12-01
nequi,industria y comercio,a,pagos web,2023,1,2616581,2023-01-01
nequi,industria y comercio,a,pagos web,2023,3,343172,2023-03-01
nequi,industria y comercio,a,pagos web,2023,4,58000,2023-04-01
nequi,industria y comercio,a,pagos web,2023,10,252289,2023-10-01
nequi,industria y comercio,a,pagos web,2023,12,444308,2023-12-01
nequi,industria y comercio,n,pagos web,2022,9,520196,2022-09-01
nequi,industria y comercio,n,pagos web,2022,10,1049950,2022-10-01
nequi,industria y comercio,n,pagos web,2022,11,1716158,2022-11-01
nequi,industria y comercio,n,pagos web,2022,12,763121,2022-12-01
nequi,industria y comercio,n,pagos web,2023,1,3937533,2023-01-01
nequi,industria y comercio,n,pagos web,2023,2,1899482,2023-02-01
nequi,industria y comercio,n,pagos web,2023,3,3348496,2023-03-01
nequi,industria y comercio,n,pagos web,2023,4,3840943,2023-04-01
nequi,industria y comercio,n,pagos web,2023,5,9206196,2023-05-01
nequi,industria y comercio,n,pagos web,2023,6,46620604,2023-06-01
nequi,industria y comercio,n,pagos web,2023,7,14661820,2023-07-01
nequi,industria y comercio,n,pagos web,2023,8,5236983,2023-08-01
nequi,industria y comercio,n,pagos web,2023,9,5383157,2023-09-01
nequi,industria y comercio,n,pagos web,2023,10,4808433,2023-10-01
nequi,industria y comercio,n,pagos web,2023,11,1816780,2023-11-01
nequi,industria y comercio,n,pagos web,2023,12,2241556,2023-12-01
nequi,industria y comercio,p,pagos web,2020,1,1437250,2020-01-01
nequi,industria y comercio,p,pagos web,2020,2,2531543,2020-02-01
nequi,industria y comercio,p,pagos web,2020,3,1253362,2020-03-01
nequi,industria y comercio,p,pagos web,2020,5,451932,2020-05-01
nequi,industria y comercio,p,pagos web,2020,6,3653454,2020-06-01
nequi,industria y comercio,p,pagos web,2020,7,4457293,2020-07-01
nequi,industria y comercio,p,pagos web,2020,8,26420215,2020-08-01
nequi,industria y comercio,p,pagos web,2020,9,11365904,2020-09-01
nequi,industria y comercio,p,pagos web,2020,10,18933796,2020-10-01
nequi,industria y comercio,p,pagos web,2020,11,4854060,2020-11-01
nequi,industria y comercio,p,pagos web,2020,12,7569564,2020-12-01
nequi,industria y comercio,p,pagos web,2021,1,4466380,2021-01-01
nequi,industria y comercio,p,pagos web,2021,2,6797768,2021-02-01
nequi,industria y comercio,p,pagos web,2021,3,13763719,2021-03-01
nequi,industria y comercio,p,pagos web,2021,4,21263676,2021-04-01
nequi,industria y comercio,p,pagos web,2021,5,8547601,2021-05-01
nequi,industria y comercio,p,pagos web,2021,6,9323088,2021-06-01
nequi,industria y comercio,p,pagos web,2021,7,13186771,2021-07-01
nequi,industria y comercio,p,pagos web,2021,8,12003006,2021-08-01
nequi,industria y comercio,p,pagos web,2021,9,11508360,2021-09-01
nequi,industria y comercio,p,pagos web,2021,10,14074357,2021-10-01
nequi,industria y comercio,p,pagos web,2021,11,24000762,2021-11-01
nequi,industria y comercio,p,pagos web,2021,12,33801751,2021-12-01
nequi,industria y comercio,p,pagos web,2022,1,13328086,2022-01-01
nequi,industria y comercio,p,pagos web,2022,2,1748899,2022-02-01
nequi,industria y comercio,p,pagos web,2022,3,7599180,2022-03-01
nequi,industria y comercio,p,pagos web,2022,4,9199578,2022-04-01
nequi,industria y comercio,p,pagos web,2022,5,14351270,2022-05-01
nequi,industria y comercio,p,pagos web,2022,6,5722471,2022-06-01
nequi,industria y comercio,p,pagos web,2022,7,10173144,2022-07-01
nequi,industria y comercio,p,pagos web,2022,8,5790025,2022-08-01
nequi,industria y comercio,p,pagos web,2022,9,5764994,2022-09-01
nequi,industria y comercio,p,pagos web,2022,10,4488101,2022-10-01
nequi,industria y comercio,p,pagos web,2022,11,4728700,2022-11-01
nequi,industria y comercio,p,pagos web,2022,12,2928133,2022-12-01
nequi,industria y comercio,p,pagos web,2023,1,6672469,2023-01-01
nequi,industria y comercio,p,pagos web,2023,2,1863787,2023-02-01
nequi,industria y comercio,p,pagos web,2023,3,5591883,2023-03-01
nequi,industria y comercio,p,pagos web,2023,4,2610042,2023-04-01
nequi,industria y comercio,p,pagos web,2023,5,15641759,2023-05-01
nequi,industria y comercio,p,pagos web,2023,6,9970991,2023-06-01
nequi,industria y comercio,p,pagos web,2023,7,10089722,2023-07-01
