Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
"credomatic de panama, s.a.",impuesto predial,n,pagos web,2023,2,605298,1
dale,impuesto predial,a,pagos web,2022,8,53046,1
dale,impuesto predial,n,pagos web,2023,2,664095,2
dale,impuesto predial,n,pagos web,2023,9,63891,1
dale,impuesto predial,p,pagos web,2022,2,36328,2
dale,impuesto predial,p,pagos web,2022,3,36452,2
dale,impuesto predial,p,pagos web,2023,2,607753,4
dale,impuesto predial,p,pagos web,2023,3,449236,4
dale,impuesto predial,p,pagos web,2023,4,73,1
dale,impuesto predial,p,pagos web,2023,6,217622,1
dale,impuesto predial,p,pagos web,2023,12,610060,1
daviplata,alumbrado publico,n,pagos web,2023,4,76333,1
daviplata,alumbrado publico,n,pagos web,2023,6,5393,1
daviplata,alumbrado publico,p,pagos web,2021,12,25546,1
daviplata,alumbrado publico,p,pagos web,2022,4,32800,1
daviplata,alumbrado publico,p,pagos web,2022,6,9173,1
daviplata,alumbrado publico,p,pagos web,2022,11,43997,1
daviplata,alumbrado publico,p,pagos web,2022,12,1918,1
daviplata,alumbrado publico,p,pagos web,2023,5,59132,1
daviplata,aprov.esp.pub,a,pagos web,2022,12,232312,1
daviplata,circulacion y transito,a,pagos web,2023,1,7090,1
daviplata,circulacion y transito,a,pagos web,2023,4,198840,4
daviplata,circulacion y transito,n,pagos web,2023,1,107894,1
daviplata,circulacion y transito,n,pagos web,2023,4,32437,1
daviplata,circulacion y transito,n,pagos web,2023,7,134078,2
daviplata,circulacion y transito,p,pagos web,2020,7,62860,1
daviplata,circulacion y transito,p,pagos web,2021,2,39680,1
daviplata,circulacion y transito,p,pagos web,2021,4,93447,1
daviplata,circulacion y transito,p,pagos web,2021,5,5590,1
daviplata,circulacion y transito,p,pagos web,2022,2,102300,2
daviplata,circulacion y transito,p,pagos web,2022,3,53360,2
daviplata,circulacion y transito,p,pagos web,2022,5,57381,1
daviplata,circulacion y transito,p,pagos web,2022,6,12462,1
daviplata,circulacion y transito,p,pagos web,2023,2,12540,1
daviplata,circulacion y transito,p,pagos web,2023,4,132700,3
daviplata,circulacion y transito,p,pagos web,2023,7,64301,1
daviplata,facilidades,a,pagos web,2020,5,76616,1
daviplata,facilidades,a,pagos web,2020,10,291190,1
daviplata,facilidades,a,pagos web,2022,12,100013,1
daviplata,facilidades,a,pagos web,2023,6,298110,1
daviplata,facilidades,n,pagos web,2023,1,154293,1
daviplata,facilidades,n,pagos web,2023,2,105615,1
daviplata,facilidades,n,pagos web,2023,3,4783758,3
daviplata,facilidades,n,pagos web,2023,4,37764,1
daviplata,facilidades,n,pagos web,2023,5,1380431,1
daviplata,facilidades,n,pagos web,2023,6,3033102,4
daviplata,facilidades,n,pagos web,2023,7,246723,2
daviplata,facilidades,n,pagos web,2023,9,253272,1
daviplata,facilidades,n,pagos web,2023,10,202577,1
daviplata,facilidades,n,pagos web,2023,11,97947,1
daviplata,facilidades,p,pagos web,2020,7,1027990,3
daviplata,facilidades,p,pagos web,2020,8,1756223,5
daviplata,facilidades,p,pagos web,2020,9,2613425,6
daviplata,facilidades,p,pagos web,2020,10,1212583,3
daviplata,facilidades,p,pagos web,2020,11,258576,1
daviplata,facilidades,p,pagos web,2020,12,38922,1
daviplata,facilidades,p,pagos web,2021,5,249887,3
daviplata,facilidades,p,pagos web,2021,7,139704,1
daviplata,facilidades,p,pagos web,2021,9,85713,1
daviplata,facilidades,p,pagos web,2021,11,912587,4
daviplata,facilidades,p,pagos web,2021,12,640905,3
daviplata,facilidades,p,pagos web,2022,1,575059,2
daviplata,facilidades,p,pagos web,2022,2,200224,1
daviplata,facilidades,p,pagos web,2022,3,461739,3
daviplata,facilidades,p,pagos web,2022,4,570845,3
daviplata,facilidades,p,pagos web,2022,5,1186983,6
daviplata,facilidades,p,pagos web,2022,6,603249,4
daviplata,facilidades,p,pagos web,2022,7,964854,5
daviplata,facilidades,p,pagos web,2022,8,676385,5
daviplata,facilidades,p,pagos web,2022,9,713173,3
daviplata,facilidades,p,pagos web,2022,10,252888,3
daviplata,facilidades,p,pagos web,2022,11,833815,4
daviplata,facilidades,p,pagos web,2022,12,721820,3
daviplata,facilidades,p,pagos web,2023,1,398699,4
daviplata,facilidades,p,pagos web,2023,2,665050,2
daviplata,facilidades,p,pagos web,2023,3,70704,1
daviplata,facilidades,p,pagos web,2023,4,648163,2
daviplata,facilidades,p,pagos web,2023,5,1196444,4
daviplata,facilidades,p,pagos web,2023,6,4330520,7
daviplata,facilidades,p,pagos web,2023,7,84890,1
daviplata,facilidades,p,pagos web,2023,8,331691,1
daviplata,facilidades,p,pagos web,2023,9,127538,1
daviplata,facilidades,p,pagos web,2023,10,696067,2
daviplata,facilidades,p,pagos web,2023,12,332309,1
daviplata,impuesto predial,a,pagos web,2020,2,624744,4
daviplata,impuesto predial,a,pagos web,2020,3,3146,1
daviplata,impuesto predial,a,pagos web,2020,4,575769,4
daviplata,impuesto predial,a,pagos web,2020,5,178822,1
daviplata,impuesto predial,a,pagos web,2020,7,100592,1
daviplata,impuesto predial,a,pagos web,2020,8,466768,2
daviplata,impuesto predial,a,pagos web,2020,10,82927,1
daviplata,impuesto predial,a,pagos web,2020,11,281838,1
daviplata,impuesto predial,a,pagos web,2020,12,54740,1
daviplata,impuesto predial,a,pagos web,2021,2,742520,4
daviplata,impuesto predial,a,pagos web,2021,5,154475,3
daviplata,impuesto predial,a,pagos web,2021,6,334135,4
daviplata,impuesto predial,a,pagos web,2021,7,270758,2
daviplata,impuesto predial,a,pagos web,2021,8,269209,2
daviplata,impuesto predial,a,pagos web,2021,9,235777,2
daviplata,impuesto predial,a,pagos web,2021,11,98405,1
daviplata,impuesto predial,a,pagos web,2021,12,64826,4
daviplata,impuesto predial,a,pagos web,2022,1,288173,1
daviplata,impuesto predial,a,pagos web,2022,2,714970,5
daviplata,impuesto predial,a,pagos web,2022,3,2009845,6
daviplata,impuesto predial,a,pagos web,2022,4,83756,2
daviplata,impuesto predial,a,pagos web,2022,5,22565,1
daviplata,impuesto predial,a,pagos web,2022,6,96665,2
daviplata,impuesto predial,a,pagos web,2022,7,264100,2
daviplata,impuesto predial,a,pagos web,2022,9,63167,1
daviplata,impuesto predial,a,pagos web,2022,10,720007,5
daviplata,impuesto predial,a,pagos web,2022,11,634623,4
daviplata,impuesto predial,a,pagos web,2022,12,431778,4
daviplata,impuesto predial,a,pagos web,2023,1,1671161,3
daviplata,impuesto predial,a,pagos web,2023,2,563924,3
daviplata,impuesto predial,a,pagos web,2023,3,1139916,5
daviplata,impuesto predial,a,pagos web,2023,4,613351,2
daviplata,impuesto predial,a,pagos web,2023,5,212042,3
daviplata,impuesto predial,a,pagos web,2023,6,1463101,2
daviplata,impuesto predial,a,pagos web,2023,8,482044,2
daviplata,impuesto predial,a,pagos web,2023,9,625288,3
daviplata,impuesto predial,a,pagos web,2023,10,223474,2
daviplata,impuesto predial,a,pagos web,2023,11,5031,1
daviplata,impuesto predial,a,pagos web,2023,12,653945,4
daviplata,impuesto predial,n,pagos web,2022,9,76049,1
daviplata,impuesto predial,n,pagos web,2022,10,581987,6
daviplata,impuesto predial,n,pagos web,2022,11,1338288,11
daviplata,impuesto predial,n,pagos web,2022,12,2485436,13
daviplata,impuesto predial,n,pagos web,2023,1,909353,2
daviplata,impuesto predial,n,pagos web,2023,2,3669500,19
daviplata,impuesto predial,n,pagos web,2023,3,1702112,10
daviplata,impuesto predial,n,pagos web,2023,4,186440,5
daviplata,impuesto predial,n,pagos web,2023,5,938213,5
daviplata,impuesto predial,n,pagos web,2023,6,1287781,7
daviplata,impuesto predial,n,pagos web,2023,7,217992,4
daviplata,impuesto predial,n,pagos web,2023,8,483287,8
daviplata,impuesto predial,n,pagos web,2023,9,1352163,1
daviplata,impuesto predial,n,pagos web,2023,10,47394,2
daviplata,impuesto predial,n,pagos web,2023,11,983366,4
daviplata,impuesto predial,p,pagos web,2020,1,931113,3
daviplata,impuesto predial,p,pagos web,2020,2,2637324,9
daviplata,impuesto predial,p,pagos web,2020,3,904361,6
daviplata,impuesto predial,p,pagos web,2020,4,798954,2
daviplata,impuesto predial,p,pagos web,2020,5,1981825,12
daviplata,impuesto predial,p,pagos web,2020,6,4018746,24
daviplata,impuesto predial,p,pagos web,2020,7,1699145,13
daviplata,impuesto predial,p,pagos web,2020,8,1516650,12
daviplata,impuesto predial,p,pagos web,2020,9,3035670,15
daviplata,impuesto predial,p,pagos web,2020,10,1181298,7
daviplata,impuesto predial,p,pagos web,2020,11,4243479,26
daviplata,impuesto predial,p,pagos web,2020,12,2540098,21
daviplata,impuesto predial,p,pagos web,2021,1,2152722,8
daviplata,impuesto predial,p,pagos web,2021,2,6474216,39
daviplata,impuesto predial,p,pagos web,2021,3,7773985,52
daviplata,impuesto predial,p,pagos web,2021,4,4975974,18
daviplata,impuesto predial,p,pagos web,2021,5,4966509,26
daviplata,impuesto predial,p,pagos web,2021,6,1338843,13
daviplata,impuesto predial,p,pagos web,2021,7,2739960,12
daviplata,impuesto predial,p,pagos web,2021,8,4134689,20
daviplata,impuesto predial,p,pagos web,2021,9,3924549,29
daviplata,impuesto predial,p,pagos web,2021,10,1999046,10
daviplata,impuesto predial,p,pagos web,2021,11,1314916,15
daviplata,impuesto predial,p,pagos web,2021,12,5089437,31
daviplata,impuesto predial,p,pagos web,2022,1,882850,7
daviplata,impuesto predial,p,pagos web,2022,2,8956319,64
daviplata,impuesto predial,p,pagos web,2022,3,7488319,54
daviplata,impuesto predial,p,pagos web,2022,4,2320898,16
daviplata,impuesto predial,p,pagos web,2022,5,4385014,23
daviplata,impuesto predial,p,pagos web,2022,6,5578592,20
daviplata,impuesto predial,p,pagos web,2022,7,1223132,15
daviplata,impuesto predial,p,pagos web,2022,8,5885292,37
daviplata,impuesto predial,p,pagos web,2022,9,3134484,22
daviplata,impuesto predial,p,pagos web,2022,10,2125806,15
daviplata,impuesto predial,p,pagos web,2022,11,4366259,29
daviplata,impuesto predial,p,pagos web,2022,12,7288487,43
daviplata,impuesto predial,p,pagos web,2023,1,3007714,13
daviplata,impuesto predial,p,pagos web,2023,2,13862843,64
daviplata,impuesto predial,p,pagos web,2023,3,10618793,64
daviplata,impuesto predial,p,pagos web,2023,4,1576440,12
daviplata,impuesto predial,p,pagos web,2023,5,6208707,30
daviplata,impuesto predial,p,pagos web,2023,6,2886531,18
daviplata,impuesto predial,p,pagos web,2023,7,5102047,16
daviplata,impuesto predial,p,pagos web,2023,8,6382942,33
daviplata,impuesto predial,p,pagos web,2023,9,5008911,25
daviplata,impuesto predial,p,pagos web,2023,10,2483411,16
daviplata,impuesto predial,p,pagos web,2023,11,2407684,16
daviplata,impuesto predial,p,pagos web,2023,12,7247267,32
daviplata,impuesto predial,w,pagos web,2023,9,31958,1
daviplata,impuesto telefonico,p,pagos web,2021,6,119508,1
daviplata,impuesto telefonico,p,pagos web,2021,12,4435,1
daviplata,impuesto telefonico,p,pagos web,2022,4,7288,1
daviplata,industria y comercio,a,pagos web,2020,3,36000,1
daviplata,industria y comercio,a,pagos web,2020,6,414633,2
daviplata,industria y comercio,a,pagos web,2020,8,55200,1
daviplata,industria y comercio,a,pagos web,2020,12,72000,1
daviplata,industria y comercio,a,pagos web,2021,2,108657,2
daviplata,industria y comercio,a,pagos web,2021,3,113400,3
daviplata,industria y comercio,a,pagos web,2021,4,72000,1
daviplata,industria y comercio,a,pagos web,2021,5,36000,1
daviplata,industria y comercio,a,pagos web,2021,6,36042,1
daviplata,industria y comercio,a,pagos web,2021,7,36000,1
daviplata,industria y comercio,a,pagos web,2021,8,442144,2
daviplata,industria y comercio,a,pagos web,2021,9,77279,1
daviplata,industria y comercio,a,pagos web,2021,11,77965,3
daviplata,industria y comercio,a,pagos web,2021,12,36000,1
daviplata,industria y comercio,a,pagos web,2022,3,109688,1
daviplata,industria y comercio,a,pagos web,2022,12,110551,1
daviplata,industria y comercio,n,pagos web,2022,12,250449,1
daviplata,industria y comercio,n,pagos web,2023,1,183523,2
daviplata,industria y comercio,n,pagos web,2023,3,228096,1
daviplata,industria y comercio,n,pagos web,2023,5,803505,5
daviplata,industria y comercio,n,pagos web,2023,6,464073,2
daviplata,industria y comercio,n,pagos web,2023,7,2297039,4
daviplata,industria y comercio,n,pagos web,2023,9,431067,2
daviplata,industria y comercio,n,pagos web,2023,11,533193,2
daviplata,industria y comercio,p,pagos web,2020,1,187965,1
daviplata,industria y comercio,p,pagos web,2020,5,36023,1
daviplata,industria y comercio,p,pagos web,2020,6,108717,2
daviplata,industria y comercio,p,pagos web,2020,7,180000,1
daviplata,industria y comercio,p,pagos web,2020,8,192916,3
daviplata,industria y comercio,p,pagos web,2020,9,2017189,6
daviplata,industria y comercio,p,pagos web,2020,10,901011,3
daviplata,industria y comercio,p,pagos web,2020,11,346457,4
daviplata,industria y comercio,p,pagos web,2020,12,1478307,6
daviplata,industria y comercio,p,pagos web,2021,1,176538,2
daviplata,industria y comercio,p,pagos web,2021,2,272079,5
daviplata,industria y comercio,p,pagos web,2021,3,711725,13
daviplata,industria y comercio,p,pagos web,2021,4,470501,8
daviplata,industria y comercio,p,pagos web,2021,5,1515118,12
daviplata,industria y comercio,p,pagos web,2021,6,241586,4
daviplata,industria y comercio,p,pagos web,2021,7,606113,9
daviplata,industria y comercio,p,pagos web,2021,8,444170,7
daviplata,industria y comercio,p,pagos web,2021,9,544684,12
daviplata,industria y comercio,p,pagos web,2021,10,766919,9
daviplata,industria y comercio,p,pagos web,2021,11,1696423,15
daviplata,industria y comercio,p,pagos web,2021,12,668519,9
daviplata,industria y comercio,p,pagos web,2022,1,484422,5
daviplata,industria y comercio,p,pagos web,2022,3,42162,1
daviplata,industria y comercio,p,pagos web,2022,4,149992,4
daviplata,industria y comercio,p,pagos web,2022,5,2041000,5
daviplata,industria y comercio,p,pagos web,2022,6,75630,1
daviplata,industria y comercio,p,pagos web,2022,7,816800,3
daviplata,industria y comercio,p,pagos web,2022,11,315155,2
daviplata,industria y comercio,p,pagos web,2022,12,314120,1
daviplata,industria y comercio,p,pagos web,2023,1,183443,1
daviplata,industria y comercio,p,pagos web,2023,2,316784,1
daviplata,industria y comercio,p,pagos web,2023,5,5672141,8
daviplata,industria y comercio,p,pagos web,2023,6,500004,2
daviplata,industria y comercio,p,pagos web,2023,7,322753,4
daviplata,industria y comercio,p,pagos web,2023,8,706257,5
daviplata,industria y comercio,p,pagos web,2023,9,1017311,4
daviplata,industria y comercio,p,pagos web,2023,10,534082,2
daviplata,industria y comercio,p,pagos web,2023,11,618009,2
daviplata,industria y comercio,w,pagos web,2023,7,332504,1
daviplata,industria y comercio,w,pagos web,2023,10,268213,1
daviplata,ingresos no tributarios,p,pagos web,2022,1,472733,1
daviplata,movilidad,p,pagos web,2022,9,719800,1
daviplata,movilidad,p,pagos web,2023,9,268500,1
daviplata,otros ingresos,n,pagos web,2023,2,2478,1
daviplata,rentas contractuales,a,pagos web,2022,5,116156,1
daviplata,rentas contractuales,a,pagos web,2022,7,232312,1
daviplata,rentas contractuales,a,pagos web,2022,8,116156,1
daviplata,rentas contractuales,a,pagos web,2023,12,592289,1
daviplata,rentas contractuales,n,pagos web,2023,9,652220,1
daviplata,retencion ica,p,pagos web,2022,1,798000,1
daviplata,retencion ica,p,pagos web,2022,3,2000,1
daviplata,retencion ica,p,pagos web,2022,11,74000,1
daviplata,retencion ica,p,pagos web,2023,1,8000,1
davivienda,alumbrado publico,presencial,pagos presencial,2020,1,4689681,26
davivienda,alumbrado publico,presencial,pagos presencial,2020,2,4091747,22
davivienda,alumbrado publico,presencial,pagos presencial,2020,3,9821119,22
davivienda,alumbrado publico,presencial,pagos presencial,2020,4,10563041,8
davivienda,alumbrado publico,presencial,pagos presencial,2020,5,3607919,9
davivienda,alumbrado publico,presencial,pagos presencial,2020,6,31859152,19
davivienda,alumbrado publico,presencial,pagos presencial,2020,7,31662069,41
davivienda,alumbrado publico,presencial,pagos presencial,2020,8,30123581,9
davivienda,alumbrado publico,presencial,pagos presencial,2020,9,37113044,14
davivienda,alumbrado publico,presencial,pagos presencial,2020,10,28988201,6
davivienda,alumbrado publico,presencial,pagos presencial,2020,11,4703495,18
davivienda,alumbrado publico,presencial,pagos presencial,2020,12,8962432,66
davivienda,alumbrado publico,presencial,pagos presencial,2021,1,32326186,22
davivienda,alumbrado publico,presencial,pagos presencial,2021,2,30604729,9
davivienda,alumbrado publico,presencial,pagos presencial,2021,3,68392305,59
davivienda,alumbrado publico,presencial,pagos presencial,2021,4,2421866,10
davivienda,alumbrado publico,presencial,pagos presencial,2021,5,2089866,7
davivienda,alumbrado publico,presencial,pagos presencial,2021,6,4552697,38
davivienda,alumbrado publico,presencial,pagos presencial,2021,7,3778061,9
davivienda,alumbrado publico,presencial,pagos presencial,2021,8,33656456,38
davivienda,alumbrado publico,presencial,pagos presencial,2021,9,2503463,10
davivienda,alumbrado publico,presencial,pagos presencial,2021,10,4185887,9
davivienda,alumbrado publico,presencial,pagos presencial,2021,11,2910563,12
davivienda,alumbrado publico,presencial,pagos presencial,2021,12,10470421,39
davivienda,alumbrado publico,presencial,pagos presencial,2022,1,1865395,8
davivienda,alumbrado publico,presencial,pagos presencial,2022,2,29363687,44
davivienda,alumbrado publico,presencial,pagos presencial,2022,3,134927560,77
davivienda,alumbrado publico,presencial,pagos presencial,2022,4,59006083,126
davivienda,alumbrado publico,presencial,pagos presencial,2022,5,50895597,69
davivienda,alumbrado publico,presencial,pagos presencial,2022,6,46249274,174
davivienda,alumbrado publico,presencial,pagos presencial,2022,7,16508386,23
davivienda,alumbrado publico,presencial,pagos presencial,2022,8,11817494,22
davivienda,alumbrado publico,presencial,pagos presencial,2022,9,45005154,23
davivienda,alumbrado publico,presencial,pagos presencial,2022,10,13721766,47
davivienda,alumbrado publico,presencial,pagos presencial,2022,11,209315793,80
davivienda,alumbrado publico,presencial,pagos presencial,2022,12,102900987,174
davivienda,alumbrado publico,presencial,pagos presencial,2023,1,13768860,33
davivienda,alumbrado publico,presencial,pagos presencial,2023,2,83971996,66
davivienda,alumbrado publico,presencial,pagos presencial,2023,3,18225311,37
davivienda,alumbrado publico,presencial,pagos presencial,2023,4,58482411,142
davivienda,alumbrado publico,presencial,pagos presencial,2023,5,25161775,61
davivienda,alumbrado publico,presencial,pagos presencial,2023,6,46920665,160
davivienda,alumbrado publico,presencial,pagos presencial,2023,7,19876130,56
davivienda,alumbrado publico,presencial,pagos presencial,2023,8,21688779,59
davivienda,alumbrado publico,presencial,pagos presencial,2023,9,17965607,44
davivienda,alumbrado publico,presencial,pagos presencial,2023,10,20135467,50
davivienda,alumbrado publico,presencial,pagos presencial,2023,11,17880129,39
davivienda,alumbrado publico,presencial,pagos presencial,2023,12,65228551,195
davivienda,aportes voluntarios,presencial,pagos presencial,2023,8,311185,1
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,6,17396755,8
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,7,15736852,10
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,8,2722392,4
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,9,548106,1
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,10,1130313,2
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,11,927825,8
davivienda,aprov.esp.pub,presencial,pagos presencial,2022,12,3483833,11
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,1,1387968,3
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,2,2059109,9
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,3,2647646,14
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,4,1294085,8
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,5,1803771,12
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,6,3012467,11
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,7,3624345,13
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,8,6830484,21
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,9,2954469,12
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,10,1746259,10
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,11,4908147,15
davivienda,aprov.esp.pub,presencial,pagos presencial,2023,12,2830666,11
davivienda,circulacion y transito,presencial,pagos presencial,2020,1,5185791,65
davivienda,circulacion y transito,presencial,pagos presencial,2020,2,12631089,171
davivienda,circulacion y transito,presencial,pagos presencial,2020,3,8021397,109
davivienda,circulacion y transito,presencial,pagos presencial,2020,5,243269,11
davivienda,circulacion y transito,presencial,pagos presencial,2020,6,3361747,61
davivienda,circulacion y transito,presencial,pagos presencial,2020,7,8107572,162
davivienda,circulacion y transito,presencial,pagos presencial,2020,8,8865021,72
davivienda,circulacion y transito,presencial,pagos presencial,2020,9,22711672,143
davivienda,circulacion y transito,presencial,pagos presencial,2020,10,12986526,170
davivienda,circulacion y transito,presencial,pagos presencial,2020,11,15181995,180
davivienda,circulacion y transito,presencial,pagos presencial,2020,12,13210752,92
davivienda,circulacion y transito,presencial,pagos presencial,2021,1,3813689,71
davivienda,circulacion y transito,presencial,pagos presencial,2021,2,7023188,152
davivienda,circulacion y transito,presencial,pagos presencial,2021,3,9541857,145
davivienda,circulacion y transito,presencial,pagos presencial,2021,4,17471634,182
davivienda,circulacion y transito,presencial,pagos presencial,2021,5,12196116,170
davivienda,circulacion y transito,presencial,pagos presencial,2021,6,13453475,192
davivienda,circulacion y transito,presencial,pagos presencial,2021,7,26131420,358
davivienda,circulacion y transito,presencial,pagos presencial,2021,8,25691463,258
davivienda,circulacion y transito,presencial,pagos presencial,2021,9,11795238,116
davivienda,circulacion y transito,presencial,pagos presencial,2021,10,30797671,353
davivienda,circulacion y transito,presencial,pagos presencial,2021,11,27142220,210
davivienda,circulacion y transito,presencial,pagos presencial,2021,12,20916715,157
davivienda,circulacion y transito,presencial,pagos presencial,2022,1,9100289,134
davivienda,circulacion y transito,presencial,pagos presencial,2022,2,37328894,322
davivienda,circulacion y transito,presencial,pagos presencial,2022,3,44478715,432
davivienda,circulacion y transito,presencial,pagos presencial,2022,4,49624497,547
davivienda,circulacion y transito,presencial,pagos presencial,2022,5,17539255,95
davivienda,circulacion y transito,presencial,pagos presencial,2022,6,7637280,91
davivienda,circulacion y transito,presencial,pagos presencial,2022,7,7264808,62
davivienda,circulacion y transito,presencial,pagos presencial,2022,8,8009717,65
davivienda,circulacion y transito,presencial,pagos presencial,2022,9,6878097,46
davivienda,circulacion y transito,presencial,pagos presencial,2022,10,10658084,55
davivienda,circulacion y transito,presencial,pagos presencial,2022,11,14675616,75
davivienda,circulacion y transito,presencial,pagos presencial,2022,12,15309343,119
davivienda,circulacion y transito,presencial,pagos presencial,2023,1,8309927,76
davivienda,circulacion y transito,presencial,pagos presencial,2023,2,26186349,195
davivienda,circulacion y transito,presencial,pagos presencial,2023,3,34440327,250
davivienda,circulacion y transito,presencial,pagos presencial,2023,4,97799302,750
davivienda,circulacion y transito,presencial,pagos presencial,2023,5,38119077,195
davivienda,circulacion y transito,presencial,pagos presencial,2023,6,27884457,208
davivienda,circulacion y transito,presencial,pagos presencial,2023,7,15741492,111
davivienda,circulacion y transito,presencial,pagos presencial,2023,8,14838867,99
davivienda,circulacion y transito,presencial,pagos presencial,2023,9,16572355,82
davivienda,circulacion y transito,presencial,pagos presencial,2023,10,18008952,101
davivienda,circulacion y transito,presencial,pagos presencial,2023,11,15175139,107
davivienda,circulacion y transito,presencial,pagos presencial,2023,12,13533502,82
davivienda,circulación pico y placa,presencial,pagos presencial,2022,1,2114273,9
davivienda,circulación pico y placa,presencial,pagos presencial,2022,2,1449896,3
davivienda,circulación pico y placa,presencial,pagos presencial,2022,3,754817,2
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2020,3,1350042,2
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2020,6,124672,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2020,12,445301,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2021,2,41686,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2021,4,63536,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2021,12,179937,2
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2022,2,63536,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2022,3,318600,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2022,6,477900,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2022,9,10052301,2
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2022,12,1676512,1
davivienda,cuotas partes jubilatorias,presencial,pagos presencial,2023,1,108360,1
davivienda,delineación urbana,presencial,pagos presencial,2020,1,8374591,18
davivienda,delineación urbana,presencial,pagos presencial,2020,2,13902722,24
davivienda,delineación urbana,presencial,pagos presencial,2020,3,51920000,19
davivienda,delineación urbana,presencial,pagos presencial,2020,4,25219000,15
davivienda,delineación urbana,presencial,pagos presencial,2020,5,13296000,2
davivienda,delineación urbana,presencial,pagos presencial,2020,6,6135000,13
davivienda,delineación urbana,presencial,pagos presencial,2020,7,23391000,21
davivienda,delineación urbana,presencial,pagos presencial,2020,8,21368000,13
davivienda,delineación urbana,presencial,pagos presencial,2020,9,35822000,28
davivienda,delineación urbana,presencial,pagos presencial,2020,10,56014000,19
davivienda,delineación urbana,presencial,pagos presencial,2020,11,41022000,25
davivienda,delineación urbana,presencial,pagos presencial,2020,12,269261000,33
davivienda,delineación urbana,presencial,pagos presencial,2021,1,6080000,15
davivienda,delineación urbana,presencial,pagos presencial,2021,2,85813123,23
davivienda,delineación urbana,presencial,pagos presencial,2021,3,712332000,36
davivienda,delineación urbana,presencial,pagos presencial,2021,4,98289910,17
davivienda,delineación urbana,presencial,pagos presencial,2021,5,29543019,23
davivienda,delineación urbana,presencial,pagos presencial,2021,6,40555515,33
davivienda,delineación urbana,presencial,pagos presencial,2021,7,66418088,26
davivienda,delineación urbana,presencial,pagos presencial,2021,8,18452438,19
davivienda,delineación urbana,presencial,pagos presencial,2021,9,2009278820,22
davivienda,delineación urbana,presencial,pagos presencial,2021,10,493241088,16
davivienda,delineación urbana,presencial,pagos presencial,2021,11,182941088,27
davivienda,delineación urbana,presencial,pagos presencial,2021,12,1514890088,25
davivienda,delineación urbana,presencial,pagos presencial,2022,1,6754088,13
davivienda,delineación urbana,presencial,pagos presencial,2022,2,101209290,28
davivienda,delineación urbana,presencial,pagos presencial,2022,3,1560490754,25
davivienda,delineación urbana,presencial,pagos presencial,2022,4,772989104,31
davivienda,delineación urbana,presencial,pagos presencial,2022,5,232973712,18
davivienda,delineación urbana,presencial,pagos presencial,2022,6,71995842,18
davivienda,delineación urbana,presencial,pagos presencial,2022,7,13077596,9
davivienda,delineación urbana,presencial,pagos presencial,2022,8,46234711,19
davivienda,delineación urbana,presencial,pagos presencial,2022,9,122536176,14
davivienda,delineación urbana,presencial,pagos presencial,2022,10,73358088,10
davivienda,delineación urbana,presencial,pagos presencial,2022,11,1084464889,15
davivienda,delineación urbana,presencial,pagos presencial,2022,12,1830711120,12
davivienda,delineación urbana,presencial,pagos presencial,2023,1,46934150,11
davivienda,delineación urbana,presencial,pagos presencial,2023,2,161403392,19
davivienda,delineación urbana,presencial,pagos presencial,2023,3,5866523,9
davivienda,delineación urbana,presencial,pagos presencial,2023,4,16611446,13
davivienda,delineación urbana,presencial,pagos presencial,2023,5,15147310,11
davivienda,delineación urbana,presencial,pagos presencial,2023,6,13673530,12
davivienda,delineación urbana,presencial,pagos presencial,2023,7,6906221,10
davivienda,delineación urbana,presencial,pagos presencial,2023,8,24439614,16
davivienda,delineación urbana,presencial,pagos presencial,2023,9,14148302,16
davivienda,delineación urbana,presencial,pagos presencial,2023,10,2568633629,16
