Banco,Contrato,Origen,Tipo archivo recaudo,periodo,Mes,Total recaudo,Total transacciones
bancolombia s.a.,rentas contractuales,p,pagos web,2022,10,2687988,3
bancolombia s.a.,rentas contractuales,p,pagos web,2022,11,517602,2
bancolombia s.a.,rentas contractuales,p,pagos web,2022,12,2603150,4
bancolombia s.a.,rentas contractuales,p,pagos web,2023,1,536634,2
bancolombia s.a.,rentas contractuales,p,pagos web,2023,2,536634,2
bancolombia s.a.,rentas contractuales,p,pagos web,2023,3,2794967,1
bancolombia s.a.,rentas contractuales,p,pagos web,2023,4,1537470,7
bancolombia s.a.,rentas contractuales,p,pagos web,2023,5,1273846,6
bancolombia s.a.,rentas contractuales,p,pagos web,2023,6,1181295,5
bancolombia s.a.,rentas contractuales,p,pagos web,2023,7,1138225,5
bancolombia s.a.,rentas contractuales,p,pagos web,2023,8,1440965,6
bancolombia s.a.,rentas contractuales,p,pagos web,2023,9,5645448,11
bancolombia s.a.,rentas contractuales,p,pagos web,2023,10,3492231,8
bancolombia s.a.,rentas contractuales,p,pagos web,2023,11,1475073,6
bancolombia s.a.,rentas contractuales,p,pagos web,2023,12,1145288,5
bancolombia s.a.,retencion ica,n,pagos web,2022,11,853000,1
bancolombia s.a.,retencion ica,n,pagos web,2023,3,8246000,5
bancolombia s.a.,retencion ica,n,pagos web,2023,5,1370000,2
bancolombia s.a.,retencion ica,n,pagos web,2023,7,661000,1
bancolombia s.a.,retencion ica,p,pagos web,2020,11,1715000,3
bancolombia s.a.,retencion ica,p,pagos web,2021,1,4884000,4
bancolombia s.a.,retencion ica,p,pagos web,2021,3,13932296,7
bancolombia s.a.,retencion ica,p,pagos web,2021,5,13084080,8
bancolombia s.a.,retencion ica,p,pagos web,2021,6,922080,1
bancolombia s.a.,retencion ica,p,pagos web,2021,7,4434000,6
bancolombia s.a.,retencion ica,p,pagos web,2021,9,4511000,4
bancolombia s.a.,retencion ica,p,pagos web,2021,10,1808500,1
bancolombia s.a.,retencion ica,p,pagos web,2021,11,13115000,10
bancolombia s.a.,retencion ica,p,pagos web,2022,1,19057000,7
bancolombia s.a.,retencion ica,p,pagos web,2022,3,9569000,7
bancolombia s.a.,retencion ica,p,pagos web,2022,5,16149557,7
bancolombia s.a.,retencion ica,p,pagos web,2022,7,5785310,5
bancolombia s.a.,retencion ica,p,pagos web,2022,9,4131832,6
bancolombia s.a.,retencion ica,p,pagos web,2022,11,2128318,3
bancolombia s.a.,retencion ica,p,pagos web,2023,1,5863000,5
bancolombia s.a.,retencion ica,p,pagos web,2023,3,1308120,2
bancolombia s.a.,retencion ica,p,pagos web,2023,5,9528907,9
bancolombia s.a.,retencion ica,p,pagos web,2023,7,10131278,7
bancolombia s.a.,retencion ica,p,pagos web,2023,9,10372026,8
bancolombia s.a.,retencion ica,p,pagos web,2023,11,11934000,9
bancolombia s.a.,servicios,n,pagos web,2023,6,32135,1
bancolombia s.a.,servicios,n,pagos web,2023,7,192810,16
bancolombia s.a.,servicios,n,pagos web,2023,8,96405,6
bancolombia s.a.,servicios,n,pagos web,2023,9,283061,12
bancolombia s.a.,servicios,n,pagos web,2023,10,109259,10
bancolombia s.a.,servicios,n,pagos web,2023,11,186383,7
bancolombia s.a.,servicios,n,pagos web,2023,12,212091,11
bancolombia s.a.,servicios,p,pagos web,2021,8,5400,1
bancolombia s.a.,servicios,p,pagos web,2022,3,29800,2
bancolombia s.a.,servicios,p,pagos web,2023,8,38562,2
bancolombia s.a.,servicios,p,pagos web,2023,9,19281,1
bancolombia s.a.- nequi,alumbrado publico,n,pagos web,2023,4,157123,1
bancolombia s.a.- nequi,alumbrado publico,p,pagos web,2021,12,746253,1
bancolombia s.a.- nequi,alumbrado publico,p,pagos web,2022,4,233520,1
bancolombia s.a.- nequi,alumbrado publico,p,pagos web,2022,6,17644,2
bancolombia s.a.- nequi,alumbrado publico,p,pagos web,2023,4,47300,1
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,2022,7,184883,1
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,2022,10,187464,1
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,2022,11,376129,1
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,2022,12,457373,1
bancolombia s.a.- nequi,aprov.esp.pub,p,pagos web,2023,1,326139,1
bancolombia s.a.- nequi,circulacion y transito,n,pagos web,2023,4,13180,1
bancolombia s.a.- nequi,circulacion y transito,n,pagos web,2023,7,30283,2
bancolombia s.a.- nequi,circulacion y transito,p,pagos web,2021,10,261115,2
bancolombia s.a.- nequi,circulacion y transito,p,pagos web,2022,1,26900,1
bancolombia s.a.- nequi,circulacion y transito,p,pagos web,2023,4,7200,1
bancolombia s.a.- nequi,delineación urbana,p,pagos web,2021,11,119674,1
bancolombia s.a.- nequi,facilidades,n,pagos web,2022,11,47823,1
bancolombia s.a.- nequi,facilidades,n,pagos web,2022,12,134029,1
bancolombia s.a.- nequi,facilidades,n,pagos web,2023,3,752168,1
bancolombia s.a.- nequi,facilidades,n,pagos web,2023,4,2019916,3
bancolombia s.a.- nequi,facilidades,n,pagos web,2023,5,1716504,3
bancolombia s.a.- nequi,facilidades,n,pagos web,2023,6,926497,3
bancolombia s.a.- nequi,facilidades,n,pagos web,2023,7,164190,1
bancolombia s.a.- nequi,facilidades,p,pagos web,2021,10,149006,1
bancolombia s.a.- nequi,facilidades,p,pagos web,2021,11,1580251,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2021,12,29783836,4
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,1,1346598,8
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,2,274133,1
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,4,149657,1
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,6,584964,4
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,7,374746,2
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,8,1073253,5
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,9,374746,2
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,10,535291,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,11,523510,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2022,12,432320,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,1,374746,2
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,2,664696,2
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,3,3116058,8
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,4,1480935,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,5,633237,3
bancolombia s.a.- nequi,facilidades,p,pagos web,2023,6,231526,2
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2021,8,147752,1
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2021,9,4061005,4
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2021,10,4860,1
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2021,11,62692,2
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2021,12,1485723,7
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,1,89711,1
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,2,2478315,10
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,3,650746,4
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,4,317630,2
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,5,1521929,7
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,6,573450,5
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,8,1593949,4
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,9,731949,6
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,11,460312,2
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2022,12,355328,3
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,1,179037,2
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,2,1491800,6
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,3,641553,4
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,5,938097,4
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,6,681553,5
bancolombia s.a.- nequi,impuesto predial,a,pagos web,2023,7,52304,2
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2022,10,419458,4
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2022,11,1659140,17
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2022,12,2488284,15
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,1,135364,2
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,2,4060861,24
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,3,667325,7
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,4,31968,1
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,5,1138813,10
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,6,599997,4
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,7,401507,2
bancolombia s.a.- nequi,impuesto predial,n,pagos web,2023,8,946960,2
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2021,8,3257839,13
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2021,9,4548175,15
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2021,10,1462243,9
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2021,11,2761884,10
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2021,12,9211952,46
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,1,1574820,10
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,2,10501605,52
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,3,4639185,37
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,4,2762536,16
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,5,3297223,30
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,6,4198841,26
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,7,1933280,14
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,8,3590297,31
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,9,3606201,19
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,10,2108578,9
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,11,3786349,29
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2022,12,8464338,38
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,1,3492483,7
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,2,9224195,48
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,3,6432922,41
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,4,3897018,18
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,5,2118816,26
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,6,3357402,17
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,7,2237592,11
bancolombia s.a.- nequi,impuesto predial,p,pagos web,2023,8,258448,6
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2021,9,82800,1
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2021,10,327014,1
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2021,12,219870,2
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2022,5,46000,1
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2022,7,377127,1
bancolombia s.a.- nequi,industria y comercio,a,pagos web,2023,2,186790,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2022,9,82861,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2022,11,447333,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,2,75776,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,3,92,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,4,250167,2
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,5,521853,3
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,6,293762,1
bancolombia s.a.- nequi,industria y comercio,n,pagos web,2023,7,550377,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2021,8,1530267,8
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2021,9,1805027,10
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2021,10,725576,8
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2021,11,3792291,15
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2021,12,4100175,15
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,3,843215,4
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,4,50842,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,5,989537,7
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,6,206651,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,7,191241,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,8,186135,1
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,9,16649,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2022,10,270419,1
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2023,2,100033,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2023,5,105801,1
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2023,6,227001,2
bancolombia s.a.- nequi,industria y comercio,p,pagos web,2023,7,126739,2
bancolombia s.a.- nequi,ingresos no tributarios,n,pagos web,2023,4,70933,1
bancolombia s.a.- nequi,ingresos no tributarios,p,pagos web,2021,8,135246,1
bancolombia s.a.- nequi,ingresos no tributarios,p,pagos web,2021,10,269011,1
bancolombia s.a.- nequi,ingresos no tributarios,p,pagos web,2022,4,181730,1
bancolombia s.a.- nequi,ingresos no tributarios,p,pagos web,2022,5,185101,1
bancolombia s.a.- nequi,rentas contractuales,p,pagos web,2021,10,1012396,5
bancolombia s.a.- nequi,rentas contractuales,p,pagos web,2021,12,326650,1
bancolombia s.a.- nequi,rentas contractuales,p,pagos web,2023,6,336126,2
bancolombia s.a.- nequi,servicios,n,pagos web,2023,8,6427,1
bancomer,facilidades,p,pagos web,2023,1,208456,1
bancomer,impuesto predial,n,pagos web,2023,1,1731585,1
bancomer,impuesto predial,p,pagos web,2023,2,1389523,1
bancomer,impuesto predial,p,pagos web,2023,7,226,1
bancomer,impuesto predial,p,pagos web,2023,11,1140356,2
bancomer,industria y comercio,p,pagos web,2023,3,3926603,1
bancoomeva,facilidades,p,pagos web,2020,8,10847404,3
bancoomeva,facilidades,p,pagos web,2020,9,60974,1
bancoomeva,facilidades,p,pagos web,2020,10,375932,1
bancoomeva,impuesto predial,a,pagos web,2020,3,772600,1
bancoomeva,impuesto predial,a,pagos web,2020,10,63163,1
bancoomeva,impuesto predial,p,pagos web,2020,1,5357265,5
bancoomeva,impuesto predial,p,pagos web,2020,2,10370292,13
bancoomeva,impuesto predial,p,pagos web,2020,3,16034136,24
bancoomeva,impuesto predial,p,pagos web,2020,4,263595,1
bancoomeva,impuesto predial,p,pagos web,2020,5,1351379,5
bancoomeva,impuesto predial,p,pagos web,2020,6,11340754,16
bancoomeva,impuesto predial,p,pagos web,2020,7,305824,1
bancoomeva,impuesto predial,p,pagos web,2020,8,3983519,8
bancoomeva,impuesto predial,p,pagos web,2020,9,7658816,13
bancoomeva,impuesto predial,p,pagos web,2020,10,2872670,8
bancoomeva,impuesto predial,p,pagos web,2020,11,8447513,4
bancoomeva,industria y comercio,p,pagos web,2020,1,36000,1
bancoomeva,industria y comercio,p,pagos web,2020,2,276405,2
bancoomeva,industria y comercio,p,pagos web,2020,3,283070,2
bancoomeva,industria y comercio,p,pagos web,2020,8,706890,2
bancoomeva,industria y comercio,p,pagos web,2020,9,1178400,1
bancoomeva,industria y comercio,p,pagos web,2020,10,3857939,2
bancoomeva s.a.,alumbrado publico,n,pagos web,2023,5,96751,1
bancoomeva s.a.,aprov.esp.pub,n,pagos web,2023,2,666098,1
bancoomeva s.a.,delineación urbana,p,pagos web,2022,7,2138000,1
bancoomeva s.a.,facilidades,a,pagos web,2020,10,8413486,1
bancoomeva s.a.,facilidades,a,pagos web,2021,5,59294,1
bancoomeva s.a.,facilidades,n,pagos web,2023,5,30265714,2
bancoomeva s.a.,facilidades,p,pagos web,2020,7,543967,1
bancoomeva s.a.,facilidades,p,pagos web,2020,8,9957807,7
bancoomeva s.a.,facilidades,p,pagos web,2020,9,11028185,3
bancoomeva s.a.,facilidades,p,pagos web,2020,10,9975264,6
bancoomeva s.a.,facilidades,p,pagos web,2020,12,146044,1
bancoomeva s.a.,facilidades,p,pagos web,2021,1,146044,1
bancoomeva s.a.,facilidades,p,pagos web,2021,2,146044,1
bancoomeva s.a.,facilidades,p,pagos web,2021,3,146044,1
bancoomeva s.a.,facilidades,p,pagos web,2021,5,146044,1
bancoomeva s.a.,facilidades,p,pagos web,2021,12,14525801,3
bancoomeva s.a.,facilidades,p,pagos web,2022,6,29780,1
bancoomeva s.a.,facilidades,p,pagos web,2022,9,29780,1
bancoomeva s.a.,facilidades,p,pagos web,2023,1,124718,1
bancoomeva s.a.,facilidades,p,pagos web,2023,3,398894,1
bancoomeva s.a.,facilidades,p,pagos web,2023,4,1035240,1
bancoomeva s.a.,facilidades,p,pagos web,2023,6,1964862,4
bancoomeva s.a.,facilidades,p,pagos web,2023,7,208465,1
bancoomeva s.a.,facilidades,p,pagos web,2023,9,262090,1
bancoomeva s.a.,impuesto predial,a,pagos web,2020,1,1131778,3
bancoomeva s.a.,impuesto predial,a,pagos web,2020,2,1245731,1
bancoomeva s.a.,impuesto predial,a,pagos web,2020,3,489744,2
bancoomeva s.a.,impuesto predial,a,pagos web,2020,5,143427,1
bancoomeva s.a.,impuesto predial,a,pagos web,2020,6,680819,5
bancoomeva s.a.,impuesto predial,a,pagos web,2020,7,397327,1
bancoomeva s.a.,impuesto predial,a,pagos web,2020,8,1302212,3
bancoomeva s.a.,impuesto predial,a,pagos web,2020,11,225788,2
bancoomeva s.a.,impuesto predial,a,pagos web,2021,2,232564,2
bancoomeva s.a.,impuesto predial,a,pagos web,2021,4,937085,4
bancoomeva s.a.,impuesto predial,a,pagos web,2021,6,342338,2
bancoomeva s.a.,impuesto predial,a,pagos web,2021,7,232564,2
bancoomeva s.a.,impuesto predial,a,pagos web,2021,9,521117,2
bancoomeva s.a.,impuesto predial,a,pagos web,2021,11,170355,1
bancoomeva s.a.,impuesto predial,a,pagos web,2021,12,641812,3
bancoomeva s.a.,impuesto predial,a,pagos web,2022,2,240706,2
bancoomeva s.a.,impuesto predial,a,pagos web,2022,4,662499,3
bancoomeva s.a.,impuesto predial,a,pagos web,2022,5,393714,2
bancoomeva s.a.,impuesto predial,a,pagos web,2022,7,833206,4
bancoomeva s.a.,impuesto predial,a,pagos web,2022,8,427139,1
bancoomeva s.a.,impuesto predial,a,pagos web,2022,10,240706,2
bancoomeva s.a.,impuesto predial,a,pagos web,2022,12,575646,3
bancoomeva s.a.,impuesto predial,a,pagos web,2023,2,1559299,3
bancoomeva s.a.,impuesto predial,a,pagos web,2023,3,236622,1
bancoomeva s.a.,impuesto predial,a,pagos web,2023,5,3251917,7
bancoomeva s.a.,impuesto predial,a,pagos web,2023,7,578760,2
bancoomeva s.a.,impuesto predial,a,pagos web,2023,8,656838,1
bancoomeva s.a.,impuesto predial,n,pagos web,2022,9,4753402,2
bancoomeva s.a.,impuesto predial,n,pagos web,2022,10,1185685,4
bancoomeva s.a.,impuesto predial,n,pagos web,2022,11,3424674,3
bancoomeva s.a.,impuesto predial,n,pagos web,2022,12,2230407,7
bancoomeva s.a.,impuesto predial,n,pagos web,2023,1,228422,1
bancoomeva s.a.,impuesto predial,n,pagos web,2023,2,10821809,12
bancoomeva s.a.,impuesto predial,n,pagos web,2023,3,1334529,2
bancoomeva s.a.,impuesto predial,n,pagos web,2023,4,3783916,6
bancoomeva s.a.,impuesto predial,n,pagos web,2023,6,3633185,4
bancoomeva s.a.,impuesto predial,n,pagos web,2023,7,1730507,3
bancoomeva s.a.,impuesto predial,n,pagos web,2023,8,496454,1
bancoomeva s.a.,impuesto predial,n,pagos web,2023,9,7091019,2
bancoomeva s.a.,impuesto predial,n,pagos web,2023,10,712308,2
bancoomeva s.a.,impuesto predial,n,pagos web,2023,12,627444,1
bancoomeva s.a.,impuesto predial,p,pagos web,2020,1,4935713,14
bancoomeva s.a.,impuesto predial,p,pagos web,2020,2,36742452,34
bancoomeva s.a.,impuesto predial,p,pagos web,2020,3,22628243,30
bancoomeva s.a.,impuesto predial,p,pagos web,2020,4,6468919,6
bancoomeva s.a.,impuesto predial,p,pagos web,2020,5,11732035,24
bancoomeva s.a.,impuesto predial,p,pagos web,2020,6,87281516,62
bancoomeva s.a.,impuesto predial,p,pagos web,2020,7,17032478,22
