index,Banco,Contrato,Origen,Tipo archivo recaudo,Hora,DiaSemana,Total recaudo,Total transacciones
38203,citibank,impuesto predial,p,pagos web,14,0,148378664,145
38204,citibank,impuesto predial,p,pagos web,14,1,186682687,136
38205,citibank,impuesto predial,p,pagos web,14,2,98645500,131
38206,citibank,impuesto predial,p,pagos web,14,3,160140401,129
38207,citibank,impuesto predial,p,pagos web,14,4,206295953,112
38208,citibank,impuesto predial,p,pagos web,14,5,42955353,42
38209,citibank,impuesto predial,p,pagos web,14,6,46179671,55
38210,citibank,impuesto predial,p,pagos web,15,0,338107713,205
38211,citibank,impuesto predial,p,pagos web,15,1,247000287,158
38212,citibank,impuesto predial,p,pagos web,15,2,123230228,134
38213,citibank,impuesto predial,p,pagos web,15,3,662901908,122
38214,citibank,impuesto predial,p,pagos web,15,4,173159722,132
38215,citibank,impuesto predial,p,pagos web,15,5,25147488,44
38216,citibank,impuesto predial,p,pagos web,15,6,54361276,58
38217,citibank,impuesto predial,p,pagos web,16,0,181969634,150
38218,citibank,impuesto predial,p,pagos web,16,1,247061467,149
38219,citibank,impuesto predial,p,pagos web,16,2,126453805,93
38220,citibank,impuesto predial,p,pagos web,16,3,235321404,117
38221,citibank,impuesto predial,p,pagos web,16,4,601329757,109
38222,citibank,impuesto predial,p,pagos web,16,5,40070303,60
38223,citibank,impuesto predial,p,pagos web,16,6,78982106,71
38224,citibank,impuesto predial,p,pagos web,17,0,136597986,141
38225,citibank,impuesto predial,p,pagos web,17,1,158596061,145
38226,citibank,impuesto predial,p,pagos web,17,2,123914905,106
38227,citibank,impuesto predial,p,pagos web,17,3,174178769,105
38228,citibank,impuesto predial,p,pagos web,17,4,128497262,103
38229,citibank,impuesto predial,p,pagos web,17,5,29640921,43
38230,citibank,impuesto predial,p,pagos web,17,6,48978182,50
38231,citibank,impuesto predial,p,pagos web,18,0,152891854,158
38232,citibank,impuesto predial,p,pagos web,18,1,109053199,127
38233,citibank,impuesto predial,p,pagos web,18,2,120184256,118
38234,citibank,impuesto predial,p,pagos web,18,3,43235818,66
38235,citibank,impuesto predial,p,pagos web,18,4,64616898,77
38236,citibank,impuesto predial,p,pagos web,18,5,46335997,41
38237,citibank,impuesto predial,p,pagos web,18,6,45227363,69
38238,citibank,impuesto predial,p,pagos web,19,0,131305548,117
38239,citibank,impuesto predial,p,pagos web,19,1,155087538,103
38240,citibank,impuesto predial,p,pagos web,19,2,83051732,99
38241,citibank,impuesto predial,p,pagos web,19,3,95161565,95
38242,citibank,impuesto predial,p,pagos web,19,4,56837283,62
38243,citibank,impuesto predial,p,pagos web,19,5,39883585,34
38244,citibank,impuesto predial,p,pagos web,19,6,46992651,65
38245,citibank,impuesto predial,p,pagos web,20,0,111192910,117
38246,citibank,impuesto predial,p,pagos web,20,1,124792200,104
38247,citibank,impuesto predial,p,pagos web,20,2,66053361,94
38248,citibank,impuesto predial,p,pagos web,20,3,56607574,82
38249,citibank,impuesto predial,p,pagos web,20,4,21762906,32
38250,citibank,impuesto predial,p,pagos web,20,5,27514752,29
38251,citibank,impuesto predial,p,pagos web,20,6,55676359,86
38252,citibank,impuesto predial,p,pagos web,21,0,132448645,128
38253,citibank,impuesto predial,p,pagos web,21,1,128993045,86
38254,citibank,impuesto predial,p,pagos web,21,2,102509726,104
38255,citibank,impuesto predial,p,pagos web,21,3,85749810,68
38256,citibank,impuesto predial,p,pagos web,21,4,30259258,35
38257,citibank,impuesto predial,p,pagos web,21,5,21164379,22
38258,citibank,impuesto predial,p,pagos web,21,6,47427423,68
38259,citibank,impuesto predial,p,pagos web,22,0,51362357,54
38260,citibank,impuesto predial,p,pagos web,22,1,44308190,64
38261,citibank,impuesto predial,p,pagos web,22,2,50497229,59
38262,citibank,impuesto predial,p,pagos web,22,3,45709236,50
38263,citibank,impuesto predial,p,pagos web,22,4,18614797,17
38264,citibank,impuesto predial,p,pagos web,22,5,11565125,20
38265,citibank,impuesto predial,p,pagos web,22,6,35370631,38
38266,citibank,impuesto predial,p,pagos web,23,0,26687880,31
38267,citibank,impuesto predial,p,pagos web,23,1,32924722,35
38268,citibank,impuesto predial,p,pagos web,23,2,18165248,20
38269,citibank,impuesto predial,p,pagos web,23,3,35908627,16
38270,citibank,impuesto predial,p,pagos web,23,4,15544473,14
38271,citibank,impuesto predial,p,pagos web,23,5,6982995,6
38272,citibank,impuesto predial,p,pagos web,23,6,7065060,10
38273,citibank,impuesto telefonico,p,pagos web,7,1,9528,1
38274,citibank,impuesto telefonico,p,pagos web,10,1,7260,1
38275,citibank,impuesto telefonico,p,pagos web,15,5,7200,1
38276,citibank,impuesto telefonico,p,pagos web,16,4,6866,1
38277,citibank,impuesto telefonico,p,pagos web,17,0,2704,1
38278,citibank,impuesto telefonico,p,pagos web,20,6,6859,1
38279,citibank,impuesto telefonico,p,pagos web,23,1,4118,1
38280,citibank,industria y comercio,a,pagos web,0,4,176072,1
38281,citibank,industria y comercio,a,pagos web,0,5,41400,1
38282,citibank,industria y comercio,a,pagos web,5,4,53927,1
38283,citibank,industria y comercio,a,pagos web,6,2,277000,1
38284,citibank,industria y comercio,a,pagos web,7,0,36000,1
38285,citibank,industria y comercio,a,pagos web,7,1,48000,1
38286,citibank,industria y comercio,a,pagos web,7,2,137012,3
38287,citibank,industria y comercio,a,pagos web,7,3,264672,2
38288,citibank,industria y comercio,a,pagos web,7,6,72717,1
38289,citibank,industria y comercio,a,pagos web,8,0,196071,2
38290,citibank,industria y comercio,a,pagos web,8,2,176072,1
38291,citibank,industria y comercio,a,pagos web,8,3,263134,1
38292,citibank,industria y comercio,a,pagos web,8,4,51866,1
38293,citibank,industria y comercio,a,pagos web,8,5,41400,1
38294,citibank,industria y comercio,a,pagos web,9,0,72691,1
38295,citibank,industria y comercio,a,pagos web,9,2,72717,1
38296,citibank,industria y comercio,a,pagos web,9,4,72822,1
38297,citibank,industria y comercio,a,pagos web,10,0,573109,3
38298,citibank,industria y comercio,a,pagos web,10,5,36000,1
38299,citibank,industria y comercio,a,pagos web,10,6,111800,2
38300,citibank,industria y comercio,a,pagos web,11,0,211447,1
38301,citibank,industria y comercio,a,pagos web,11,2,362132,2
38302,citibank,industria y comercio,a,pagos web,11,3,123866,3
38303,citibank,industria y comercio,a,pagos web,12,1,643586,2
38304,citibank,industria y comercio,a,pagos web,12,4,48000,1
38305,citibank,industria y comercio,a,pagos web,13,5,75820,1
38306,citibank,industria y comercio,a,pagos web,14,0,179320,3
38307,citibank,industria y comercio,a,pagos web,14,1,96916,1
38308,citibank,industria y comercio,a,pagos web,14,2,540415,2
38309,citibank,industria y comercio,a,pagos web,14,3,37568,1
38310,citibank,industria y comercio,a,pagos web,15,0,36000,1
38311,citibank,industria y comercio,a,pagos web,15,1,195042,3
38312,citibank,industria y comercio,a,pagos web,15,5,48000,1
38313,citibank,industria y comercio,a,pagos web,15,6,51866,1
38314,citibank,industria y comercio,a,pagos web,16,0,119140,1
38315,citibank,industria y comercio,a,pagos web,16,1,138103,1
38316,citibank,industria y comercio,a,pagos web,17,1,51866,1
38317,citibank,industria y comercio,a,pagos web,17,2,270116,1
38318,citibank,industria y comercio,a,pagos web,17,3,77400,2
38319,citibank,industria y comercio,a,pagos web,17,5,8268,1
38320,citibank,industria y comercio,a,pagos web,18,0,55200,1
38321,citibank,industria y comercio,a,pagos web,18,2,37568,1
38322,citibank,industria y comercio,a,pagos web,18,3,104646,1
38323,citibank,industria y comercio,a,pagos web,19,0,48000,1
38324,citibank,industria y comercio,a,pagos web,19,3,1182986,1
38325,citibank,industria y comercio,a,pagos web,20,0,72711,1
38326,citibank,industria y comercio,a,pagos web,20,4,2494835,2
38327,citibank,industria y comercio,a,pagos web,20,6,72675,1
38328,citibank,industria y comercio,a,pagos web,21,1,37568,1
38329,citibank,industria y comercio,a,pagos web,21,2,134935,1
38330,citibank,industria y comercio,a,pagos web,21,3,36670,1
38331,citibank,industria y comercio,a,pagos web,21,4,36670,1
38332,citibank,industria y comercio,a,pagos web,21,5,102947,2
38333,citibank,industria y comercio,a,pagos web,22,2,183796,1
38334,citibank,industria y comercio,a,pagos web,23,0,36670,1
38335,citibank,industria y comercio,a,pagos web,23,2,84665,1
38336,citibank,industria y comercio,a,pagos web,23,3,176072,1
38337,citibank,industria y comercio,n,pagos web,7,4,24315000,1
38338,citibank,industria y comercio,n,pagos web,8,0,4587000,1
38339,citibank,industria y comercio,n,pagos web,8,1,572424700,2
38340,citibank,industria y comercio,n,pagos web,9,0,65777230,2
38341,citibank,industria y comercio,n,pagos web,9,1,566297000,2
38342,citibank,industria y comercio,n,pagos web,10,0,55761201,1
38343,citibank,industria y comercio,n,pagos web,10,1,42924000,1
38344,citibank,industria y comercio,n,pagos web,10,2,347613649,4
38345,citibank,industria y comercio,n,pagos web,10,4,62990536,2
38346,citibank,industria y comercio,n,pagos web,11,0,28603,1
38347,citibank,industria y comercio,n,pagos web,11,1,7974054,2
38348,citibank,industria y comercio,n,pagos web,11,2,574799000,1
38349,citibank,industria y comercio,n,pagos web,11,4,46023000,1
38350,citibank,industria y comercio,n,pagos web,12,2,3091002,1
38351,citibank,industria y comercio,n,pagos web,12,3,408653000,1
38352,citibank,industria y comercio,n,pagos web,12,4,5950299,1
38353,citibank,industria y comercio,n,pagos web,13,0,14129000,1
38354,citibank,industria y comercio,n,pagos web,13,1,153611001,1
38355,citibank,industria y comercio,n,pagos web,13,2,712991950,3
38356,citibank,industria y comercio,n,pagos web,13,3,6247000,1
38357,citibank,industria y comercio,n,pagos web,13,4,75525999,1
38358,citibank,industria y comercio,n,pagos web,14,0,80046000,2
38359,citibank,industria y comercio,n,pagos web,14,1,85614302,5
38360,citibank,industria y comercio,n,pagos web,14,2,124491000,3
38361,citibank,industria y comercio,n,pagos web,14,3,43685,1
38362,citibank,industria y comercio,n,pagos web,14,4,127956254,4
38363,citibank,industria y comercio,n,pagos web,15,0,380000,1
38364,citibank,industria y comercio,n,pagos web,15,1,240610999,4
38365,citibank,industria y comercio,n,pagos web,15,2,704802584,6
38366,citibank,industria y comercio,n,pagos web,15,3,9419000,1
38367,citibank,industria y comercio,n,pagos web,16,0,296858000,2
38368,citibank,industria y comercio,n,pagos web,16,1,209155000,2
38369,citibank,industria y comercio,n,pagos web,16,2,414949234,5
38370,citibank,industria y comercio,n,pagos web,16,3,4986000,1
38371,citibank,industria y comercio,n,pagos web,16,4,51260598,2
38372,citibank,industria y comercio,n,pagos web,17,0,80372451,2
38373,citibank,industria y comercio,n,pagos web,17,1,105206000,2
38374,citibank,industria y comercio,n,pagos web,17,3,7070000,1
38375,citibank,industria y comercio,n,pagos web,18,3,3398284,2
38376,citibank,industria y comercio,n,pagos web,18,4,4124001,1
38377,citibank,industria y comercio,n,pagos web,20,3,17964399,1
38378,citibank,industria y comercio,p,pagos web,0,0,36000,1
38379,citibank,industria y comercio,p,pagos web,0,2,5486072,1
38380,citibank,industria y comercio,p,pagos web,0,3,53604,1
38381,citibank,industria y comercio,p,pagos web,0,4,1210164,3
38382,citibank,industria y comercio,p,pagos web,4,2,72654,1
38383,citibank,industria y comercio,p,pagos web,5,4,149518,2
38384,citibank,industria y comercio,p,pagos web,5,5,153471,2
38385,citibank,industria y comercio,p,pagos web,5,6,1053940,2
38386,citibank,industria y comercio,p,pagos web,6,1,1633429,4
38387,citibank,industria y comercio,p,pagos web,6,2,558732,1
38388,citibank,industria y comercio,p,pagos web,6,3,118800,3
38389,citibank,industria y comercio,p,pagos web,6,4,3068365,4
38390,citibank,industria y comercio,p,pagos web,6,5,425501,1
38391,citibank,industria y comercio,p,pagos web,6,6,101518,1
38392,citibank,industria y comercio,p,pagos web,7,0,279717125,5
38393,citibank,industria y comercio,p,pagos web,7,1,59420696,12
38394,citibank,industria y comercio,p,pagos web,7,2,77003526,13
38395,citibank,industria y comercio,p,pagos web,7,3,4444648,11
38396,citibank,industria y comercio,p,pagos web,7,4,48637874,4
38397,citibank,industria y comercio,p,pagos web,7,5,1115062,1
38398,citibank,industria y comercio,p,pagos web,8,0,410531130,19
38399,citibank,industria y comercio,p,pagos web,8,1,1247561741,28
38400,citibank,industria y comercio,p,pagos web,8,2,185947344,22
38401,citibank,industria y comercio,p,pagos web,8,3,64151485,21
38402,citibank,industria y comercio,p,pagos web,8,4,675936433,24
38403,citibank,industria y comercio,p,pagos web,8,5,2585603,5
38404,citibank,industria y comercio,p,pagos web,8,6,4686371,1
38405,citibank,industria y comercio,p,pagos web,9,0,646319290,30
38406,citibank,industria y comercio,p,pagos web,9,1,877147743,47
38407,citibank,industria y comercio,p,pagos web,9,2,425931277,50
38408,citibank,industria y comercio,p,pagos web,9,3,438165119,28
38409,citibank,industria y comercio,p,pagos web,9,4,875869459,48
38410,citibank,industria y comercio,p,pagos web,9,5,745545,6
38411,citibank,industria y comercio,p,pagos web,9,6,64000,2
38412,citibank,industria y comercio,p,pagos web,10,0,1040862520,43
38413,citibank,industria y comercio,p,pagos web,10,1,839816273,42
38414,citibank,industria y comercio,p,pagos web,10,2,819721947,43
38415,citibank,industria y comercio,p,pagos web,10,3,352923224,53
38416,citibank,industria y comercio,p,pagos web,10,4,1599393624,45
38417,citibank,industria y comercio,p,pagos web,10,5,2970335,7
38418,citibank,industria y comercio,p,pagos web,10,6,295074,3
38419,citibank,industria y comercio,p,pagos web,11,0,2716081953,43
38420,citibank,industria y comercio,p,pagos web,11,1,3351522803,41
38421,citibank,industria y comercio,p,pagos web,11,2,5855844546,58
38422,citibank,industria y comercio,p,pagos web,11,3,198578498,57
38423,citibank,industria y comercio,p,pagos web,11,4,1807347097,58
38424,citibank,industria y comercio,p,pagos web,11,5,18258288,14
38425,citibank,industria y comercio,p,pagos web,11,6,560223,5
38426,citibank,industria y comercio,p,pagos web,12,0,5927486480,43
38427,citibank,industria y comercio,p,pagos web,12,1,4581970644,47
38428,citibank,industria y comercio,p,pagos web,12,2,1219148356,49
38429,citibank,industria y comercio,p,pagos web,12,3,3043554390,48
38430,citibank,industria y comercio,p,pagos web,12,4,1576779094,46
38431,citibank,industria y comercio,p,pagos web,12,5,1555908,12
38432,citibank,industria y comercio,p,pagos web,12,6,8095734,5
38433,citibank,industria y comercio,p,pagos web,13,0,1548211301,29
38434,citibank,industria y comercio,p,pagos web,13,1,639395117,32
38435,citibank,industria y comercio,p,pagos web,13,2,325418504,35
38436,citibank,industria y comercio,p,pagos web,13,3,298960126,27
38437,citibank,industria y comercio,p,pagos web,13,4,1463868816,43
38438,citibank,industria y comercio,p,pagos web,13,5,5018198,5
38439,citibank,industria y comercio,p,pagos web,13,6,108000,3
38440,citibank,industria y comercio,p,pagos web,14,0,2007088366,39
38441,citibank,industria y comercio,p,pagos web,14,1,759082064,59
38442,citibank,industria y comercio,p,pagos web,14,2,2337710653,45
38443,citibank,industria y comercio,p,pagos web,14,3,3257992230,52
38444,citibank,industria y comercio,p,pagos web,14,4,2435927139,60
38445,citibank,industria y comercio,p,pagos web,14,5,1055764,6
38446,citibank,industria y comercio,p,pagos web,14,6,112140,2
38447,citibank,industria y comercio,p,pagos web,15,0,4670190713,60
38448,citibank,industria y comercio,p,pagos web,15,1,4980216012,65
38449,citibank,industria y comercio,p,pagos web,15,2,2318407767,64
38450,citibank,industria y comercio,p,pagos web,15,3,3587623454,52
38451,citibank,industria y comercio,p,pagos web,15,4,2451338031,69
38452,citibank,industria y comercio,p,pagos web,15,5,9824272,6
38453,citibank,industria y comercio,p,pagos web,15,6,102729,3
38454,citibank,industria y comercio,p,pagos web,16,0,2702219355,50
38455,citibank,industria y comercio,p,pagos web,16,1,2367951879,57
38456,citibank,industria y comercio,p,pagos web,16,2,2703733630,47
38457,citibank,industria y comercio,p,pagos web,16,3,644894849,42
38458,citibank,industria y comercio,p,pagos web,16,4,495476409,50
38459,citibank,industria y comercio,p,pagos web,16,5,131732,2
38460,citibank,industria y comercio,p,pagos web,16,6,636707,2
38461,citibank,industria y comercio,p,pagos web,17,0,194247760,21
38462,citibank,industria y comercio,p,pagos web,17,1,712470993,42
38463,citibank,industria y comercio,p,pagos web,17,2,843811295,24
38464,citibank,industria y comercio,p,pagos web,17,3,407780677,37
38465,citibank,industria y comercio,p,pagos web,17,4,26701525,21
38466,citibank,industria y comercio,p,pagos web,17,5,9645204,8
38467,citibank,industria y comercio,p,pagos web,17,6,323982,3
38468,citibank,industria y comercio,p,pagos web,18,0,99983644,17
38469,citibank,industria y comercio,p,pagos web,18,1,193434504,22
38470,citibank,industria y comercio,p,pagos web,18,2,609993841,17
38471,citibank,industria y comercio,p,pagos web,18,3,40083591,11
38472,citibank,industria y comercio,p,pagos web,18,4,5701390,11
38473,citibank,industria y comercio,p,pagos web,18,5,1717907,5
38474,citibank,industria y comercio,p,pagos web,18,6,4967825,4
38475,citibank,industria y comercio,p,pagos web,19,0,2575053,11
38476,citibank,industria y comercio,p,pagos web,19,1,447872319,12
38477,citibank,industria y comercio,p,pagos web,19,2,11666586,12
38478,citibank,industria y comercio,p,pagos web,19,3,492007,8
38479,citibank,industria y comercio,p,pagos web,19,4,31136631,9
38480,citibank,industria y comercio,p,pagos web,19,5,2724874,4
38481,citibank,industria y comercio,p,pagos web,19,6,1164695,5
38482,citibank,industria y comercio,p,pagos web,20,0,7806024,10
38483,citibank,industria y comercio,p,pagos web,20,1,27259992,11
38484,citibank,industria y comercio,p,pagos web,20,2,820755,9
38485,citibank,industria y comercio,p,pagos web,20,3,4785519,10
38486,citibank,industria y comercio,p,pagos web,20,4,13611118,6
38487,citibank,industria y comercio,p,pagos web,20,5,577341,3
38488,citibank,industria y comercio,p,pagos web,20,6,772285,5
38489,citibank,industria y comercio,p,pagos web,21,0,5545820,7
38490,citibank,industria y comercio,p,pagos web,21,1,2937956,6
38491,citibank,industria y comercio,p,pagos web,21,2,4152065,9
38492,citibank,industria y comercio,p,pagos web,21,3,3106929,8
38493,citibank,industria y comercio,p,pagos web,21,4,420931,6
38494,citibank,industria y comercio,p,pagos web,21,5,108058,1
38495,citibank,industria y comercio,p,pagos web,21,6,533481,5
38496,citibank,industria y comercio,p,pagos web,22,0,614075,3
38497,citibank,industria y comercio,p,pagos web,22,1,303793,5
38498,citibank,industria y comercio,p,pagos web,22,2,1025473,6
38499,citibank,industria y comercio,p,pagos web,22,3,2771272,8
38500,citibank,industria y comercio,p,pagos web,22,4,419528,2
38501,citibank,industria y comercio,p,pagos web,22,5,48000,1
38502,citibank,industria y comercio,p,pagos web,22,6,202686,3
38503,citibank,industria y comercio,p,pagos web,23,0,1994002,4
38504,citibank,industria y comercio,p,pagos web,23,1,585171,4
38505,citibank,industria y comercio,p,pagos web,23,3,2335993,4
38506,citibank,industria y comercio,p,pagos web,23,4,410392,3
38507,citibank,industria y comercio,p,pagos web,23,5,56939,1
38508,citibank,ingresos no tributarios,p,pagos web,13,2,429560,1
38509,citibank,ingresos no tributarios,p,pagos web,14,0,5015701,1
38510,citibank,ingresos no tributarios,p,pagos web,16,3,78160200,3
38511,citibank,rentas contractuales,n,pagos web,9,2,47943223,1
38512,citibank,rentas contractuales,p,pagos web,11,2,484330,1
38513,citibank,rentas contractuales,p,pagos web,12,4,484330,1
38514,citibank,rentas contractuales,p,pagos web,18,2,484330,1
38515,citibank,retencion ica,n,pagos web,11,4,11258000,1
38516,citibank,retencion ica,n,pagos web,12,3,11884000,1
38517,citibank,retencion ica,n,pagos web,13,3,546000,1
38518,citibank,retencion ica,n,pagos web,15,2,565000,1
38519,citibank,retencion ica,n,pagos web,15,3,558000,1
38520,citibank,retencion ica,n,pagos web,15,4,33834000,1
38521,citibank,retencion ica,n,pagos web,16,0,3576000,1
38522,citibank,retencion ica,n,pagos web,16,1,2369000,2
38523,citibank,retencion ica,n,pagos web,16,2,9084000,2
38524,citibank,retencion ica,n,pagos web,16,3,515000,1
38525,citibank,retencion ica,p,pagos web,7,4,3000,1
38526,citibank,retencion ica,p,pagos web,8,1,11000,1
38527,citibank,retencion ica,p,pagos web,8,2,1943000,1
38528,citibank,retencion ica,p,pagos web,8,3,1977000,2
38529,citibank,retencion ica,p,pagos web,9,1,461000,1
38530,citibank,retencion ica,p,pagos web,9,2,5852000,2
38531,citibank,retencion ica,p,pagos web,9,3,1420000,2
38532,citibank,retencion ica,p,pagos web,9,4,176000,2
38533,citibank,retencion ica,p,pagos web,10,0,3208000,5
38534,citibank,retencion ica,p,pagos web,10,2,4880000,5
38535,citibank,retencion ica,p,pagos web,10,3,10741000,3
38536,citibank,retencion ica,p,pagos web,10,4,8134000,5
38537,citibank,retencion ica,p,pagos web,11,0,1009000,3
38538,citibank,retencion ica,p,pagos web,11,1,50066000,7
38539,citibank,retencion ica,p,pagos web,11,2,100150200,11
38540,citibank,retencion ica,p,pagos web,11,3,1580000,1
38541,citibank,retencion ica,p,pagos web,11,4,6124000,6
38542,citibank,retencion ica,p,pagos web,12,0,104071000,7
38543,citibank,retencion ica,p,pagos web,12,1,131967000,8
38544,citibank,retencion ica,p,pagos web,12,2,12146000,11
38545,citibank,retencion ica,p,pagos web,12,3,86180000,4
38546,citibank,retencion ica,p,pagos web,12,4,83456000,16
38547,citibank,retencion ica,p,pagos web,13,0,7579000,3
38548,citibank,retencion ica,p,pagos web,13,1,2925000,1
38549,citibank,retencion ica,p,pagos web,13,2,175000,2
38550,citibank,retencion ica,p,pagos web,13,3,128000,2
38551,citibank,retencion ica,p,pagos web,13,4,4764000,4
38552,citibank,retencion ica,p,pagos web,14,0,100894000,10
38553,citibank,retencion ica,p,pagos web,14,1,7972000,7
38554,citibank,retencion ica,p,pagos web,14,2,67110080,10
38555,citibank,retencion ica,p,pagos web,14,3,8347000,7
38556,citibank,retencion ica,p,pagos web,14,4,34667000,3
38557,citibank,retencion ica,p,pagos web,15,0,22274000,6
38558,citibank,retencion ica,p,pagos web,15,1,50784040,15
38559,citibank,retencion ica,p,pagos web,15,2,3335000,8
38560,citibank,retencion ica,p,pagos web,15,3,70136000,15
38561,citibank,retencion ica,p,pagos web,15,4,42291000,7
38562,citibank,retencion ica,p,pagos web,16,0,35494000,5
38563,citibank,retencion ica,p,pagos web,16,1,26802000,15
38564,citibank,retencion ica,p,pagos web,16,2,25043040,6
38565,citibank,retencion ica,p,pagos web,16,3,105724000,5
38566,citibank,retencion ica,p,pagos web,16,4,9000,1
38567,citibank,retencion ica,p,pagos web,17,1,6116000,8
38568,citibank,retencion ica,p,pagos web,17,2,17514000,5
38569,citibank,retencion ica,p,pagos web,17,3,5004000,3
38570,citibank,retencion ica,p,pagos web,17,4,2928000,2
38571,citibank,retencion ica,p,pagos web,18,0,247000,1
38572,citibank,retencion ica,p,pagos web,18,1,191000,2
38573,citibank,retencion ica,p,pagos web,18,2,3120000,1
38574,citibank,retencion ica,p,pagos web,19,3,171000,1
38575,citibank,retencion ica,p,pagos web,20,1,65000,1
38576,citibank,servicios,p,pagos web,22,3,5400,1
38577,"citibank (hong kong), ltd.",impuesto predial,p,pagos web,12,2,1289484,1
38578,"citibank (hong kong), ltd.",impuesto predial,p,pagos web,13,1,644742,1
38579,citibank del peru s.a.,impuesto predial,p,pagos web,16,4,9325062,2
38580,citibank n.a.,delineación urbana,p,pagos web,16,3,3817000,1
38581,citibank n.a.,facilidades,n,pagos web,8,1,310074,2
38582,citibank n.a.,facilidades,p,pagos web,8,3,18268396,3
38583,citibank n.a.,facilidades,p,pagos web,11,0,229302,1
38584,citibank n.a.,facilidades,p,pagos web,13,2,11872896,1
38585,citibank n.a.,facilidades,p,pagos web,13,5,1425299,1
38586,citibank n.a.,facilidades,p,pagos web,14,1,104602,1
38587,citibank n.a.,facilidades,p,pagos web,14,3,16170051,2
38588,citibank n.a.,facilidades,p,pagos web,17,2,673076,1
38589,citibank n.a.,impuesto predial,a,pagos web,7,6,1484482,1
38590,citibank n.a.,impuesto predial,a,pagos web,12,1,6183125,1
38591,citibank n.a.,impuesto predial,a,pagos web,12,3,100194,1
38592,citibank n.a.,impuesto predial,a,pagos web,15,4,612824,1
38593,citibank n.a.,impuesto predial,a,pagos web,20,2,203407,1
38594,citibank n.a.,impuesto predial,n,pagos web,9,0,5374704,4
38595,citibank n.a.,impuesto predial,n,pagos web,9,3,10900108,1
38596,citibank n.a.,impuesto predial,n,pagos web,10,0,433325,1
38597,citibank n.a.,impuesto predial,n,pagos web,10,3,3093582,2
38598,citibank n.a.,impuesto predial,n,pagos web,10,4,10993648,2
38599,citibank n.a.,impuesto predial,n,pagos web,11,1,1075580,1
38600,citibank n.a.,impuesto predial,n,pagos web,12,1,1075580,1
38601,citibank n.a.,impuesto predial,n,pagos web,12,2,2067199,2
38602,citibank n.a.,impuesto predial,n,pagos web,12,3,2780541,1
38603,citibank n.a.,impuesto predial,n,pagos web,12,5,2184462,2
38604,citibank n.a.,impuesto predial,n,pagos web,12,6,4137046,1
38605,citibank n.a.,impuesto predial,n,pagos web,13,4,2107023,2
38606,citibank n.a.,impuesto predial,n,pagos web,13,5,1692183,1
38607,citibank n.a.,impuesto predial,n,pagos web,14,0,1003952,1
38608,citibank n.a.,impuesto predial,n,pagos web,14,3,986860,1
38609,citibank n.a.,impuesto predial,n,pagos web,14,4,838194,2
38610,citibank n.a.,impuesto predial,n,pagos web,14,5,1641808,2
38611,citibank n.a.,impuesto predial,n,pagos web,15,5,510461,1
38612,citibank n.a.,impuesto predial,n,pagos web,16,0,8334544,3
38613,citibank n.a.,impuesto predial,n,pagos web,16,3,843288,1
38614,citibank n.a.,impuesto predial,n,pagos web,16,5,4251674,2
38615,citibank n.a.,impuesto predial,n,pagos web,17,1,58899,2
38616,citibank n.a.,impuesto predial,n,pagos web,17,2,8450,1
38617,citibank n.a.,impuesto predial,n,pagos web,17,5,553197,1
38618,citibank n.a.,impuesto predial,n,pagos web,18,3,4992574,1
38619,citibank n.a.,impuesto predial,n,pagos web,18,4,4087665,1
38620,citibank n.a.,impuesto predial,n,pagos web,19,6,1112543,1
38621,citibank n.a.,impuesto predial,n,pagos web,21,6,321645,1
38622,citibank n.a.,impuesto predial,p,pagos web,7,0,521681,1
38623,citibank n.a.,impuesto predial,p,pagos web,7,3,116788,1
38624,citibank n.a.,impuesto predial,p,pagos web,8,0,3171582,2
38625,citibank n.a.,impuesto predial,p,pagos web,8,1,1940349,2
38626,citibank n.a.,impuesto predial,p,pagos web,8,2,8280274,2
38627,citibank n.a.,impuesto predial,p,pagos web,8,4,1784431,2
38628,citibank n.a.,impuesto predial,p,pagos web,9,0,8467931,3
38629,citibank n.a.,impuesto predial,p,pagos web,9,1,8555458,9
38630,citibank n.a.,impuesto predial,p,pagos web,9,2,13751983,4
38631,citibank n.a.,impuesto predial,p,pagos web,9,3,2580732,1
38632,citibank n.a.,impuesto predial,p,pagos web,9,4,3087826,2
38633,citibank n.a.,impuesto predial,p,pagos web,9,5,2882536,1
38634,citibank n.a.,impuesto predial,p,pagos web,9,6,20617375,5
38635,citibank n.a.,impuesto predial,p,pagos web,10,1,16755927,1
38636,citibank n.a.,impuesto predial,p,pagos web,10,2,2614552,3
38637,citibank n.a.,impuesto predial,p,pagos web,10,3,12801496,3
38638,citibank n.a.,impuesto predial,p,pagos web,10,4,13173722,7
38639,citibank n.a.,impuesto predial,p,pagos web,10,5,6523294,4
38640,citibank n.a.,impuesto predial,p,pagos web,11,0,7178792,2
38641,citibank n.a.,impuesto predial,p,pagos web,11,1,2257258,4
38642,citibank n.a.,impuesto predial,p,pagos web,11,2,2417504,2
38643,citibank n.a.,impuesto predial,p,pagos web,11,3,2903367,2
38644,citibank n.a.,impuesto predial,p,pagos web,11,4,2878,1
38645,citibank n.a.,impuesto predial,p,pagos web,12,0,2829056,3
38646,citibank n.a.,impuesto predial,p,pagos web,12,1,1486887,2
38647,citibank n.a.,impuesto predial,p,pagos web,12,2,1944521,1
