Banco,Contrato,Origen,Hora,Tipo archivo recaudo,Cuenta
bancamia s.a.,impuesto predial,p,22,pagos web,4
bancamia s.a.,impuesto predial,p,21,pagos web,4
finandina,impuesto predial,n,10,pagos web,4
banco av villas s.a.,facilidades,p,19,pagos web,4
banco av villas s.a.,facilidades,p,23,pagos web,4
bancamia s.a.,impuesto predial,n,13,pagos web,4
finandina,impuesto predial,a,18,pagos web,4
banco av villas s.a.,impuesto predial,a,20,pagos web,4
banco av villas s.a.,impuesto predial,a,23,pagos web,4
banco av villas s.a.,impuesto predial,n,6,pagos web,4
banco av villas s.a.,impuesto predial,n,15,pagos web,4
banco av villas s.a.,impuesto predial,n,16,pagos web,4
banco av villas s.a.,impuesto predial,n,18,pagos web,4
finandina,impuesto predial,a,23,pagos web,4
banco av villas s.a.,facilidades,p,11,pagos web,4
bancolombia s.a.- nequi,facilidades,p,11,pagos web,4
"capital one, national associat",impuesto predial,p,20,pagos web,4
scotiabank colpatria,industria y comercio,a,20,pagos web,4
scotiabank colpatria,industria y comercio,a,19,pagos web,4
bbva,recursos fonset,presencial,14,pagos presencial,4
banco av villas,retencion ica,p,18,pagos web,4
bancolombia - botón bancolombi,facilidades,a,23,pagos web,4
scotiabank colpatria,industria y comercio,a,14,pagos web,4
scotiabank colpatria s.a.,impuesto predial,a,6,pagos web,4
banco itau,circulacion y transito,p,16,pagos web,4
banco av villas,transferencias,p,15,pagos web,4
scotiabank colpatria,industria y comercio,a,13,pagos web,4
finandina,impuesto predial,a,16,pagos web,4
banco agrario,facilidades,p,19,pagos web,4
banco agrario,facilidades,p,9,pagos web,4
cf tech colombia sas,industria y comercio,n,16,pagos web,4
bancolombia s.a.- nequi,facilidades,p,9,pagos web,4
banco av villas s.a.,impuesto predial,n,19,pagos web,4
banco bbva colombia s.a.,retencion ica,n,11,pagos web,4
scotiabank colpatria,facilidades,a,18,pagos web,4
"capital one, national associat",impuesto predial,p,18,pagos web,4
bancolombia s.a.,facilidades,a,7,pagos web,4
confiar,aprov.esp.pub,presencial,11,pagos presencial,4
banco itau,otros ingresos,n,16,pagos web,4
bancolombia s.a.,delineación urbana,p,14,pagos web,4
bancolombia s.a.,delineación urbana,p,13,pagos web,4
banco bbva colombia s.a.,circulacion y transito,n,14,pagos web,4
banco gnb sudameris,retencion ica,p,8,pagos web,4
banco bbva colombia s.a.,circulacion y transito,n,17,pagos web,4
confiar,delineación urbana,presencial,13,pagos presencial,4
confiar,delineación urbana,presencial,14,pagos presencial,4
bancolombia s.a.- nequi,impuesto predial,n,15,pagos web,4
bancolombia s.a.,circulacion y transito,p,23,pagos web,4
banco bbva colombia s.a.,circulacion y transito,p,8,pagos web,4
citibank,circulacion y transito,p,12,pagos web,4
bancolombia s.a.,facilidades,a,18,pagos web,4
bancolombia s.a.- nequi,facilidades,p,17,pagos web,4
bancolombia s.a.- nequi,impuesto predial,a,7,pagos web,4
bancolombia s.a.- nequi,facilidades,p,20,pagos web,4
bancolombia s.a.- nequi,facilidades,p,21,pagos web,4
scotiabank colpatria s.a.,impuesto predial,p,3,pagos web,4
banco itau,alumbrado publico,p,19,pagos web,4
scotiabank colpatria s.a.,impuesto predial,p,4,pagos web,4
financiera coomeva,impuesto predial,p,5,pagos web,4
banco popular s.a.,impuesto predial,n,18,pagos web,4
bancolombia s.a.,facilidades,a,19,pagos web,4
scotiabank colpatria,impuesto predial,a,4,pagos web,4
banco bbva colombia,impuesto predial,p,16,pagos web,4
banco bbva colombia s.a.,alumbrado publico,p,20,pagos web,4
bancolombia s.a.- nequi,impuesto predial,a,13,pagos web,4
banco gnb sudameris,retencion ica,p,18,pagos web,4
banco bbva colombia s.a.,aprov.esp.pub,p,12,pagos web,4
scotiabank colpatria s.a.,facilidades,p,20,pagos web,4
banco agrario,impuesto predial,a,20,pagos web,4
bogota_1,rendimientos financieros y recursos no ejecutados,presencial,12,pagos presencial,4
compania de financiamiento tuy,impuesto predial,n,23,pagos web,4
banco popular,recursos fonset,n,16,pagos web,4
banco av villas,facilidades,n,10,pagos web,4
banco av villas,facilidades,n,16,pagos web,4
bancolombia s.a.,publicidad exterior visual,p,16,pagos web,4
scotiabank colpatria,rendimientos financieros y recursos no ejecutados,n,17,pagos web,4
banco itau,facilidades,p,21,pagos web,4
bancolombia s.a.,rentas contractuales,n,12,pagos web,4
banco itau,impuesto predial,a,13,pagos web,4
banco agrario,publicidad exterior visual,p,11,pagos web,4
banco av villas,impuesto predial,n,6,pagos web,4
banco agrario,publicidad exterior visual,p,10,pagos web,4
bancolombia s.a.,rentas contractuales,n,15,pagos web,4
bancolombia s.a.,rentas contractuales,p,8,pagos web,4
bancolombia s.a.,rentas contractuales,p,16,pagos web,4
bancolombia s.a.,publicidad exterior visual,p,12,pagos web,4
scotiabank colpatria,rentas contractuales,p,12,pagos web,4
bancolombia s.a.,servicios,n,18,pagos web,4
bogota_1,servicios,presencial,17,pagos presencial,4
banco agrario,retencion ica,p,9,pagos web,4
bancolombia s.a.,ingresos no tributarios,p,22,pagos web,4
banco itau,impuesto predial,a,22,pagos web,4
banco popular,rendimientos financieros y recursos no ejecutados,n,10,pagos web,4
banco av villas,alumbrado publico,p,15,pagos web,4
scotiabank colpatria s.a.,circulacion y transito,p,9,pagos web,4
compania de financiamiento tuy,industria y comercio,n,11,pagos web,4
bancolombia s.a.,publicidad exterior visual,p,9,pagos web,4
banco agrario,recursos fonset,p,15,pagos web,4
banco itau,impuesto predial,p,1,pagos web,4
bancolombia s.a.,publicidad exterior visual,p,8,pagos web,4
compania de financiamiento tuy,industria y comercio,n,20,pagos web,4
scotiabank colpatria,retencion ica,p,8,pagos web,4
banco av villas,circulacion y transito,p,12,pagos web,4
bancolombia s.a.,rentas contractuales,p,18,pagos web,4
scotiabank colpatria,publicidad exterior visual,p,13,pagos web,4
bancolombia s.a.,rentas contractuales,p,21,pagos web,4
banco av villas,publicidad exterior visual,p,14,pagos web,4
banco av villas,otros ingresos,p,12,pagos web,4
banco popular,otros ingresos,p,12,pagos web,4
banco av villas,otros ingresos,p,15,pagos web,4
banco av villas,otros ingresos,p,17,pagos web,4
banco av villas,publicidad exterior visual,p,9,pagos web,4
banco agrario,impuesto predial,n,12,pagos web,4
citibank,circulacion y transito,p,9,pagos web,4
banco popular,publicidad exterior visual,p,14,pagos web,4
banco av villas,recursos fonset,p,18,pagos web,4
bbva,recursos fonset,presencial,11,pagos presencial,4
finandina,facilidades,p,21,pagos web,4
scotiabank colpatria,industria y comercio,n,22,pagos web,4
banco itau,estampilla procultura,p,11,pagos web,4
banco av villas,rentas contractuales,p,10,pagos web,4
banco agrario,impuesto predial,p,23,pagos web,4
banco popular,otros ingresos,p,15,pagos web,4
bancolombia s.a.,retencion ica,p,13,pagos web,4
scotiabank colpatria,ingresos no tributarios,p,9,pagos web,4
bancolombia s.a.,retencion ica,n,15,pagos web,4
financiera juriscoop,impuesto predial,p,19,pagos web,4
bancolombia s.a.,impuesto telefonico,p,13,pagos web,4
bancolombia s.a.,impuesto telefonico,p,15,pagos web,4
banco popular,otros ingresos,p,17,pagos web,4
bancolombia s.a.,impuesto telefonico,p,20,pagos web,4
bancolombia s.a.,impuesto telefonico,p,21,pagos web,4
scotiabank colpatria,otros ingresos,p,8,pagos web,4
scotiabank colpatria,otros ingresos,p,9,pagos web,4
davivienda,multas codigo de policia,presencial,10,pagos presencial,4
banco av villas,industria y comercio,n,11,pagos web,4
banco av villas,industria y comercio,n,7,pagos web,4
banco itau,facilidades,p,13,pagos web,4
bancolombia s.a.- nequi,impuesto predial,p,6,pagos web,4
banco bbva colombia s.a.,circulacion y transito,p,12,pagos web,4
bbva,rendimientos financieros y recursos no ejecutados,presencial,14,pagos presencial,4
banco santander,impuesto predial,a,18,pagos web,4
bancoomeva s.a.,impuesto predial,n,14,pagos web,4
bancoomeva s.a.,impuesto predial,n,15,pagos web,4
banco bbva colombia s.a.,ingresos no tributarios,p,17,pagos web,4
ripley visa,industria y comercio,p,12,pagos web,4
cfa,circulacion y transito,presencial,10,pagos presencial,4
ripley visa,industria y comercio,p,9,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,p,7,pagos web,4
ripley visa,industria y comercio,p,13,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,p,6,pagos web,4
colpatria,publicidad exterior visual,presencial,14,pagos presencial,4
bancolombia - botón bancolombi,rentas contractuales,p,4,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,p,0,pagos web,4
banco bbva colombia s.a.,otros ingresos,p,11,pagos web,4
sempli s.a.s.,industria y comercio,p,8,pagos web,4
bancoomeva s.a.,impuesto predial,n,13,pagos web,4
banco itau,retencion ica,n,15,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,12,pagos web,4
banco santander,facilidades,p,21,pagos web,4
sempli s.a.s.,impuesto predial,p,12,pagos web,4
cfa,alumbrado publico,presencial,14,pagos presencial,4
bbva,delineación urbana,presencial,15,pagos presencial,4
banco itau,retencion ica,n,11,pagos web,4
"santander bank, na",impuesto predial,n,18,pagos web,4
bancoomeva s.a.,impuesto predial,a,10,pagos web,4
banco bbva colombia s.a.,industria y comercio,a,17,pagos web,4
banco bbva colombia s.a.,industria y comercio,p,1,pagos web,4
confiar,rentas contractuales,presencial,16,pagos presencial,4
bancolombia - botón bancolombi,servicios,n,1,pagos web,4
finandina,movilidad,p,10,pagos web,4
royal bank of canada,impuesto predial,p,12,pagos web,4
bancolombia - botón bancolombi,retencion ica,p,12,pagos web,4
confiar,retencion ica,presencial,13,pagos presencial,4
sempli s.a.s.,industria y comercio,p,12,pagos web,4
banco bbva colombia s.a.,recursos fonset,n,13,pagos web,4
citibank,alumbrado publico,p,18,pagos web,4
banco gnb sudameris,impuesto predial,a,11,pagos web,4
bancoomeva s.a.,industria y comercio,p,21,pagos web,4
bancoomeva s.a.,industria y comercio,p,22,pagos web,4
confiar cooperativa financiera,impuesto predial,a,7,pagos web,4
confiar cooperativa financiera,impuesto predial,a,9,pagos web,4
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,n,11,pagos web,4
bogota_1,ingresos no tributarios,presencial,13,pagos presencial,4
banco bbva colombia s.a.,retencion ica,n,9,pagos web,4
av villas,facilidades,p,17,pagos web,4
asociacion gremial de instituc,impuesto predial,p,13,pagos web,4
banco santander,industria y comercio,p,7,pagos web,4
bancoomeva s.a.,retencion ica,p,13,pagos web,4
confiar cooperativa financiera,impuesto predial,a,18,pagos web,4
bancolombia - botón bancolombi,publicidad exterior visual,p,18,pagos web,4
bancolombia - botón bancolombi,publicidad exterior visual,p,17,pagos web,4
gnb,circulacion y transito,presencial,11,pagos presencial,4
falabella,industria y comercio,a,10,pagos web,4
gnb,circulacion y transito,presencial,9,pagos presencial,4
asociacion gremial de instituc,impuesto predial,p,21,pagos web,4
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,p,20,pagos web,4
bancolombia - botón bancolombi,rendimientos financieros y recursos no ejecutados,p,21,pagos web,4
banco itau,transferencias,p,11,pagos web,4
bbva,delineación urbana,presencial,8,pagos presencial,4
confiar cooperativa financiera,facilidades,p,9,pagos web,4
serfinansa,impuesto predial,p,17,pagos web,4
banco gnb sudameris,impuesto predial,n,13,pagos web,4
gnb,alumbrado publico,presencial,9,pagos presencial,4
banco gnb sudameris,impuesto predial,n,19,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,a,21,pagos web,4
sempli s.a.s.,industria y comercio,p,17,pagos web,4
bancolombia - botón bancolombi,rentas contractuales,n,6,pagos web,4
banco bbva colombia s.a.,recursos fonset,p,19,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,15,pagos web,4
bancolombia - botón bancolombi,servicios,n,21,pagos web,4
banco itau,otros ingresos,p,12,pagos web,4
banco gnb sudameris,rendimientos financieros y recursos no ejecutados,n,16,pagos web,4
bancolombia s.a.,circulacion y transito,n,9,pagos web,4
scotiabank colpatria,circulacion y transito,p,15,pagos web,4
scotiabank colpatria s.a.,industria y comercio,p,0,pagos web,4
scotiabank colpatria s.a.,industria y comercio,p,1,pagos web,4
avvillas,ingresos no tributarios,presencial,13,pagos presencial,4
davivienda,impuesto telefonico,presencial,8,pagos presencial,4
banco bbva colombia s.a.,estampilla procultura,p,18,pagos web,4
banco itau,publicidad exterior visual,p,12,pagos web,4
scotiabank colpatria,circulacion y transito,p,11,pagos web,4
banco bbva colombia s.a.,facilidades,a,9,pagos web,4
avvillas,impuesto telefonico,presencial,14,pagos presencial,4
banco bbva colombia s.a.,facilidades,a,18,pagos web,4
bancolombia s.a.,aprov.esp.pub,n,18,pagos web,4
finandina,industria y comercio,p,9,pagos web,4
scotiabank colpatria s.a.,industria y comercio,n,18,pagos web,4
bancolombia s.a.,circulacion y transito,n,11,pagos web,4
av villas,impuesto predial,p,0,pagos web,4
finandina,industria y comercio,p,7,pagos web,4
banco popular,industria y comercio,n,11,pagos web,4
banco bbva colombia s.a.,circulacion y transito,p,22,pagos web,4
scotiabank colpatria s.a.,industria y comercio,n,9,pagos web,4
scotiabank colpatria s.a.,industria y comercio,n,11,pagos web,4
bogota_1,préstamos hipotecarios,presencial,7,pagos presencial,4
scotiabank colpatria,deguello de ganado,p,14,pagos web,4
bancolombia s.a.,circulacion y transito,p,7,pagos web,4
banco gnb sudameris,rendimientos financieros y recursos no ejecutados,p,7,pagos web,4
bancolombia s.a.,circulacion y transito,p,6,pagos web,4
banco popular,industria y comercio,n,9,pagos web,4
banco popular s.a.,impuesto predial,p,23,pagos web,4
scotiabank colpatria,circulacion y transito,p,20,pagos web,4
scotiabank colpatria,circulacion y transito,p,18,pagos web,4
bancolombia s.a.,circulacion y transito,n,15,pagos web,4
avvillas,impuesto telefonico,presencial,11,pagos presencial,4
avvillas,impuesto telefonico,presencial,10,pagos presencial,4
commonwealth bank of australia,impuesto predial,p,20,pagos web,4
bancolombia - botón bancolombi,servicios,p,18,pagos web,4
confiar,préstamos hipotecarios,presencial,8,pagos presencial,4
scotiabank colpatria,aprov.esp.pub,n,10,pagos web,4
confiar,préstamos hipotecarios,presencial,16,pagos presencial,4
confiar,rendimientos financieros y recursos no ejecutados,presencial,11,pagos presencial,4
colpatria,servicios,presencial,15,pagos presencial,4
colpatria,servicios,presencial,14,pagos presencial,4
av villas,impuesto predial,p,6,pagos web,4
davivienda,préstamos hipotecarios,presencial,7,pagos presencial,4
"capital one, national associat",impuesto predial,n,9,pagos web,4
banco bbva colombia s.a.,impuesto predial,w,16,pagos web,4
colpatria,servicios,presencial,11,pagos presencial,4
bancolombia - botón bancolombi,servicios,p,11,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,9,pagos web,4
banco bbva colombia s.a.,impuesto telefonico,p,11,pagos web,4
coltefinanciera,facilidades,n,12,pagos web,4
bancoomeva,impuesto predial,p,23,pagos web,4
banco gnb sudameris,industria y comercio,n,14,pagos web,4
bancoomeva,impuesto predial,p,18,pagos web,4
davivienda,espectaculos publicos,presencial,10,pagos presencial,4
bancolombia cayman,impuesto predial,p,17,pagos web,4
bancolombia cayman,impuesto predial,p,19,pagos web,4
banco santander,circulacion y transito,p,20,pagos web,4
bancolombia s.a.,alumbrado publico,n,11,pagos web,4
bancolombia s.a.,alumbrado publico,n,12,pagos web,4
bancolombia s.a.,alumbrado publico,n,13,pagos web,4
coltefinanciera,publicidad exterior visual,p,11,pagos web,4
banco bbva colombia s.a.,facilidades,n,21,pagos web,4
bancolombia s.a.- nequi,industria y comercio,p,19,pagos web,4
avvillas,circulacion y transito,presencial,18,pagos presencial,4
banco bbva colombia s.a.,facilidades,n,10,pagos web,4
banco bbva colombia s.a.,facilidades,n,9,pagos web,4
banco colpatria,circulacion y transito,p,16,pagos web,4
bancolombia,cuotas partes jubilatorias,presencial,9,pagos presencial,4
banco bogota,industria y comercio,p,18,pagos web,4
inversora pichincha,impuesto predial,p,10,pagos web,4
bbva,industria y comercio,a,10,pagos web,4
itau corpbanca colombia s.a.,impuesto predial,a,17,pagos web,4
itau corpbanca colombia s.a.,circulacion y transito,p,9,pagos web,4
"chase bank usa, n.a.",impuesto predial,a,11,pagos web,4
banco davivienda,facilidades,p,1,pagos web,4
banco de bogota s.a.,facilidades,p,9,pagos web,4
nu pagamentos sa,impuesto predial,n,23,pagos web,4
nu pagamentos sa,impuesto predial,p,1,pagos web,4
banco davivienda,facilidades,a,20,pagos web,4
banco de bogota s.a.,facilidades,p,11,pagos web,4
bbva colombia s.a,facilidades,n,18,pagos web,4
banco de bogota s.a.,facilidades,p,18,pagos web,4
movii sa,impuesto predial,p,17,pagos web,4
banco de bogota s.a.,impuesto predial,a,8,pagos web,4
banco de bogota s.a.,impuesto predial,a,10,pagos web,4
cfa,préstamos hipotecarios,presencial,14,pagos presencial,4
cfa,préstamos hipotecarios,presencial,10,pagos presencial,4
"chase bank usa, n.a.",impuesto predial,n,13,pagos web,4
