Banco,Contrato,Origen,Hora,Tipo archivo recaudo,Cuenta
bogota_1,pot.,presencial,9,pagos presencial,5
scotiabank colpatria,circulacion y transito,a,11,pagos web,5
banco bbva colombia s.a.,facilidades,n,8,pagos web,5
banco bbva colombia s.a.,facilidades,n,11,pagos web,5
finandina,industria y comercio,p,18,pagos web,5
cfa,préstamos hipotecarios,presencial,15,pagos presencial,5
bogota_1,impuesto telefonico,presencial,14,pagos presencial,5
banco bbva colombia s.a.,facilidades,n,19,pagos web,5
bbva,impuesto predial,a,6,pagos web,5
bancolombia s.a.,alumbrado publico,n,14,pagos web,5
banco davivienda,ingresos no tributarios,p,15,pagos web,5
"banco de occidente, s.a.",industria y comercio,p,12,pagos web,5
banco davivienda,movilidad,p,9,pagos web,5
bancocajasocial,préstamos hipotecarios,presencial,8,pagos presencial,5
credibanco,impuesto predial,p,11,pagos web,5
bancocajasocial,pot.,presencial,16,pagos presencial,5
bcsc,industria y comercio,p,13,pagos web,5
banco santander,circulacion y transito,p,19,pagos web,5
"banco de occidente, s.a.",industria y comercio,p,17,pagos web,5
bancocajasocial,movilidad,presencial,12,pagos presencial,5
bancocajasocial,movilidad,presencial,11,pagos presencial,5
banco davivienda,impuesto telefonico,p,12,pagos web,5
"rappipay, s.a.s.",facilidades,p,13,pagos web,5
banco bbva colombia s.a.,ingresos no tributarios,p,15,pagos web,5
banco davivienda,delineación urbana,p,12,pagos web,5
cotrafa,aprov.esp.pub,presencial,13,pagos presencial,5
banco davivienda,delineación urbana,p,9,pagos web,5
banco falabella,ingresos no tributarios,p,13,pagos web,5
banco bbva colombia s.a.,otros ingresos,p,12,pagos web,5
banco bbva colombia s.a.,otros ingresos,p,13,pagos web,5
banco colpatria pricesmart,impuesto predial,a,10,pagos web,5
"rappipay, s.a.s.",facilidades,p,21,pagos web,5
banco bbva colombia s.a.,ingresos no tributarios,p,10,pagos web,5
banco santander,impuesto predial,n,18,pagos web,5
banco bbva colombia s.a.,recursos fonset,n,11,pagos web,5
banco bbva colombia s.a.,recursos fonset,n,14,pagos web,5
banco bbva colombia s.a.,recursos fonset,n,15,pagos web,5
bancolombia,retencion ica,n,22,pagos web,5
banco davivienda,circulacion y transito,n,19,pagos web,5
bancolombia - botón bancolombi,rentas contractuales,n,0,pagos web,5
banco caja social,circulacion y transito,p,21,pagos web,5
bancolombia - botón bancolombi,rentas contractuales,p,23,pagos web,5
banco serfinanza s.a,impuesto predial,p,20,pagos web,5
bancolombia - botón bancolombi,servicios,p,13,pagos web,5
banco serfinanza s.a,impuesto predial,p,18,pagos web,5
bancolombia - botón bancolombi,servicios,p,12,pagos web,5
confiar,rentas contractuales,presencial,12,pagos presencial,5
banco davivienda,impuesto predial,w,15,pagos web,5
bancolombia - botón bancolombi,servicios,n,23,pagos web,5
banco davivienda,impuesto predial,w,12,pagos web,5
bancolombia,rentas contractuales,p,0,pagos web,5
scotiabank colpatria,alumbrado publico,p,9,pagos web,5
bogota_1,otros ingresos,presencial,9,pagos presencial,5
"chase bank usa, n.a.",impuesto predial,n,9,pagos web,5
banco bbva colombia s.a.,industria y comercio,p,3,pagos web,5
banco bbva colombia s.a.,industria y comercio,a,11,pagos web,5
banco bbva colombia s.a.,industria y comercio,a,12,pagos web,5
"itau corpbanca colombia, s.a.",impuesto predial,a,16,pagos web,5
bancolombia - botón bancolombi,retencion ica,p,20,pagos web,5
banco davivienda,facilidades,a,12,pagos web,5
banco davivienda,facilidades,a,10,pagos web,5
banco davivienda,facilidades,a,8,pagos web,5
banco colpatria pricesmart,facilidades,p,17,pagos web,5
cfa,alumbrado publico,presencial,15,pagos presencial,5
finandina,impuesto predial,a,11,pagos web,5
banco agrario,retencion ica,p,11,pagos web,5
cotrafa,impuesto telefonico,presencial,14,pagos presencial,5
nequi,alumbrado publico,p,16,pagos web,5
cotrafa,industria y comercio,p,14,pagos web,5
nequi,alumbrado publico,p,19,pagos web,5
davivienda,pot.,presencial,17,pagos presencial,5
american express us,impuesto predial,p,13,pagos web,5
bancolombia,aprov.esp.pub,p,23,pagos web,5
banco de bogota,retencion ica,p,20,pagos web,5
cotrafa,impuesto telefonico,presencial,12,pagos presencial,5
banco de occidente,publicidad exterior visual,n,14,pagos web,5
cotrafa,industria y comercio,p,15,pagos web,5
bbva colombia s.a,impuesto predial,a,17,pagos web,5
american express us,impuesto predial,p,9,pagos web,5
bbva colombia s.a,impuesto predial,n,23,pagos web,5
banco de bogota,retencion ica,n,18,pagos web,5
banco popular,facilidades,p,14,pagos web,5
bbva colombia s.a,impuesto predial,n,22,pagos web,5
citibank,impuesto predial,p,2,pagos web,5
citibank,circulacion y transito,p,17,pagos web,5
av villas,industria y comercio,p,12,pagos web,5
avvillas,alumbrado publico,presencial,8,pagos presencial,5
citibank,circulacion y transito,p,19,pagos web,5
coltefinanciera,impuesto predial,p,22,pagos web,5
"capital one, national associat",impuesto predial,p,8,pagos web,5
"bank of america, n.a.",impuesto predial,p,12,pagos web,5
nequi,alumbrado publico,p,9,pagos web,5
nequi,alumbrado publico,p,10,pagos web,5
"bank of america, n.a.",impuesto predial,p,13,pagos web,5
bbva,pot.,presencial,13,pagos presencial,5
"jpmorgan chase bank, n.a.",impuesto predial,p,8,pagos web,5
banco de bogota,transferencias,p,16,pagos web,5
banco de bogota,transferencias,p,15,pagos web,5
banco de bogota,transferencias,p,13,pagos web,5
"capital one bank (usa), n.a.",impuesto predial,p,7,pagos web,5
cotrafa,impuesto telefonico,presencial,15,pagos presencial,5
banco itau,recursos fonset,p,13,pagos web,5
bancolombia s.a.- nequi,industria y comercio,p,18,pagos web,5
"capital one, national associat",impuesto predial,p,10,pagos web,5
"bank of america, national asso",impuesto predial,p,11,pagos web,5
bancolombia,espectaculos publicos,presencial,13,pagos presencial,5
nequi,circulacion y transito,n,12,pagos web,5
"chase bank usa, n.a.",facilidades,p,10,pagos web,5
american express company,impuesto predial,p,8,pagos web,5
bancolombia s.a.- nequi,impuesto predial,a,18,pagos web,5
bancolombia s.a.- nequi,impuesto predial,a,16,pagos web,5
bancolombia s.a.- nequi,impuesto predial,a,14,pagos web,5
banco de bogota,rendimientos financieros y recursos no ejecutados,n,13,pagos web,5
financiera coomeva,impuesto predial,p,1,pagos web,5
bancolombia s.a.- nequi,impuesto predial,a,10,pagos web,5
bancolombia,espectaculos publicos,presencial,12,pagos presencial,5
bancolombia s.a.- nequi,impuesto predial,a,8,pagos web,5
compania de financiamiento tuy,facilidades,n,17,pagos web,5
bancolombia s.a.- nequi,facilidades,p,13,pagos web,5
banco de occidente,alumbrado publico,p,9,pagos web,5
cotrafa,préstamos hipotecarios,presencial,12,pagos presencial,5
banco de occidente,alumbrado publico,p,17,pagos web,5
banco itau,ingresos no tributarios,p,15,pagos web,5
bbva colombia s.a,impuesto predial,n,6,pagos web,5
bancolombia s.a.- nequi,impuesto predial,n,8,pagos web,5
banco de bogota,rentas contractuales,p,8,pagos web,5
"banco de guayaquil, s.a.",impuesto predial,p,17,pagos web,5
bancolombia,espectaculos publicos,presencial,11,pagos presencial,5
itaú,industria y comercio,p,20,pagos web,5
"bank of america, national asso",impuesto predial,p,12,pagos web,5
falabella,facilidades,p,7,pagos web,5
banco de bogota,retencion ica,n,10,pagos web,5
"banco de guayaquil, s.a.",impuesto predial,p,9,pagos web,5
asociacion gremial de instituc,impuesto predial,p,12,pagos web,5
avvillas,servicios,presencial,16,pagos presencial,5
"citibank, n.a.",impuesto predial,p,9,pagos web,5
bancolombia s.a.- nequi,impuesto predial,n,19,pagos web,5
"capital one, national associat",impuesto predial,p,15,pagos web,5
banco de bogota,rentas contractuales,p,12,pagos web,5
bancolombia s.a.- nequi,impuesto predial,n,12,pagos web,5
itaú,facilidades,p,14,pagos web,5
"capital one, national associat",impuesto predial,p,17,pagos web,5
av villas,industria y comercio,p,15,pagos web,5
coltefinanciera,impuesto predial,p,13,pagos web,5
banco itau,ingresos no tributarios,p,11,pagos web,5
bank of america,impuesto predial,n,14,pagos web,5
av villas,facilidades,p,16,pagos web,5
bank of america,impuesto predial,n,12,pagos web,5
sempli s.a.s.,industria y comercio,p,16,pagos web,5
bbva colombia s.a,industria y comercio,p,12,pagos web,5
bbva colombia s.a,industria y comercio,p,13,pagos web,5
movii s.a.,impuesto predial,p,9,pagos web,5
sempli s.a.s.,industria y comercio,p,9,pagos web,5
falabella,industria y comercio,p,23,pagos web,5
av villas,facilidades,p,14,pagos web,5
falabella,impuesto predial,a,17,pagos web,5
bancoomeva s.a.,impuesto predial,n,17,pagos web,5
banco de bogotá s.a.,impuesto predial,p,6,pagos web,5
american express us consumer,impuesto predial,p,13,pagos web,5
banco de bogota s.a.,impuesto predial,n,22,pagos web,5
bancoomeva s.a.,impuesto predial,n,11,pagos web,5
caja social bcs,impuesto predial,p,17,pagos web,5
banco de bogota s.a.,industria y comercio,p,7,pagos web,5
bbva colombia s.a,impuesto predial,a,13,pagos web,5
av villas,industria y comercio,p,11,pagos web,5
servibanca s.a.,impuesto predial,p,14,pagos web,5
"bancorp bank, the",impuesto predial,n,13,pagos web,5
chase bank usa n.a.,impuesto predial,p,10,pagos web,5
falabella,impuesto predial,p,5,pagos web,5
asociacion gremial de instituc,impuesto predial,p,11,pagos web,5
bbva,multas codigo de policia,presencial,14,pagos presencial,5
"capital one bank (usa), nation",impuesto predial,p,10,pagos web,5
bbva colombia s.a,industria y comercio,n,10,pagos web,5
amex - amex,impuesto predial,n,12,pagos web,5
av villas,facilidades,p,9,pagos web,5
bbva,multas codigo de policia,presencial,10,pagos presencial,5
colpatria,préstamos hipotecarios,presencial,11,pagos presencial,5
bancoomeva s.a.,industria y comercio,n,10,pagos web,5
master - master,impuesto predial,p,16,pagos web,5
colpatria,préstamos hipotecarios,presencial,13,pagos presencial,5
caja social bcs,impuesto predial,p,10,pagos web,5
banco popular,impuesto predial,p,1,pagos web,5
bbva,otros ingresos,presencial,14,pagos presencial,5
banco de bogotá s.a.,industria y comercio,n,10,pagos web,5
banco de bogota s.a.,impuesto predial,n,16,pagos web,5
coltefinanciera,impuesto predial,p,8,pagos web,5
banco de bogota s.a.,impuesto predial,a,9,pagos web,5
cotrafa,industria y comercio,p,10,pagos web,5
visa,impuesto predial,p,9,pagos web,5
movii sa,impuesto predial,p,19,pagos web,5
movii sa,impuesto predial,p,20,pagos web,5
cfa cooperativa financiera,industria y comercio,p,11,pagos web,5
coltefinanciera,facilidades,n,10,pagos web,5
cfa cooperativa financiera,impuesto predial,p,23,pagos web,5
banco agrario,retencion ica,p,10,pagos web,5
av villas,impuesto predial,p,22,pagos web,5
banco itau,rentas contractuales,p,10,pagos web,5
visa,impuesto predial,p,15,pagos web,5
banco itau,rendimientos financieros y recursos no ejecutados,p,6,pagos web,5
visa,impuesto predial,p,18,pagos web,5
bancoomeva,impuesto predial,p,15,pagos web,5
banco itau,rendimientos financieros y recursos no ejecutados,n,13,pagos web,5
bancoomeva s.a.,facilidades,p,9,pagos web,5
banco de bogota s.a.,impuesto predial,a,11,pagos web,5
banco de bogota s.a.,impuesto predial,a,12,pagos web,5
bancoomeva s.a.,facilidades,p,13,pagos web,5
bancoomeva s.a.,impuesto predial,a,18,pagos web,5
bancoomeva s.a.,impuesto predial,a,17,pagos web,5
bancolombia,aprov.esp.pub,presencial,18,pagos presencial,5
bancoomeva s.a.,impuesto predial,a,15,pagos web,5
bancoomeva s.a.,impuesto predial,a,12,pagos web,5
banco de bogotá s.a.,industria y comercio,p,8,pagos web,5
banco de bogota s.a.,impuesto predial,n,7,pagos web,5
colpatria,impuesto predial,p,21,pagos web,5
bancolombia,facilidades,a,4,pagos web,5
sempli s.a.s.,impuesto predial,p,10,pagos web,5
colpatria,impuesto predial,p,18,pagos web,5
banco de bogota s.a.,impuesto predial,a,19,pagos web,5
bancoomeva s.a.,facilidades,p,17,pagos web,5
banco de bogota s.a.,impuesto predial,a,17,pagos web,5
banco de bogota s.a.,impuesto predial,a,16,pagos web,5
bank of nova scotia,impuesto predial,p,13,pagos web,5
banco de bogota,rentas contractuales,p,19,pagos web,5
banco itau,industria y comercio,p,23,pagos web,5
banco agrario,industria y comercio,n,16,pagos web,5
banco de occidente,impuesto predial,n,6,pagos web,5
banco agrario,impuesto predial,p,6,pagos web,5
itaú,impuesto predial,a,7,pagos web,5
scotiabank colpatria s.a.,facilidades,p,7,pagos web,5
davivienda,multas codigo de policia,presencial,12,pagos presencial,5
banco de bogota,industria y comercio,a,10,pagos web,5
banco de bogota,industria y comercio,a,8,pagos web,5
banco agrario,impuesto predial,n,11,pagos web,5
"capital one, national associat",impuesto predial,p,23,pagos web,5
card services for credit union,impuesto predial,n,5,pagos web,5
bancolombia,delineación urbana,n,16,pagos web,5
cotrafa,movilidad,presencial,12,pagos presencial,5
"wells fargo bank, n.a.",impuesto predial,p,9,pagos web,5
bancolombia,delineación urbana,n,8,pagos web,5
nequi,facilidades,n,23,pagos web,5
banco de bogota,industria y comercio,n,21,pagos web,5
nequi,impuesto predial,a,1,pagos web,5
banco de occidente,impuesto predial,p,1,pagos web,5
scotiabank colpatria s.a.,facilidades,p,22,pagos web,5
nequi,facilidades,a,22,pagos web,5
banco de occidente,retencion ica,n,17,pagos web,5
"itau corpbanca colombia, s.a.",impuesto predial,p,1,pagos web,5
visa - visa,impuesto predial,p,16,pagos web,5
banco popular,estampilla procultura,p,13,pagos web,5
"itau corpbanca colombia, s.a.",impuesto predial,n,22,pagos web,5
banco de occidente,impuesto predial,n,22,pagos web,5
bancolombia s.a.,servicios,n,16,pagos web,5
bancolombia s.a.,servicios,n,15,pagos web,5
compania de financiamiento tuy,impuesto predial,n,6,pagos web,5
davivienda,multas codigo de policia,presencial,13,pagos presencial,5
banco popular,estampilla procultura,p,11,pagos web,5
bancolombia s.a.,servicios,n,9,pagos web,5
banco de bogota,impuesto predial,n,5,pagos web,5
bbva colombia s.a,facilidades,p,22,pagos web,5
bbva,aprov.esp.pub,presencial,14,pagos presencial,5
citibank,industria y comercio,a,17,pagos web,5
banco de occidente,estampilla procultura,p,13,pagos web,5
nequi,impuesto predial,n,1,pagos web,5
cotrafa,impuesto predial,p,23,pagos web,5
banco popular,alumbrado publico,n,10,pagos web,5
banco de bogota,espectaculos publicos,n,17,pagos web,5
itaú,impuesto predial,a,18,pagos web,5
"wells fargo bank, n.a.",impuesto predial,p,20,pagos web,5
bancolombia s.a.,publicidad exterior visual,p,10,pagos web,5
banco itau,impuesto predial,n,20,pagos web,5
bbva,alumbrado publico,presencial,13,pagos presencial,5
banco de occidente s.a.,facilidades,p,11,pagos web,5
banco de occidente s.a.,facilidades,p,14,pagos web,5
banco de bogota,circulacion y transito,p,19,pagos web,5
"itau corpbanca colombia, s.a.",impuesto predial,a,17,pagos web,5
banco de bogota,estampilla procultura,p,11,pagos web,5
bancolombia s.a.,publicidad exterior visual,p,11,pagos web,5
banco popular,circulacion y transito,p,17,pagos web,5
compania de financiamiento tuy,impuesto predial,p,1,pagos web,5
banco de occidente,facilidades,p,23,pagos web,5
banco de occidente,facilidades,p,20,pagos web,5
citibank,industria y comercio,n,17,pagos web,5
bancolombia,alumbrado publico,presencial,21,pagos presencial,5
banco de bogota,facilidades,n,19,pagos web,5
banco de bogota,facilidades,n,18,pagos web,5
"itau corpbanca colombia, s.a.",impuesto predial,a,22,pagos web,5
compania de financiamiento tuy,impuesto predial,p,4,pagos web,5
bancolombia,industria y comercio,presencial,22,pagos presencial,5
bancolombia s.a.,publicidad exterior visual,p,18,pagos web,5
bancolombia,industria y comercio,w,7,pagos web,5
bancolombia s.a.,publicidad exterior visual,p,17,pagos web,5
citibank,industria y comercio,n,11,pagos web,5
banco de bogota,facilidades,a,13,pagos web,5
"capital one, national associat",impuesto predial,p,22,pagos web,5
cotrafa,rendimientos financieros y recursos no ejecutados,presencial,9,pagos presencial,5
bancolombia,circulacion y transito,a,23,pagos web,5
bancamia s.a.,impuesto predial,p,15,pagos web,5
bancamia s.a.,impuesto predial,p,9,pagos web,5
citibank n.a.,impuesto predial,n,9,pagos web,5
banco de bogota,otros ingresos,p,7,pagos web,5
banco itau,industria y comercio,n,18,pagos web,5
banco de occidente,rentas contractuales,p,19,pagos web,5
itaú,facilidades,p,22,pagos web,5
banco de occidente,rentas contractuales,p,21,pagos web,5
banco de bogota,movilidad,p,17,pagos web,5
nequi,facilidades,a,16,pagos web,5
scotiabank colpatria s.a.,impuesto predial,a,23,pagos web,5
banco de occidente,circulacion y transito,p,9,pagos web,5
citibank n.a.,impuesto predial,n,10,pagos web,5
cotrafa,ingresos no tributarios,presencial,13,pagos presencial,5
banco de occidente,circulacion y transito,p,10,pagos web,5
banco de bogota,movilidad,p,8,pagos web,5
bank of america,impuesto predial,n,15,pagos web,4
"rappipay, s.a.s.",facilidades,p,7,pagos web,4
banco falabella,ingresos no tributarios,p,17,pagos web,4
american express us consumer,impuesto predial,p,9,pagos web,4
banco caja social s.a.,impuesto predial,p,15,pagos web,4
bancolombia - botón bancolombi,facilidades,p,3,pagos web,4
confiar cooperativa financiera,impuesto predial,n,19,pagos web,4
confiar cooperativa financiera,impuesto predial,n,22,pagos web,4
davivienda,circulacion y transito,presencial,7,pagos presencial,4
banco caja social s.a.,impuesto predial,n,22,pagos web,4
bank of america,impuesto predial,n,21,pagos web,4
banco caja social s.a.,impuesto predial,n,19,pagos web,4
gnb,ingresos no tributarios,presencial,8,pagos presencial,4
gnb,ingresos no tributarios,presencial,14,pagos presencial,4
american express us consumer,impuesto predial,p,18,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,p,23,pagos web,4
banco occidente,industria y comercio,p,9,pagos web,4
american express company,impuesto predial,n,17,pagos web,4
american express us consumer,impuesto predial,p,7,pagos web,4
banco popular,impuesto predial,a,7,pagos web,4
banco falabella,industria y comercio,a,11,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,n,16,pagos web,4
"rappipay, s.a.s.",impuesto predial,a,6,pagos web,4
colpatria,impuesto predial,p,19,pagos web,4
banco popular,facilidades,p,23,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,n,20,pagos web,4
gnb,retencion ica,presencial,13,pagos presencial,4
confiar cooperativa financiera,industria y comercio,p,23,pagos web,4
banco pichincha s.a.,impuesto predial,p,10,pagos web,4
visa,facilidades,p,14,pagos web,4
"rappipay, s.a.s.",facilidades,p,18,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,20,pagos web,4
daviplata,impuesto predial,n,21,pagos web,4
banco pichincha s.a.,impuesto predial,p,14,pagos web,4
caja social bcs,impuesto predial,p,21,pagos web,4
banco falabella,industria y comercio,p,23,pagos web,4
banco falabella,ingresos no tributarios,p,18,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,16,pagos web,4
citibank n.a.,impuesto predial,n,17,pagos web,4
caja social bcs,impuesto predial,p,18,pagos web,4
bancolombia - botón bancolombi,impuesto telefonico,n,16,pagos web,4
visa - visa,impuesto predial,p,10,pagos web,4
banco pichincha s.a.,industria y comercio,p,19,pagos web,4
banco bilbao vizcaya argentari,facilidades,p,12,pagos web,4
bank of nova scotia,impuesto predial,p,10,pagos web,4
banco caja social,facilidades,a,18,pagos web,4
banco caja social s.a.,impuesto predial,p,22,pagos web,4
banco gnb sudameris,alumbrado publico,p,13,pagos web,4
banco caja social,facilidades,n,20,pagos web,4
redeban multicolor s.a.,industria y comercio,p,13,pagos web,4
bancolombia - botón bancolombi,facilidades,n,1,pagos web,4
synchrony bank,impuesto predial,p,18,pagos web,4
bancolombia - botón bancolombi,movilidad,p,19,pagos web,4
confiar cooperativa financiera,impuesto predial,n,14,pagos web,4
gnb sudameris,facilidades,p,9,pagos web,4
bbva,multas codigo de policia,presencial,11,pagos presencial,4
banco bbva colombia s.a.,retencion ica,p,21,pagos web,4
gnb,impuesto predial,presencial,16,pagos presencial,4
"bancorp bank, the",impuesto predial,p,14,pagos web,4
banco bbva colombia s.a.,retencion ica,n,17,pagos web,4
colpatria,ingresos no tributarios,presencial,13,pagos presencial,4
banco caja social,impuesto predial,a,0,pagos web,4
capital one bank (usa) n.a.,impuesto predial,p,9,pagos web,4
bancolombia - botón bancolombi,publicidad exterior visual,p,9,pagos web,4
american express company,impuesto predial,n,9,pagos web,4
capital one bank (usa) n.a.,impuesto predial,p,8,pagos web,4
bancolombia - botón bancolombi,publicidad exterior visual,p,10,pagos web,4
"bancorp bank, the",impuesto predial,n,14,pagos web,4
banco bbva colombia s.a.,retencion ica,n,13,pagos web,4
davivienda,rendimientos financieros y recursos no ejecutados,presencial,13,pagos presencial,4
banco bbva colombia s.a.,retencion ica,n,12,pagos web,4
"capital one bank (usa), n.a.",impuesto predial,p,16,pagos web,4
banco caja social,facilidades,n,18,pagos web,4
bancolombia - botón bancolombi,facilidades,n,4,pagos web,4
bank of america,impuesto predial,n,8,pagos web,4
bancolombia - botón bancolombi,ingresos no tributarios,n,10,pagos web,4
bank of america,impuesto predial,n,13,pagos web,4
citibank,industria y comercio,n,9,pagos web,4
banco falabella,industria y comercio,a,9,pagos web,4
bancolombia - botón bancolombi,impuesto predial,w,22,pagos web,4
banco popular,impuesto predial,a,15,pagos web,4
banco popular,impuesto predial,a,17,pagos web,4
banco colpatria,circulacion y transito,p,9,pagos web,4
banco santander,industria y comercio,p,18,pagos web,4
"rappipay, s.a.s.",facilidades,n,13,pagos web,4
banco bbva colombia s.a.,transferencias,n,14,pagos web,4
banco occidente,impuesto predial,p,6,pagos web,4
bbva,alumbrado publico,p,10,pagos web,4
"rappipay, s.a.s.",facilidades,n,8,pagos web,4
citibank,industria y comercio,a,20,pagos web,4
bogota_1,impuesto telefonico,presencial,8,pagos presencial,4
banco caja social,facilidades,n,10,pagos web,4
caja social bcs,impuesto predial,p,8,pagos web,4
colpatria,impuesto predial,presencial,19,pagos presencial,4
visa - visa,impuesto predial,p,11,pagos web,4
banco caja social,facilidades,n,13,pagos web,4
bank of america,impuesto predial,a,12,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,a,13,pagos web,4
banco caja social,alumbrado publico,p,17,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,a,18,pagos web,4
visa,industria y comercio,p,9,pagos web,4
gnb,pot.,presencial,14,pagos presencial,4
"rappipay, s.a.s.",industria y comercio,n,16,pagos web,4
visa - visa,impuesto predial,p,0,pagos web,4
pse - cuentas débito ahorro y,industria y comercio,p,19,pagos web,4
"rappipay, s.a.s.",industria y comercio,n,17,pagos web,4
banco caja social,circulacion y transito,n,20,pagos web,4
pse - cuentas débito ahorro y,industria y comercio,p,7,pagos web,4
rappipay,impuesto predial,p,19,pagos web,4
bbva,movilidad,presencial,10,pagos presencial,4
banco caja social,circulacion y transito,p,7,pagos web,4
"bank of america, n.a.",impuesto predial,p,17,pagos web,4
visa - visa,impuesto predial,p,19,pagos web,4
gnb,retencion ica,presencial,9,pagos presencial,4
citibank,retencion ica,p,8,pagos web,4
falabella,facilidades,p,0,pagos web,4
rappipay,impuesto predial,p,20,pagos web,4
gnb,otros ingresos,presencial,11,pagos presencial,4
"bank of america, n.a.",impuesto predial,p,16,pagos web,4
rappipay,impuesto predial,p,22,pagos web,4
banco bilbao vizcaya argentari,industria y comercio,p,18,pagos web,4
banco caja social,otros ingresos,n,14,pagos web,4
banco falabella,industria y comercio,p,2,pagos web,4
"capital one bank (usa), n.a.",impuesto predial,n,17,pagos web,4
gnb,préstamos hipotecarios,presencial,8,pagos presencial,4
"wells fargo bank, n.a.",impuesto predial,p,15,pagos web,4
visa - visa,impuesto predial,n,14,pagos web,4
banco popular,facilidades,p,8,pagos web,4
"bank of america, national asso",impuesto predial,p,14,pagos web,4
bancolombia - botón bancolombi,industria y comercio,a,6,pagos web,4
banco bogota,industria y comercio,p,14,pagos web,4
banco bogota,industria y comercio,p,13,pagos web,4
banco caja social,impuesto telefonico,p,11,pagos web,4
citibank,retencion ica,p,18,pagos web,4
banco popular,estampilla procultura,p,14,pagos web,4
banco santander colombia,retencion ica,p,9,pagos web,4
bancolombia - botón bancolombi,industria y comercio,n,4,pagos web,4
"bank of america, national asso",impuesto predial,p,21,pagos web,4
bancolombia - botón bancolombi,impuesto telefonico,p,22,pagos web,4
pse - cuentas débito ahorro y,rentas contractuales,p,8,pagos web,4
banco falabella,industria y comercio,n,20,pagos web,4
"bank of america, national asso",impuesto predial,p,8,pagos web,4
daviplata,industria y comercio,a,15,pagos web,4
banco bogota,impuesto predial,p,6,pagos web,4
colpatria,aprov.esp.pub,presencial,17,pagos presencial,4
bogota_1,impuesto telefonico,presencial,12,pagos presencial,4
banco bogota,facilidades,p,18,pagos web,4
bancolombia - botón bancolombi,impuesto telefonico,p,23,pagos web,4
bbva,aprov.esp.pub,presencial,15,pagos presencial,4
pse - cuentas débito ahorro y,circulacion y transito,p,7,pagos web,4
banco popular,estampilla procultura,p,8,pagos web,4
capital one bank (usa) nationa,impuesto predial,p,15,pagos web,4
banco falabella,industria y comercio,a,16,pagos web,4
barclays bank delaware,impuesto predial,p,22,pagos web,4
"rappipay, s.a.s.",industria y comercio,p,23,pagos web,4
visa,impuesto predial,p,12,pagos web,4
colpatria,impuesto predial,p,10,pagos web,4
gnb,otros ingresos,presencial,9,pagos presencial,4
banco bilbao vizcaya argentari,impuesto predial,n,12,pagos web,4
banco falabella,industria y comercio,a,17,pagos web,4
banco santander colombia,industria y comercio,p,17,pagos web,4
banco popular,estampilla procultura,p,16,pagos web,4
"wells fargo bank, n.a.",impuesto predial,p,11,pagos web,4
gnb,retencion ica,presencial,12,pagos presencial,4
"rappipay, s.a.s.",industria y comercio,p,19,pagos web,4
bancolombia - botón bancolombi,industria y comercio,w,16,pagos web,4
banco falabella,industria y comercio,a,15,pagos web,4
bancolombia - botón bancolombi,industria y comercio,w,17,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,n,8,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,a,20,pagos web,4
banco caja social,rentas contractuales,p,12,pagos web,4
banco santander colombia,retencion ica,p,14,pagos web,4
banco falabella,industria y comercio,a,14,pagos web,4
visa - visa,impuesto predial,p,6,pagos web,4
redeban multicolor s.a.,facilidades,p,14,pagos web,4
visa - visa,impuesto predial,p,5,pagos web,4
gnb sudameris,impuesto predial,p,6,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,n,18,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,n,19,pagos web,4
banco caja social,recursos fonset,n,9,pagos web,4
capital one bank (usa) nationa,impuesto predial,p,14,pagos web,4
banco caja social,impuesto predial,a,23,pagos web,4
banco caja social,recursos fonset,n,11,pagos web,4
citibank na,impuesto predial,n,9,pagos web,4
barclays bank delaware,impuesto predial,p,15,pagos web,4
banco caja social,circulacion y transito,p,18,pagos web,4
banco pichincha s.a.,impuesto predial,p,8,pagos web,4
falabella,impuesto predial,a,9,pagos web,4
banco falabella,ingresos no tributarios,p,10,pagos web,4
"wells fargo bank, n.a.",impuesto predial,n,12,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,p,1,pagos web,4
barclays bank delaware,impuesto predial,p,18,pagos web,4
visa - visa,impuesto predial,p,3,pagos web,4
banco pichincha s.a.,impuesto predial,p,19,pagos web,4
banco falabella,industria y comercio,a,21,pagos web,4
banco popular,delineación urbana,p,14,pagos web,4
colpatria,delineación urbana,presencial,17,pagos presencial,4
banco popular,delineación urbana,p,13,pagos web,4
banco bilbao vizcaya argentari,impuesto predial,n,21,pagos web,4
banco falabella,industria y comercio,a,20,pagos web,4
banco caja social,rentas contractuales,p,14,pagos web,4
bancolombia - botón bancolombi,retencion ica,p,14,pagos web,4
bancoomeva s.a.,retencion ica,p,14,pagos web,4
finandina,impuesto predial,n,13,pagos web,4
scotiabank colpatria s.a.,impuesto predial,n,4,pagos web,4
