Banco;Contrato;Origen;Tipo archivo recaudo;Hora;Dia semana;Total recaudo;Total transacciones
bbva;impuesto predial;p;pagos web;2;0;701853;1
bbva;impuesto predial;p;pagos web;2;2;4202;1
bbva;impuesto predial;p;pagos web;2;4;585713;1
bbva;impuesto predial;p;pagos web;2;5;142949;1
bbva;impuesto predial;p;pagos web;2;6;976239;3
bbva;impuesto predial;p;pagos web;3;0;2665914;2
bbva;impuesto predial;p;pagos web;3;1;406191;1
bbva;impuesto predial;p;pagos web;4;0;1330197;1
bbva;impuesto predial;p;pagos web;4;1;4970464;6
bbva;impuesto predial;p;pagos web;4;3;421222;2
bbva;impuesto predial;p;pagos web;4;4;4275578;4
bbva;impuesto predial;p;pagos web;4;5;7881504;5
bbva;impuesto predial;p;pagos web;4;6;1096837;1
bbva;impuesto predial;p;pagos web;5;0;3119149;3
bbva;impuesto predial;p;pagos web;5;1;10760574;7
bbva;impuesto predial;p;pagos web;5;2;5128833;5
bbva;impuesto predial;p;pagos web;5;3;14834867;2
bbva;impuesto predial;p;pagos web;5;4;18630021;5
bbva;impuesto predial;p;pagos web;5;5;3202890;1
bbva;impuesto predial;p;pagos web;5;6;6701821;2
bbva;impuesto predial;p;pagos web;6;0;26989013;21
bbva;impuesto predial;p;pagos web;6;1;15114859;23
bbva;impuesto predial;p;pagos web;6;2;10258076;10
bbva;impuesto predial;p;pagos web;6;3;1759162;10
bbva;impuesto predial;p;pagos web;6;4;14997517;9
bbva;impuesto predial;p;pagos web;6;5;3519223;4
bbva;impuesto predial;p;pagos web;6;6;6314079;6
bbva;impuesto predial;p;pagos web;7;0;44089945;43
bbva;impuesto predial;p;pagos web;7;1;63582580;49
bbva;impuesto predial;p;pagos web;7;2;81166452;45
bbva;impuesto predial;p;pagos web;7;3;20934445;31
bbva;impuesto predial;p;pagos web;7;4;26953173;37
bbva;impuesto predial;p;pagos web;7;5;9521706;9
bbva;impuesto predial;p;pagos web;7;6;5191270;10
bbva;impuesto predial;p;pagos web;8;0;146662511;79
bbva;impuesto predial;p;pagos web;8;1;76072176;81
bbva;impuesto predial;p;pagos web;8;2;101784043;57
bbva;impuesto predial;p;pagos web;8;3;103464762;63
bbva;impuesto predial;p;pagos web;8;4;129582555;68
bbva;impuesto predial;p;pagos web;8;5;48324295;30
bbva;impuesto predial;p;pagos web;8;6;47604239;31
bbva;impuesto predial;p;pagos web;9;0;152836104;122
bbva;impuesto predial;p;pagos web;9;1;147009365;109
bbva;impuesto predial;p;pagos web;9;2;83029031;83
bbva;impuesto predial;p;pagos web;9;3;197998480;102
bbva;impuesto predial;p;pagos web;9;4;122096130;102
bbva;impuesto predial;p;pagos web;9;5;27544839;36
bbva;impuesto predial;p;pagos web;9;6;30651484;26
bbva;impuesto predial;p;pagos web;10;0;204306652;120
bbva;impuesto predial;p;pagos web;10;1;171593688;101
bbva;impuesto predial;p;pagos web;10;2;153751074;98
bbva;impuesto predial;p;pagos web;10;3;106882779;84
bbva;impuesto predial;p;pagos web;10;4;224382747;104
bbva;impuesto predial;p;pagos web;10;5;54679379;55
bbva;impuesto predial;p;pagos web;10;6;34699788;36
bbva;impuesto predial;p;pagos web;11;0;178572217;113
bbva;impuesto predial;p;pagos web;11;1;216322387;112
bbva;impuesto predial;p;pagos web;11;2;92752025;102
bbva;impuesto predial;p;pagos web;11;3;200274659;90
bbva;impuesto predial;p;pagos web;11;4;133631780;90
bbva;impuesto predial;p;pagos web;11;5;80580300;60
bbva;impuesto predial;p;pagos web;11;6;39979376;37
bbva;impuesto predial;p;pagos web;12;0;161688330;95
bbva;impuesto predial;p;pagos web;12;1;134040385;81
bbva;impuesto predial;p;pagos web;12;2;158810780;88
bbva;impuesto predial;p;pagos web;12;3;106822989;70
bbva;impuesto predial;p;pagos web;12;4;129415222;74
bbva;impuesto predial;p;pagos web;12;5;29402882;46
bbva;impuesto predial;p;pagos web;12;6;53702085;40
bbva;impuesto predial;p;pagos web;13;0;91454946;81
bbva;impuesto predial;p;pagos web;13;1;109600398;79
bbva;impuesto predial;p;pagos web;13;2;84473709;68
bbva;impuesto predial;p;pagos web;13;3;62068862;55
bbva;impuesto predial;p;pagos web;13;4;95763943;67
bbva;impuesto predial;p;pagos web;13;5;22288361;36
bbva;impuesto predial;p;pagos web;13;6;38413394;29
bbva;impuesto predial;p;pagos web;14;0;147880864;117
bbva;impuesto predial;p;pagos web;14;1;198583320;90
bbva;impuesto predial;p;pagos web;14;2;96935063;63
bbva;impuesto predial;p;pagos web;14;3;75703707;69
bbva;impuesto predial;p;pagos web;14;4;130231444;69
bbva;impuesto predial;p;pagos web;14;5;14165578;20
bbva;impuesto predial;p;pagos web;14;6;39658014;54
bbva;impuesto predial;p;pagos web;15;0;120971682;81
bbva;impuesto predial;p;pagos web;15;1;167505622;104
bbva;impuesto predial;p;pagos web;15;2;139597507;78
bbva;impuesto predial;p;pagos web;15;3;133618559;79
bbva;impuesto predial;p;pagos web;15;4;108307909;76
bbva;impuesto predial;p;pagos web;15;5;43241829;44
bbva;impuesto predial;p;pagos web;15;6;63743657;44
bbva;impuesto predial;p;pagos web;16;0;154335863;94
bbva;impuesto predial;p;pagos web;16;1;135456058;103
bbva;impuesto predial;p;pagos web;16;2;83619210;68
bbva;impuesto predial;p;pagos web;16;3;95913371;66
bbva;impuesto predial;p;pagos web;16;4;102500056;88
bbva;impuesto predial;p;pagos web;16;5;41173450;34
bbva;impuesto predial;p;pagos web;16;6;65404270;58
bbva;impuesto predial;p;pagos web;17;0;125141140;103
bbva;impuesto predial;p;pagos web;17;1;101758093;85
bbva;impuesto predial;p;pagos web;17;2;125290444;87
bbva;impuesto predial;p;pagos web;17;3;117343812;65
bbva;impuesto predial;p;pagos web;17;4;63876296;65
bbva;impuesto predial;p;pagos web;17;5;19580607;24
bbva;impuesto predial;p;pagos web;17;6;97802371;58
bbva;impuesto predial;p;pagos web;18;0;96254187;96
bbva;impuesto predial;p;pagos web;18;1;132525087;84
bbva;impuesto predial;p;pagos web;18;2;68555224;71
bbva;impuesto predial;p;pagos web;18;3;82201643;53
bbva;impuesto predial;p;pagos web;18;4;43501666;32
bbva;impuesto predial;p;pagos web;18;5;43967950;32
bbva;impuesto predial;p;pagos web;18;6;29497843;36
bbva;impuesto predial;p;pagos web;19;0;113098073;99
bbva;impuesto predial;p;pagos web;19;1;93868981;71
bbva;impuesto predial;p;pagos web;19;2;86067337;63
bbva;impuesto predial;p;pagos web;19;3;64659218;58
bbva;impuesto predial;p;pagos web;19;4;32593251;34
bbva;impuesto predial;p;pagos web;19;5;24051920;23
bbva;impuesto predial;p;pagos web;19;6;57428319;38
bbva;impuesto predial;p;pagos web;20;0;161734460;119
bbva;impuesto predial;p;pagos web;20;1;104777239;84
bbva;impuesto predial;p;pagos web;20;2;72979182;54
bbva;impuesto predial;p;pagos web;20;3;89767715;70
bbva;impuesto predial;p;pagos web;20;4;51855254;51
bbva;impuesto predial;p;pagos web;20;5;11961387;21
bbva;impuesto predial;p;pagos web;20;6;48698875;45
bbva;impuesto predial;p;pagos web;21;0;97402104;74
bbva;impuesto predial;p;pagos web;21;1;43740508;49
bbva;impuesto predial;p;pagos web;21;2;59982584;67
bbva;impuesto predial;p;pagos web;21;3;56051125;46
bbva;impuesto predial;p;pagos web;21;4;21970612;26
bbva;impuesto predial;p;pagos web;21;5;19754913;17
bbva;impuesto predial;p;pagos web;21;6;31604638;29
bbva;impuesto predial;p;pagos web;22;0;42695171;28
bbva;impuesto predial;p;pagos web;22;1;53601186;52
bbva;impuesto predial;p;pagos web;22;2;56205989;35
bbva;impuesto predial;p;pagos web;22;3;28394207;27
bbva;impuesto predial;p;pagos web;22;4;10118550;12
bbva;impuesto predial;p;pagos web;22;5;14108372;13
bbva;impuesto predial;p;pagos web;22;6;26125932;20
bbva;impuesto predial;p;pagos web;23;0;6146326;12
bbva;impuesto predial;p;pagos web;23;1;19241329;17
bbva;impuesto predial;p;pagos web;23;2;5301318;7
bbva;impuesto predial;p;pagos web;23;3;16847890;16
bbva;impuesto predial;p;pagos web;23;4;9043677;13
bbva;impuesto predial;p;pagos web;23;5;911810;1
bbva;impuesto predial;p;pagos web;23;6;7921151;10
bbva;impuesto predial;presencial;pagos presencial;7;2;278752;2
bbva;impuesto predial;presencial;pagos presencial;7;4;352974;2
bbva;impuesto predial;presencial;pagos presencial;8;0;12025895;46
bbva;impuesto predial;presencial;pagos presencial;8;1;24126308;44
bbva;impuesto predial;presencial;pagos presencial;8;2;7792674;42
bbva;impuesto predial;presencial;pagos presencial;8;3;13505838;55
bbva;impuesto predial;presencial;pagos presencial;8;4;11511654;50
bbva;impuesto predial;presencial;pagos presencial;9;0;16007344;75
bbva;impuesto predial;presencial;pagos presencial;9;1;19150753;70
bbva;impuesto predial;presencial;pagos presencial;9;2;28700846;83
bbva;impuesto predial;presencial;pagos presencial;9;3;26048913;57
bbva;impuesto predial;presencial;pagos presencial;9;4;27707709;50
bbva;impuesto predial;presencial;pagos presencial;10;0;21045284;51
bbva;impuesto predial;presencial;pagos presencial;10;1;34221743;65
bbva;impuesto predial;presencial;pagos presencial;10;2;35965237;64
bbva;impuesto predial;presencial;pagos presencial;10;3;35066361;66
bbva;impuesto predial;presencial;pagos presencial;10;4;13793671;56
bbva;impuesto predial;presencial;pagos presencial;11;0;48787036;63
bbva;impuesto predial;presencial;pagos presencial;11;1;28309330;49
bbva;impuesto predial;presencial;pagos presencial;11;2;16053225;40
bbva;impuesto predial;presencial;pagos presencial;11;3;35357587;44
bbva;impuesto predial;presencial;pagos presencial;11;4;14091228;40
bbva;impuesto predial;presencial;pagos presencial;11;5;145649;1
bbva;impuesto predial;presencial;pagos presencial;12;0;3067943;13
bbva;impuesto predial;presencial;pagos presencial;12;1;1034588;4
bbva;impuesto predial;presencial;pagos presencial;12;2;3390241;9
bbva;impuesto predial;presencial;pagos presencial;12;3;2940958;6
bbva;impuesto predial;presencial;pagos presencial;12;4;1768928;8
bbva;impuesto predial;presencial;pagos presencial;12;5;127220;1
bbva;impuesto predial;presencial;pagos presencial;12;6;268892;1
bbva;impuesto predial;presencial;pagos presencial;13;0;5100242;2
bbva;impuesto predial;presencial;pagos presencial;13;1;1590020;6
bbva;impuesto predial;presencial;pagos presencial;13;2;745274;7
bbva;impuesto predial;presencial;pagos presencial;13;3;526400;7
bbva;impuesto predial;presencial;pagos presencial;13;4;1056454;8
bbva;impuesto predial;presencial;pagos presencial;14;0;16975692;56
bbva;impuesto predial;presencial;pagos presencial;14;1;30299120;46
bbva;impuesto predial;presencial;pagos presencial;14;2;43338612;59
bbva;impuesto predial;presencial;pagos presencial;14;3;28153447;73
bbva;impuesto predial;presencial;pagos presencial;14;4;24439660;68
bbva;impuesto predial;presencial;pagos presencial;15;0;30625451;60
bbva;impuesto predial;presencial;pagos presencial;15;1;37561754;70
bbva;impuesto predial;presencial;pagos presencial;15;2;34554330;63
bbva;impuesto predial;presencial;pagos presencial;15;3;22749565;48
bbva;impuesto predial;presencial;pagos presencial;15;4;37993382;69
bbva;impuesto predial;presencial;pagos presencial;16;0;21705341;26
bbva;impuesto predial;presencial;pagos presencial;16;1;34640632;40
bbva;impuesto predial;presencial;pagos presencial;16;2;29960101;39
bbva;impuesto predial;presencial;pagos presencial;16;3;29257215;32
bbva;impuesto predial;presencial;pagos presencial;16;4;17315584;47
bbva;impuesto predial;presencial;pagos presencial;17;0;867009;5
bbva;impuesto predial;presencial;pagos presencial;17;1;41049;1
bbva;impuesto predial;presencial;pagos presencial;17;2;170151;1
bbva;impuesto predial;presencial;pagos presencial;17;3;170151;1
bbva;impuesto predial;presencial;pagos presencial;17;4;569406;4
bbva;impuesto predial;presencial;pagos presencial;18;1;212142;2
bbva;impuesto predial;presencial;pagos presencial;18;3;431379;3
bbva;impuesto predial;presencial;pagos presencial;19;1;124000;1
bbva;impuesto predial;presencial;pagos presencial;19;2;297324;3
bbva;impuesto predial;presencial;pagos presencial;19;3;150230;2
bbva;impuesto telefonico;p;pagos web;15;2;1600;1
bbva;impuesto telefonico;presencial;pagos presencial;8;0;1600598861;2
bbva;impuesto telefonico;presencial;pagos presencial;8;1;705143807;1
bbva;impuesto telefonico;presencial;pagos presencial;8;2;540490455;1
bbva;impuesto telefonico;presencial;pagos presencial;8;3;721868641;1
bbva;impuesto telefonico;presencial;pagos presencial;8;4;9851;2
bbva;impuesto telefonico;presencial;pagos presencial;9;0;2996678707;4
bbva;impuesto telefonico;presencial;pagos presencial;9;2;780635821;2
bbva;impuesto telefonico;presencial;pagos presencial;9;3;851831155;1
bbva;impuesto telefonico;presencial;pagos presencial;9;4;3574973516;5
bbva;impuesto telefonico;presencial;pagos presencial;10;0;1297440402;2
bbva;impuesto telefonico;presencial;pagos presencial;10;1;1774456059;3
bbva;impuesto telefonico;presencial;pagos presencial;10;2;1252020917;2
bbva;impuesto telefonico;presencial;pagos presencial;10;3;764840268;1
bbva;impuesto telefonico;presencial;pagos presencial;10;4;1300726929;2
bbva;impuesto telefonico;presencial;pagos presencial;11;1;1689311521;6
bbva;impuesto telefonico;presencial;pagos presencial;11;2;23965;1
bbva;impuesto telefonico;presencial;pagos presencial;11;3;902273167;2
bbva;impuesto telefonico;presencial;pagos presencial;14;0;687376860;1
bbva;impuesto telefonico;presencial;pagos presencial;14;1;692713412;1
bbva;impuesto telefonico;presencial;pagos presencial;14;3;788002110;1
bbva;impuesto telefonico;presencial;pagos presencial;14;4;1601678969;2
bbva;impuesto telefonico;presencial;pagos presencial;15;0;1335074472;2
bbva;impuesto telefonico;presencial;pagos presencial;15;4;752883638;3
bbva;impuesto telefonico;presencial;pagos presencial;16;1;1881476352;3
bbva;impuesto telefonico;presencial;pagos presencial;16;2;454500050;1
bbva;impuesto telefonico;presencial;pagos presencial;21;5;9200;1
bbva;industria y comercio;a;pagos web;0;1;581740;1
bbva;industria y comercio;a;pagos web;5;3;598130;1
bbva;industria y comercio;a;pagos web;7;4;48000;1
bbva;industria y comercio;a;pagos web;9;1;72636;1
bbva;industria y comercio;a;pagos web;10;0;36000;1
bbva;industria y comercio;a;pagos web;10;1;1287231;2
bbva;industria y comercio;a;pagos web;10;3;48000;1
bbva;industria y comercio;a;pagos web;13;0;48000;1
bbva;industria y comercio;a;pagos web;15;0;181859;2
bbva;industria y comercio;a;pagos web;15;4;96924;1
bbva;industria y comercio;a;pagos web;16;4;72086;2
bbva;industria y comercio;a;pagos web;18;3;210405;1
bbva;industria y comercio;a;pagos web;20;1;36000;1
bbva;industria y comercio;n;pagos web;17;0;3891112;2
bbva;industria y comercio;n;pagos web;19;4;1241627;1
bbva;industria y comercio;p;pagos web;0;5;96060;2
bbva;industria y comercio;p;pagos web;1;0;186401;1
bbva;industria y comercio;p;pagos web;6;3;1267554;2
bbva;industria y comercio;p;pagos web;6;4;516320;2
bbva;industria y comercio;p;pagos web;7;0;249018;2
bbva;industria y comercio;p;pagos web;7;1;1546214;3
bbva;industria y comercio;p;pagos web;7;2;7754831;8
bbva;industria y comercio;p;pagos web;7;3;197463;1
bbva;industria y comercio;p;pagos web;7;4;3720457;3
bbva;industria y comercio;p;pagos web;8;0;8294510;8
bbva;industria y comercio;p;pagos web;8;1;15695437;14
bbva;industria y comercio;p;pagos web;8;2;5353078;7
bbva;industria y comercio;p;pagos web;8;3;5813062;5
bbva;industria y comercio;p;pagos web;8;4;14874204;10
bbva;industria y comercio;p;pagos web;8;5;160279;2
bbva;industria y comercio;p;pagos web;8;6;192661;2
bbva;industria y comercio;p;pagos web;9;0;2665447;3
bbva;industria y comercio;p;pagos web;9;1;7319609;10
bbva;industria y comercio;p;pagos web;9;2;34564679;16
bbva;industria y comercio;p;pagos web;9;3;16006583;21
bbva;industria y comercio;p;pagos web;9;4;9882336;10
bbva;industria y comercio;p;pagos web;9;5;490667;1
bbva;industria y comercio;p;pagos web;10;0;24912872;10
bbva;industria y comercio;p;pagos web;10;1;17053522;12
bbva;industria y comercio;p;pagos web;10;2;7443521;12
bbva;industria y comercio;p;pagos web;10;3;23337283;16
bbva;industria y comercio;p;pagos web;10;4;9883907;12
bbva;industria y comercio;p;pagos web;10;5;780686;2
bbva;industria y comercio;p;pagos web;11;0;18296299;8
bbva;industria y comercio;p;pagos web;11;1;11613056;16
bbva;industria y comercio;p;pagos web;11;2;7832060;17
bbva;industria y comercio;p;pagos web;11;3;17141230;13
bbva;industria y comercio;p;pagos web;11;4;14331918;15
bbva;industria y comercio;p;pagos web;11;5;314233;3
bbva;industria y comercio;p;pagos web;11;6;3794002;3
bbva;industria y comercio;p;pagos web;12;0;31950178;24
bbva;industria y comercio;p;pagos web;12;1;22806241;13
bbva;industria y comercio;p;pagos web;12;2;20689246;12
bbva;industria y comercio;p;pagos web;12;3;27087648;8
bbva;industria y comercio;p;pagos web;12;4;15384973;10
bbva;industria y comercio;p;pagos web;12;5;361704;4
bbva;industria y comercio;p;pagos web;12;6;429068;1
bbva;industria y comercio;p;pagos web;13;0;10896604;5
bbva;industria y comercio;p;pagos web;13;1;2112470;4
bbva;industria y comercio;p;pagos web;13;2;10725255;5
bbva;industria y comercio;p;pagos web;13;3;3296971;5
bbva;industria y comercio;p;pagos web;13;4;16691932;6
bbva;industria y comercio;p;pagos web;13;5;911658;4
bbva;industria y comercio;p;pagos web;13;6;628425;3
bbva;industria y comercio;p;pagos web;14;0;6289670;12
bbva;industria y comercio;p;pagos web;14;1;11059283;8
bbva;industria y comercio;p;pagos web;14;2;7236445;9
bbva;industria y comercio;p;pagos web;14;3;24605015;11
bbva;industria y comercio;p;pagos web;14;4;7872833;14
bbva;industria y comercio;p;pagos web;14;5;92502;3
bbva;industria y comercio;p;pagos web;14;6;2965068;2
bbva;industria y comercio;p;pagos web;15;0;10607443;7
bbva;industria y comercio;p;pagos web;15;1;18266360;12
bbva;industria y comercio;p;pagos web;15;2;28839938;13
bbva;industria y comercio;p;pagos web;15;3;6668570;13
bbva;industria y comercio;p;pagos web;15;4;2109823;7
bbva;industria y comercio;p;pagos web;15;5;1379448;6
bbva;industria y comercio;p;pagos web;16;0;7580261;12
bbva;industria y comercio;p;pagos web;16;1;14317435;12
bbva;industria y comercio;p;pagos web;16;2;27612495;9
bbva;industria y comercio;p;pagos web;16;3;8004148;16
bbva;industria y comercio;p;pagos web;16;4;9228861;9
bbva;industria y comercio;p;pagos web;16;5;262321;1
bbva;industria y comercio;p;pagos web;16;6;123365;1
bbva;industria y comercio;p;pagos web;17;0;4084707;5
bbva;industria y comercio;p;pagos web;17;1;13766963;14
bbva;industria y comercio;p;pagos web;17;2;15809984;8
bbva;industria y comercio;p;pagos web;17;3;15131051;7
bbva;industria y comercio;p;pagos web;17;4;2080192;6
bbva;industria y comercio;p;pagos web;17;5;1000658;5
bbva;industria y comercio;p;pagos web;17;6;39060;1
bbva;industria y comercio;p;pagos web;18;0;16137951;5
bbva;industria y comercio;p;pagos web;18;1;6988357;2
bbva;industria y comercio;p;pagos web;18;2;190935;1
bbva;industria y comercio;p;pagos web;18;3;742133;5
bbva;industria y comercio;p;pagos web;18;4;6836104;5
bbva;industria y comercio;p;pagos web;18;5;446141;2
bbva;industria y comercio;p;pagos web;18;6;201785;2
bbva;industria y comercio;p;pagos web;19;0;409134;3
bbva;industria y comercio;p;pagos web;19;1;951926;3
