contrato;tipo_archivo_recaudo;periodo;mes;total_recaudo;total_transacciones;periodo_mes
rendimientos financieros y recursos no ejecutados;virtual;2022;8;4631699312;263;2022-8-1
rentas contractuales;presencial;2022;8;4512701224;517;2022-8-1
rentas contractuales;virtual;2022;8;199916163;9;2022-8-1
retencion ica;presencial;2022;8;146044040;16;2022-8-1
retencion ica;virtual;2022;8;7373120;7;2022-8-1
servicios;presencial;2022;8;11051137;1031;2022-8-1
servicios;virtual;2022;8;109200;9;2022-8-1
sobretasa a la gasolina;presencial;2022;8;5248486000;4;2022-8-1
tasa pro deporte;presencial;2022;8;1402021514;188;2022-8-1
transferencias;presencial;2022;8;43160322;2;2022-8-1
transferencias;virtual;2022;8;3090746225;34;2022-8-1
alumbrado publico;presencial;2022;9;6319907422;172;2022-9-1
alumbrado publico;virtual;2022;9;781203;3;2022-9-1
aprov.esp.pub;presencial;2022;9;68284461;85;2022-9-1
aprov.esp.pub;virtual;2022;9;132712259;70;2022-9-1
circulacion pico y placa;presencial;2022;9;112695;1;2022-9-1
circulacion y transito;presencial;2022;9;1701508160;821;2022-9-1
cuotas partes jubilatorias;presencial;2022;9;188180065;59;2022-9-1
deguello de ganado;virtual;2022;9;337995000;2;2022-9-1
delineacion urbana;presencial;2022;9;684642062;240;2022-9-1
delineacion urbana;virtual;2022;9;592604152;20;2022-9-1
espectaculos publicos;presencial;2022;9;11237793;2;2022-9-1
espectaculos publicos;virtual;2022;9;665471328;8;2022-9-1
estampilla procultura;virtual;2022;9;132619000;11;2022-9-1
impuesto predial;presencial;2022;9;30062796290;93153;2022-9-1
impuesto predial;virtual;2022;9;15236926014;20900;2022-9-1
impuesto telefonico;presencial;2022;9;1667694109;44;2022-9-1
impuesto telefonico;virtual;2022;9;104097982;414;2022-9-1
industria y comercio;presencial;2022;9;1,16017E+11;5935;2022-9-1
industria y comercio;virtual;2022;9;5860004206;1833;2022-9-1
ingresos no tributarios;presencial;2022;9;285878924;323;2022-9-1
ingresos no tributarios;virtual;2022;9;75451131;28;2022-9-1
movilidad;presencial;2022;9;12358220522;40057;2022-9-1
movilidad;virtual;2022;9;104937500;55;2022-9-1
multas codigo de policia;presencial;2022;9;121365950;179;2022-9-1
otros ingresos;presencial;2022;9;1,37517E+11;131;2022-9-1
otros ingresos;virtual;2022;9;603140453;14;2022-9-1
pot;presencial;2022;9;2201446938;84;2022-9-1
publicidad exterior visual;presencial;2022;9;27366363;21;2022-9-1
publicidad exterior visual;virtual;2022;9;117791747;131;2022-9-1
recursos fonset;presencial;2022;9;85822000;2;2022-9-1
recursos fonset;virtual;2022;9;9938051585;100;2022-9-1
rendimientos financieros y recursos no ejecutados;presencial;2022;9;11049546919;109;2022-9-1
rendimientos financieros y recursos no ejecutados;virtual;2022;9;6891863915;253;2022-9-1
rentas contractuales;presencial;2022;9;4562840965;483;2022-9-1
rentas contractuales;virtual;2022;9;215615793;10;2022-9-1
retencion ica;presencial;2022;9;1149521040;48;2022-9-1
retencion ica;virtual;2022;9;7178995014;897;2022-9-1
servicios;presencial;2022;9;11999702;1045;2022-9-1
servicios;virtual;2022;9;692195;4;2022-9-1
sobretasa a la gasolina;presencial;2022;9;5476957000;4;2022-9-1
tasa pro deporte;presencial;2022;9;1437933052;154;2022-9-1
transferencias;presencial;2022;9;14811337418;3;2022-9-1
transferencias;virtual;2022;9;3864964551;34;2022-9-1
alumbrado publico;presencial;2022;10;6978598330;472;2022-10-1
alumbrado publico;virtual;2022;10;2205497;9;2022-10-1
aprov.esp.pub;presencial;2022;10;79151329;86;2022-10-1
aprov.esp.pub;virtual;2022;10;197840428;131;2022-10-1
circulacion y transito;presencial;2022;10;1408437642;815;2022-10-1
cuotas partes jubilatorias;presencial;2022;10;133896439;41;2022-10-1
deguello de ganado;virtual;2022;10;325550000;2;2022-10-1
delineacion urbana;presencial;2022;10;462957229;198;2022-10-1
delineacion urbana;virtual;2022;10;1359362682;29;2022-10-1
espectaculos publicos;presencial;2022;10;5736552;4;2022-10-1
espectaculos publicos;virtual;2022;10;617657100;8;2022-10-1
estampilla procultura;presencial;2022;10;15244137;1;2022-10-1
estampilla procultura;virtual;2022;10;267124000;11;2022-10-1
impuesto predial;presencial;2022;10;24390099001;54805;2022-10-1
impuesto predial;virtual;2022;10;15170291364;17469;2022-10-1
impuesto telefonico;presencial;2022;10;1645297441;98;2022-10-1
impuesto telefonico;virtual;2022;10;1690598;9;2022-10-1
industria y comercio;presencial;2022;10;2419736001;2329;2022-10-1
industria y comercio;virtual;2022;10;2128498364;1004;2022-10-1
ingresos no tributarios;presencial;2022;10;328422636;313;2022-10-1
ingresos no tributarios;virtual;2022;10;223060577;49;2022-10-1
movilidad;presencial;2022;10;11876782820;40547;2022-10-1
movilidad;virtual;2022;10;165352400;93;2022-10-1
multas codigo de policia;presencial;2022;10;71969149;309;2022-10-1
otros ingresos;presencial;2022;10;1,21907E+11;98;2022-10-1
otros ingresos;virtual;2022;10;214473784;7;2022-10-1
pot;presencial;2022;10;1262244347;85;2022-10-1
publicidad exterior visual;presencial;2022;10;28860162;39;2022-10-1
publicidad exterior visual;virtual;2022;10;119852248;118;2022-10-1
recursos fonset;presencial;2022;10;32420000;3;2022-10-1
recursos fonset;virtual;2022;10;9239426323;88;2022-10-1
rendimientos financieros y recursos no ejecutados;presencial;2022;10;10694190630;121;2022-10-1
rendimientos financieros y recursos no ejecutados;virtual;2022;10;3528267455;184;2022-10-1
rentas contractuales;presencial;2022;10;4474765663;440;2022-10-1
rentas contractuales;virtual;2022;10;327134114;21;2022-10-1
retencion ica;presencial;2022;10;106000;2;2022-10-1
retencion ica;virtual;2022;10;53725040;11;2022-10-1
servicios;presencial;2022;10;9863499;747;2022-10-1
servicios;virtual;2022;10;37500;2;2022-10-1
sobretasa a la gasolina;presencial;2022;10;5312112000;4;2022-10-1
tasa pro deporte;presencial;2022;10;1645747958;167;2022-10-1
transferencias;presencial;2022;10;57767840;2;2022-10-1
transferencias;virtual;2022;10;3732620704;32;2022-10-1
alumbrado publico;presencial;2022;11;8681570965;533;2022-11-1
alumbrado publico;virtual;2022;11;70059;1;2022-11-1
aprov.esp.pub;presencial;2022;11;117813799;195;2022-11-1
aprov.esp.pub;virtual;2022;11;179646303;91;2022-11-1
circulacion y transito;presencial;2022;11;1144076401;618;2022-11-1
cuotas partes jubilatorias;presencial;2022;11;44342790;25;2022-11-1
deguello de ganado;virtual;2022;11;319565000;2;2022-11-1
delineacion urbana;presencial;2022;11;831008962;231;2022-11-1
delineacion urbana;virtual;2022;11;398999573;22;2022-11-1
espectaculos publicos;presencial;2022;11;10266335;2;2022-11-1
espectaculos publicos;virtual;2022;11;678958963;6;2022-11-1
estampilla procultura;presencial;2022;11;33595;1;2022-11-1
estampilla procultura;virtual;2022;11;143638000;12;2022-11-1
impuesto predial;presencial;2022;11;33770335220;116455;2022-11-1
impuesto predial;virtual;2022;11;30630448057;31232;2022-11-1
impuesto telefonico;presencial;2022;11;1625224690;59;2022-11-1
impuesto telefonico;virtual;2022;11;7588456;7;2022-11-1
industria y comercio;presencial;2022;11;1,18522E+11;5368;2022-11-1
industria y comercio;virtual;2022;11;3572198106;1909;2022-11-1
ingresos no tributarios;presencial;2022;11;315950286;308;2022-11-1
ingresos no tributarios;virtual;2022;11;111012526;38;2022-11-1
movilidad;presencial;2022;11;11541952642;37121;2022-11-1
movilidad;virtual;2022;11;273231200;135;2022-11-1
multas codigo de policia;presencial;2022;11;94621699;355;2022-11-1
otros ingresos;presencial;2022;11;1,21474E+11;137;2022-11-1
otros ingresos;virtual;2022;11;39654000;3;2022-11-1
pot;presencial;2022;11;1158357028;73;2022-11-1
publicidad exterior visual;presencial;2022;11;25646932;18;2022-11-1
publicidad exterior visual;virtual;2022;11;145336544;165;2022-11-1
recursos fonset;presencial;2022;11;9328950;2;2022-11-1
recursos fonset;virtual;2022;11;9515844482;103;2022-11-1
rendimientos financieros y recursos no ejecutados;presencial;2022;11;15172253935;70;2022-11-1
rendimientos financieros y recursos no ejecutados;virtual;2022;11;4168262728;283;2022-11-1
rentas contractuales;presencial;2022;11;4536521229;320;2022-11-1
rentas contractuales;virtual;2022;11;323184753;26;2022-11-1
retencion ica;presencial;2022;11;1090380140;60;2022-11-1
retencion ica;virtual;2022;11;7693615085;910;2022-11-1
servicios;presencial;2022;11;9027051;759;2022-11-1
servicios;virtual;2022;11;5750;1;2022-11-1
sobretasa a la gasolina;presencial;2022;11;7764731114;9;2022-11-1
tasa pro deporte;presencial;2022;11;1356895105;175;2022-11-1
transferencias;presencial;2022;11;1003184755;2;2022-11-1
transferencias;virtual;2022;11;3631579172;33;2022-11-1
alumbrado publico;presencial;2022;12;11160795916;1917;2022-12-1
alumbrado publico;virtual;2022;12;417006;4;2022-12-1
aprov.esp.pub;presencial;2022;12;329087891;353;2022-12-1
aprov.esp.pub;virtual;2022;12;621254;2;2022-12-1
circulacion y transito;presencial;2022;12;1240646772;1706;2022-12-1
cuotas partes jubilatorias;presencial;2022;12;298439145;22;2022-12-1
deguello de ganado;virtual;2022;12;323354000;2;2022-12-1
delineacion urbana;presencial;2022;12;3068096173;220;2022-12-1
delineacion urbana;virtual;2022;12;1265668816;30;2022-12-1
espectaculos publicos;presencial;2022;12;18115862;4;2022-12-1
espectaculos publicos;virtual;2022;12;657990062;3;2022-12-1
estampilla procultura;presencial;2022;12;4424879;1;2022-12-1
estampilla procultura;virtual;2022;12;263780000;12;2022-12-1
impuesto predial;presencial;2022;12;31496082870;104232;2022-12-1
impuesto predial;virtual;2022;12;20008551192;30080;2022-12-1
impuesto telefonico;presencial;2022;12;1615623582;45;2022-12-1
impuesto telefonico;virtual;2022;12;37440063;14;2022-12-1
industria y comercio;presencial;2022;12;93122813404;4527;2022-12-1
industria y comercio;virtual;2022;12;2753266522;1289;2022-12-1
ingresos no tributarios;presencial;2022;12;315591890;337;2022-12-1
ingresos no tributarios;virtual;2022;12;38689021;46;2022-12-1
movilidad;presencial;2022;12;12102815008;46974;2022-12-1
movilidad;virtual;2022;12;630787400;157;2022-12-1
multas codigo de policia;presencial;2022;12;79477455;267;2022-12-1
otros ingresos;presencial;2022;12;61773746115;130;2022-12-1
otros ingresos;virtual;2022;12;328791025;7;2022-12-1
pot;presencial;2022;12;3383365094;110;2022-12-1
publicidad exterior visual;presencial;2022;12;12987648;13;2022-12-1
publicidad exterior visual;virtual;2022;12;156493769;151;2022-12-1
recursos fonset;presencial;2022;12;7634514000;7;2022-12-1
recursos fonset;virtual;2022;12;2221856441;198;2022-12-1
rendimientos financieros y recursos no ejecutados;presencial;2022;12;13616436684;148;2022-12-1
rendimientos financieros y recursos no ejecutados;virtual;2022;12;13968181352;417;2022-12-1
rentas contractuales;presencial;2022;12;4562966809;384;2022-12-1
rentas contractuales;virtual;2022;12;373353661;24;2022-12-1
retencion ica;presencial;2022;12;683728;1;2022-12-1
retencion ica;virtual;2022;12;5268160;10;2022-12-1
servicios;presencial;2022;12;7439174;518;2022-12-1
servicios;virtual;2022;12;27700;3;2022-12-1
sobretasa a la gasolina;presencial;2022;12;35736693119;24;2022-12-1
tasa pro deporte;presencial;2022;12;2099919785;249;2022-12-1
transferencias;presencial;2022;12;5426785440;2;2022-12-1
transferencias;virtual;2022;12;3432256343;30;2022-12-1
alumbrado publico;presencial;2023;1;296274109;201;2023-1-1
aprov.esp.pub;presencial;2023;1;211475137;161;2023-1-1
aprov.esp.pub;virtual;2023;1;3958476;2;2023-1-1
circulacion y transito;presencial;2023;1;2355811101;1491;2023-1-1
cuotas partes jubilatorias;presencial;2023;1;16014915;18;2023-1-1
deguello de ganado;virtual;2023;1;359809000;2;2023-1-1
delineacion urbana;presencial;2023;1;607905757;198;2023-1-1
delineacion urbana;virtual;2023;1;906649111;19;2023-1-1
espectaculos publicos;presencial;2023;1;195383448;9;2023-1-1
espectaculos publicos;virtual;2023;1;40377243;5;2023-1-1
estampilla procultura;virtual;2023;1;267711000;13;2023-1-1
impuesto predial;presencial;2023;1;11046005603;17626;2023-1-1
impuesto predial;virtual;2023;1;23121581086;17898;2023-1-1
impuesto telefonico;presencial;2023;1;1659984068;33;2023-1-1
impuesto telefonico;virtual;2023;1;63209521;6;2023-1-1
industria y comercio;presencial;2023;1;4510236236;1619;2023-1-1
industria y comercio;virtual;2023;1;2720051754;2354;2023-1-1
ingresos no tributarios;presencial;2023;1;348385194;270;2023-1-1
ingresos no tributarios;virtual;2023;1;237390671;48;2023-1-1
movilidad;presencial;2023;1;12545819174;47329;2023-1-1
movilidad;virtual;2023;1;186214500;50;2023-1-1
multas codigo de policia;presencial;2023;1;69129901;275;2023-1-1
otros ingresos;presencial;2023;1;681113405;42;2023-1-1
otros ingresos;virtual;2023;1;180424660;5;2023-1-1
pot;presencial;2023;1;543109240;65;2023-1-1
publicidad exterior visual;presencial;2023;1;63623489;32;2023-1-1
publicidad exterior visual;virtual;2023;1;126473943;120;2023-1-1
recursos fonset;presencial;2023;1;425091000;2;2023-1-1
recursos fonset;virtual;2023;1;18254851323;51;2023-1-1
rendimientos financieros y recursos no ejecutados;presencial;2023;1;115822905;109;2023-1-1
rendimientos financieros y recursos no ejecutados;virtual;2023;1;3117262311;54;2023-1-1
rentas contractuales;presencial;2023;1;4644349992;336;2023-1-1
rentas contractuales;virtual;2023;1;477527490;19;2023-1-1
retencion ica;presencial;2023;1;1799419740;55;2023-1-1
retencion ica;virtual;2023;1;8756869364;914;2023-1-1
servicios;presencial;2023;1;6114274;331;2023-1-1
servicios;virtual;2023;1;104500;1;2023-1-1
sobretasa a la gasolina;presencial;2023;1;5603884000;4;2023-1-1
tasa pro deporte;presencial;2023;1;3365830582;70;2023-1-1
transferencias;presencial;2023;1;250000000;1;2023-1-1
transferencias;virtual;2023;1;1166290603;23;2023-1-1
alumbrado publico;presencial;2023;2;345210318;292;2023-2-1
alumbrado publico;virtual;2023;2;436395;3;2023-2-1
aprov.esp.pub;presencial;2023;2;141110480;184;2023-2-1
aprov.esp.pub;virtual;2023;2;4789543;4;2023-2-1
circulacion y transito;presencial;2023;2;4992037647;2481;2023-2-1
cuotas partes jubilatorias;presencial;2023;2;190949195;47;2023-2-1
deguello de ganado;virtual;2023;2;341737400;2;2023-2-1
delineacion urbana;virtual;2023;2;1154000;2;2023-2-1
delineacion urbana;presencial;2023;2;1145918262;251;2023-2-1
delineacion urbana;virtual;2023;2;3139329592;28;2023-2-1
espectaculos publicos;presencial;2023;2;8092494;7;2023-2-1
espectaculos publicos;virtual;2023;2;805178874;8;2023-2-1
estampilla procultura;virtual;2023;2;71125000;7;2023-2-1
impuesto predial;presencial;2023;2;1,99488E+11;316570;2023-2-1
impuesto predial;virtual;2023;2;1,63135E+11;87315;2023-2-1
impuesto telefonico;presencial;2023;2;1575318014;73;2023-2-1
impuesto telefonico;virtual;2023;2;7525761;12;2023-2-1
industria y comercio;presencial;2023;2;6726759394;6514;2023-2-1
industria y comercio;virtual;2023;2;2776080205;1616;2023-2-1
ingresos no tributarios;presencial;2023;2;276890772;283;2023-2-1
ingresos no tributarios;virtual;2023;2;16970723;28;2023-2-1
movilidad;presencial;2023;2;11828102821;41397;2023-2-1
movilidad;virtual;2023;2;214704800;77;2023-2-1
multas codigo de policia;presencial;2023;2;97505103;353;2023-2-1
otros ingresos;presencial;2023;2;481810467;62;2023-2-1
otros ingresos;virtual;2023;2;70702499;168;2023-2-1
pot;presencial;2023;2;975642087;109;2023-2-1
publicidad exterior visual;presencial;2023;2;25108485;20;2023-2-1
publicidad exterior visual;virtual;2023;2;127727331;131;2023-2-1
recursos fonset;virtual;2023;2;2071271323;21;2023-2-1
rendimientos financieros y recursos no ejecutados;presencial;2023;2;2087842230;115;2023-2-1
rendimientos financieros y recursos no ejecutados;virtual;2023;2;7241768504;198;2023-2-1
rentas contractuales;presencial;2023;2;4581658590;304;2023-2-1
rentas contractuales;virtual;2023;2;114114363;26;2023-2-1
retencion ica;presencial;2023;2;4010040;2;2023-2-1
retencion ica;virtual;2023;2;55092848;12;2023-2-1
servicios;presencial;2023;2;10551012;643;2023-2-1
servicios;virtual;2023;2;149350;7;2023-2-1
sobretasa a la gasolina;presencial;2023;2;5560521000;4;2023-2-1
tasa pro deporte;presencial;2023;2;650938277;30;2023-2-1
transferencias;presencial;2023;2;18019800102;11;2023-2-1
transferencias;virtual;2023;2;4801061324;53;2023-2-1
alumbrado publico;presencial;2023;3;13024798200;379;2023-3-1
alumbrado publico;virtual;2023;3;5211523;4;2023-3-1
aprov.esp.pub;presencial;2023;3;288516140;301;2023-3-1
aprov.esp.pub;virtual;2023;3;5260085;4;2023-3-1
circulacion y transito;presencial;2023;3;10256261845;2932;2023-3-1
circulacion y transito;virtual;2023;3;4194600;3;2023-3-1
cuotas partes jubilatorias;presencial;2023;3;958672395;34;2023-3-1
deguello de ganado;virtual;2023;3;331660200;2;2023-3-1
delineacion urbana;presencial;2023;3;852571062;208;2023-3-1
delineacion urbana;virtual;2023;3;1173980254;24;2023-3-1
espectaculos publicos;presencial;2023;3;42204577;10;2023-3-1
espectaculos publicos;virtual;2023;3;912629705;11;2023-3-1
estampilla procultura;virtual;2023;3;85087000;11;2023-3-1
exogena reteica;presencial;2023;3;2560004;2;2023-3-1
impuesto predial;presencial;2023;3;1,43582E+11;257842;2023-3-1
impuesto predial;virtual;2023;3;1,14529E+11;60422;2023-3-1
impuesto telefonico;presencial;2023;3;1582095383;166;2023-3-1
impuesto telefonico;virtual;2023;3;24136358;45;2023-3-1
industria y comercio;presencial;2023;3;1,2797E+11;6751;2023-3-1
industria y comercio;virtual;2023;3;17422724531;1794;2023-3-1
ingresos no tributarios;presencial;2023;3;938291019;291;2023-3-1
ingresos no tributarios;virtual;2023;3;46344004;52;2023-3-1
movilidad;presencial;2023;3;13268248993;45445;2023-3-1
movilidad;virtual;2023;3;264261200;96;2023-3-1
multas codigo de policia;presencial;2023;3;129833951;438;2023-3-1
otros ingresos;presencial;2023;3;2,99108E+11;63;2023-3-1
otros ingresos;virtual;2023;3;77993972;5;2023-3-1
pot;presencial;2023;3;1219905520;140;2023-3-1
publicidad exterior visual;presencial;2023;3;53543898;57;2023-3-1
publicidad exterior visual;virtual;2023;3;146136877;137;2023-3-1
recursos fonset;presencial;2023;3;39952000;1;2023-3-1
recursos fonset;virtual;2023;3;5282048323;29;2023-3-1
rendimientos financieros y recursos no ejecutados;presencial;2023;3;6080753863;125;2023-3-1
rendimientos financieros y recursos no ejecutados;virtual;2023;3;12362357760;282;2023-3-1
rentas contractuales;presencial;2023;3;5145888022;493;2023-3-1
rentas contractuales;virtual;2023;3;196977218;23;2023-3-1
retencion ica;presencial;2023;3;1396737481;81;2023-3-1
retencion ica;virtual;2023;3;6342726463;878;2023-3-1
servicios;presencial;2023;3;14611192;981;2023-3-1
servicios;virtual;2023;3;96951;6;2023-3-1
sobretasa a la gasolina;presencial;2023;3;24727485000;16;2023-3-1
tasa pro deporte;presencial;2023;3;1085899319;33;2023-3-1
transferencias;presencial;2023;3;67292383;3;2023-3-1
transferencias;virtual;2023;3;3869458483;40;2023-3-1
alumbrado publico;presencial;2023;4;6928496520;2155;2023-4-1
alumbrado publico;virtual;2023;4;5753042;22;2023-4-1
aprov.esp.pub;presencial;2023;4;279637098;282;2023-4-1
aprov.esp.pub;virtual;2023;4;8108322;5;2023-4-1
circulacion y transito;presencial;2023;4;10983654155;9094;2023-4-1
circulacion y transito;virtual;2023;4;2690620;8;2023-4-1
cuotas partes jubilatorias;presencial;2023;4;36607906;32;2023-4-1
deguello de ganado;virtual;2023;4;362431500;2;2023-4-1
delineacion urbana;presencial;2023;4;187128020;2;2023-4-1
delineacion urbana;presencial;2023;4;437749860;176;2023-4-1
delineacion urbana;virtual;2023;4;68700079;28;2023-4-1
espectaculos publicos;presencial;2023;4;4577240;4;2023-4-1
espectaculos publicos;virtual;2023;4;363473663;5;2023-4-1
estampilla procultura;virtual;2023;4;192568000;12;2023-4-1
impuesto predial;presencial;2023;4;35169750136;91235;2023-4-1
impuesto predial;virtual;2023;4;29083060222;25504;2023-4-1
impuesto telefonico;presencial;2023;4;1811046583;64;2023-4-1
impuesto telefonico;virtual;2023;4;75753043;9;2023-4-1
industria y comercio;presencial;2023;4;29519695719;2947;2023-4-1
industria y comercio;virtual;2023;4;43452929895;1780;2023-4-1
ingresos no tributarios;presencial;2023;4;214061277;240;2023-4-1
ingresos no tributarios;virtual;2023;4;27696061;38;2023-4-1
movilidad;presencial;2023;4;11134333518;38154;2023-4-1
movilidad;virtual;2023;4;244340400;76;2023-4-1
multas codigo de policia;presencial;2023;4;111295611;247;2023-4-1
otros ingresos;presencial;2023;4;3,00955E+11;85;2023-4-1
otros ingresos;virtual;2023;4;616407592;8;2023-4-1
pot;presencial;2023;4;1000224109;150;2023-4-1
publicidad exterior visual;presencial;2023;4;48305708;37;2023-4-1
publicidad exterior visual;virtual;2023;4;169917080;169;2023-4-1
recursos fonset;presencial;2023;4;14715000;1;2023-4-1
recursos fonset;virtual;2023;4;8059565937;65;2023-4-1
rendimientos financieros y recursos no ejecutados;presencial;2023;4;1476912585;76;2023-4-1
rendimientos financieros y recursos no ejecutados;virtual;2023;4;2281267279;154;2023-4-1
rentas contractuales;presencial;2023;4;4708672855;420;2023-4-1
rentas contractuales;virtual;2023;4;152983973;44;2023-4-1
retencion ica;presencial;2023;4;760120;1;2023-4-1
retencion ica;virtual;2023;4;24466244;23;2023-4-1
servicios;presencial;2023;4;9087781;765;2023-4-1
servicios;virtual;2023;4;64270;2;2023-4-1
sobretasa a la gasolina;presencial;2023;4;12841140000;8;2023-4-1
tasa pro deporte;presencial;2023;4;1874042878;88;2023-4-1
transferencias;presencial;2023;4;15416652076;2;2023-4-1
transferencias;virtual;2023;4;3942028769;43;2023-4-1
alumbrado publico;presencial;2023;5;366224266;899;2023-5-1
alumbrado publico;virtual;2023;5;4518543;19;2023-5-1
aprov.esp.pub;presencial;2023;5;300405159;314;2023-5-1
aprov.esp.pub;virtual;2023;5;4159478;3;2023-5-1
circulacion y transito;presencial;2023;5;17605917296;1450;2023-5-1
circulacion y transito;virtual;2023;5;184560;2;2023-5-1
cuotas partes jubilatorias;presencial;2023;5;434370877;57;2023-5-1
deguello de ganado;virtual;2023;5;325319700;2;2023-5-1
delineacion urbana;presencial;2023;5;934520852;214;2023-5-1
delineacion urbana;virtual;2023;5;182790524;32;2023-5-1
espectaculos publicos;presencial;2023;5;197129028;2;2023-5-1
espectaculos publicos;virtual;2023;5;945774461;13;2023-5-1
estampilla procultura;presencial;2023;5;8381000;1;2023-5-1
estampilla procultura;virtual;2023;5;129189000;11;2023-5-1
impuesto predial;presencial;2023;5;53888276579;142717;2023-5-1
impuesto predial;virtual;2023;5;45924100229;36027;2023-5-1
impuesto telefonico;presencial;2023;5;1684737435;84;2023-5-1
impuesto telefonico;virtual;2023;5;123308706;13;2023-5-1
industria y comercio;presencial;2023;5;1,5952E+11;16254;2023-5-1
industria y comercio;virtual;2023;5;80566973452;14905;2023-5-1
ingresos no tributarios;presencial;2023;5;460200358;312;2023-5-1
ingresos no tributarios;virtual;2023;5;30154585;39;2023-5-1
movilidad;presencial;2023;5;13513928109;47062;2023-5-1
movilidad;virtual;2023;5;240502300;91;2023-5-1
multas codigo de policia;presencial;2023;5;119691062;412;2023-5-1
otros ingresos;presencial;2023;5;2,99046E+11;96;2023-5-1
otros ingresos;virtual;2023;5;677510237;6;2023-5-1
pot;presencial;2023;5;779972912;170;2023-5-1
publicidad exterior visual;presencial;2023;5;41149315;26;2023-5-1
publicidad exterior visual;virtual;2023;5;146128509;149;2023-5-1
recursos fonset;presencial;2023;5;66127000;2;2023-5-1
recursos fonset;virtual;2023;5;8466049365;99;2023-5-1
rendimientos financieros y recursos no ejecutados;presencial;2023;5;12045236992;116;2023-5-1
rendimientos financieros y recursos no ejecutados;virtual;2023;5;11589251008;362;2023-5-1
rentas contractuales;presencial;2023;5;5168397193;543;2023-5-1
rentas contractuales;virtual;2023;5;140353261;69;2023-5-1
retencion ica;presencial;2023;5;1399869656;53;2023-5-1
retencion ica;virtual;2023;5;7643889401;907;2023-5-1
servicios;presencial;2023;5;13105068;994;2023-5-1
servicios;virtual;2023;5;64270;6;2023-5-1
sobretasa a la gasolina;presencial;2023;5;12110516000;8;2023-5-1
tasa pro deporte;presencial;2023;5;1401701337;154;2023-5-1
transferencias;virtual;2023;5;3982465171;46;2023-5-1
alumbrado publico;presencial;2023;6;14374599653;3474;2023-6-1
alumbrado publico;virtual;2023;6;72812962;112;2023-6-1
aprov.esp.pub;presencial;2023;6;329526272;325;2023-6-1
aprov.esp.pub;virtual;2023;6;6909295;5;2023-6-1
circulacion y transito;presencial;2023;6;3444375113;1957;2023-6-1
circulacion y transito;virtual;2023;6;11889993;31;2023-6-1
cuotas partes jubilatorias;presencial;2023;6;260279745;35;2023-6-1
deguello de ganado;virtual;2023;6;390415400;2;2023-6-1
delineacion urbana;presencial;2023;6;3869394580;233;2023-6-1
delineacion urbana;virtual;2023;6;6944299237;42;2023-6-1
espectaculos publicos;presencial;2023;6;100128552;1;2023-6-1
espectaculos publicos;virtual;2023;6;1361587006;9;2023-6-1
estampilla procultura;presencial;2023;6;9398000;2;2023-6-1
estampilla procultura;virtual;2023;6;197553000;11;2023-6-1
impuesto predial;presencial;2023;6;45453227414;112100;2023-6-1
impuesto predial;virtual;2023;6;24547004969;29819;2023-6-1
impuesto telefonico;presencial;2023;6;1827031042;460;2023-6-1
impuesto telefonico;virtual;2023;6;144898627;46;2023-6-1
industria y comercio;presencial;2023;6;17624463972;11085;2023-6-1
industria y comercio;virtual;2023;6;20313308702;6195;2023-6-1
ingresos no tributarios;presencial;2023;6;236994215;296;2023-6-1
ingresos no tributarios;virtual;2023;6;82779719;71;2023-6-1
movilidad;presencial;2023;6;13714141625;50113;2023-6-1
movilidad;virtual;2023;6;182482800;101;2023-6-1
multas codigo de policia;presencial;2023;6;121504191;428;2023-6-1
otros ingresos;presencial;2023;6;1,85697E+11;131;2023-6-1
otros ingresos;virtual;2023;6;682516404;148;2023-6-1
pot;presencial;2023;6;943228315;175;2023-6-1
publicidad exterior visual;presencial;2023;6;101547960;45;2023-6-1
publicidad exterior visual;virtual;2023;6;216793957;192;2023-6-1
recursos fonset;presencial;2023;6;84041000;1;2023-6-1
recursos fonset;virtual;2023;6;7300990861;107;2023-6-1
rendimientos financieros y recursos no ejecutados;presencial;2023;6;35792767341;93;2023-6-1
rendimientos financieros y recursos no ejecutados;virtual;2023;6;22607648264;336;2023-6-1
rentas contractuales;presencial;2023;6;4913203788;515;2023-6-1
rentas contractuales;virtual;2023;6;190686994;75;2023-6-1
retencion ica;virtual;2023;6;25330640;13;2023-6-1
servicios;presencial;2023;6;12850409;919;2023-6-1
servicios;virtual;2023;6;90251;5;2023-6-1
sobretasa a la gasolina;presencial;2023;6;13011047000;8;2023-6-1
tasa pro deporte;presencial;2023;6;1920003765;235;2023-6-1
transferencias;virtual;2023;6;3941245363;43;2023-6-1
alumbrado publico;presencial;2023;7;7586051808;473;2023-7-1
aprov.esp.pub;presencial;2023;7;394102359;348;2023-7-1
aprov.esp.pub;virtual;2023;7;2007483;3;2023-7-1
circulacion y transito;presencial;2023;7;5564069732;1870;2023-7-1
cuotas partes jubilatorias;presencial;2023;7;64753281;32;2023-7-1
deguello de ganado;virtual;2023;7;363747100;2;2023-7-1
delineacion urbana;presencial;2023;7;409836947;119;2023-7-1
delineacion urbana;virtual;2023;7;126349072;13;2023-7-1
espectaculos publicos;presencial;2023;7;152585138;3;2023-7-1
espectaculos publicos;virtual;2023;7;251646477;8;2023-7-1
estampilla procultura;presencial;2023;7;1714000;1;2023-7-1
estampilla procultura;virtual;2023;7;181975176;13;2023-7-1
